D1,D2,responses,weight,s-weight
0,886,False,0.0025281143753813,0.0
1,151,False,4.123371268349002e-05,0.8500992059707642
2,33,False,1.5507963339174666e-05,0.693985104560852
2,426,False,3.175409627841992e-05,0.0
3,192,True,3.7725883728826346e-05,0.7924919128417969
4,150,False,9.813542688910696e-05,0.5674326419830322
5,188,True,4.963025460320612e-05,0.9115794897079468
6,210,True,0.0188679245283018,0.8805310726165771
7,158,True,9.249838127832764e-05,0.7725402116775513
8,37,False,0.0008176614881439,0.8073380589485168
9,174,False,4.107619634421853e-05,0.6565989255905151
9,144,False,3.813155386081983e-05,0.7141516208648682
9,176,True,4.107619634421853e-05,0.7359963655471802
9,742,False,8.375910880308234e-05,0.6219945549964905
9,57,True,5.215123859191656e-05,0.6162020564079285
9,138,False,6.510840549514942e-05,0.7511587142944336
10,174,False,2.5451121121885417e-05,0.6132847666740417
10,144,False,2.4288941245051127e-05,0.6753526926040649
10,176,False,2.5451121121885417e-05,0.6258257031440735
11,174,False,3.668513151619649e-05,0.6582702398300171
11,144,False,3.431826761385085e-05,0.7146449685096741
11,176,False,3.668513151619649e-05,0.7147384881973267
11,743,False,4.516915849857717e-05,0.5217571258544922
11,57,False,4.527140205532165e-05,0.6112827062606812
12,58,True,5.5503135927179885e-05,0.7346283793449402
13,194,True,0.0002547770700636,0.743789792060852
13,58,False,5.276209571044162e-05,0.7357203960418701
14,333,False,0.0001665278934221,0.0
15,333,False,0.0001713208840157,0.0
16,832,False,0.0062079263927035,0.8209410309791565
16,482,False,0.0110936098464649,0.7645244002342224
17,830,True,1.7103665315477107e-05,0.8626929521560669
17,564,False,6.925242898417135e-05,0.0
18,208,False,0.0004130524576621,0.7650308012962341
19,39,True,3.2794411832223785e-05,0.8561871647834778
19,40,False,3.835973761939468e-05,0.8691810369491577
20,40,True,3.8128646051778696e-05,0.8674687147140503
21,193,True,0.0003361344537815,0.6827123761177063
22,62,True,4.932182490752157e-05,0.6304551362991333
22,737,False,3.761519653940192e-05,0.5001057386398315
23,969,False,0.0001157541382104,0.0
23,479,True,1.8725539763683688e-05,0.7294721007347107
23,1029,True,0.0079104079637365,0.7374861240386963
24,42,True,0.0001500825453999,0.790092945098877
25,21,True,4.657878801993572e-05,0.7583839893341064
26,198,True,0.0001658099817609,0.8161170482635498
27,47,False,6.266842138246538e-05,0.7969740629196167
28,48,False,5.806863712908658e-05,0.8102511167526245
29,41,False,5.296610169491525e-05,0.784993052482605
29,43,False,5.296610169491525e-05,0.7356923818588257
30,41,False,5.296610169491525e-05,0.7894056439399719
30,43,False,5.296610169491525e-05,0.716267466545105
31,631,True,4.189885616122679e-05,0.7312018275260925
32,174,False,3.925725277745063e-05,0.7174170613288879
32,50,True,4.948290365678658e-05,0.6605406403541565
32,1060,False,7.062645667066883e-05,0.7275676727294922
32,57,False,4.925380485642516e-05,0.673052966594696
32,34,False,4.091820450918613e-05,0.6927186250686646
32,35,False,3.940265573899681e-05,0.6772329807281494
32,742,False,7.899518129394108e-05,0.7066041827201843
