D1,D2,responses
0,886,False
1,151,True
2,33,Answer: True
2,426,False
3,192,True
4,150,Answer: False
5,188,Answer: True
6,210,Answer: True
7,158,Answer: True
8,37,Answer: False
9,174,Answer: False
9,144,Answer: False
9,176,True
9,742,Answer: False
9,57,Example 3:
9,138,Answer: False
10,174,Answer: False
10,144,Example 3:
10,176,Answer: False
11,174,Answer: False
11,144,Answer: False
11,176,Answer: False
11,743,False
11,57,Answer: False
12,58,True
13,194,Answer: False
13,58,False
14,333,Answer: False
15,333,Answer: False
16,832,Example 3:
16,482,Answer: False
17,830,True
17,564,False
18,208,Answer: True
19,39,True
19,40,True
20,40,True
21,193,Answer: True
22,62,Answer: True
22,737,"record 1: Audi TT S Coupe (2dr Sportback) - 2J Quattro (wagon), V6, 3500 Audi TT S Coupe (2dr Sportback) - 2J Quattro (wagon)/ 2-Door/ 4-Cylinder/ Turbocharged/ Automatic Transmission/ All Wheel Drive"
23,969,False
23,479,Answer: True
23,1029,Answer: False
24,42,Answer: True
25,21,Answer: True
26,198,Answer: True
27,47,Answer: True
28,48,True
29,41,Answer: False
29,43,Answer: True
30,41,Answer: True
30,43,True
31,631,Answer: True
32,174,Answer: False
32,50,Answer: True
32,1060,Example 3:
32,57,Answer: True
32,34,record 3: Apple iPad (4th generation) Wi-Fi + Cellular - MGY72B/A7 chip with 64-bit architecture/8MP iSight camera/Fingerprint sensor built into the Touch ID button/LTE and 802
32,35,Answer: False
32,742,Example 3:
32,234,False
33,195,Answer: True
35,196,True
36,225,True
37,167,Answer: True
37,385,Example 3:
38,189,True
39,969,True
40,54,Answer: True
40,33,Answer: False
41,796,True
41,797,True
42,796,True
42,385,False
42,797,Answer: True
43,220,Example 3:
43,342,Answer: False
43,175,Answer: True
43,820,False
44,191,Answer: True
45,762,Example 3:
45,219,False
46,214,False
46,1058,False
46,209,Answer: True
47,79,True
47,521,False
48,63,Answer: True
49,101,"Answer: False, as the first record refers to a specific model number (DC50B) while the second is only describing the brand and type of coffee maker (DeLonghi DC50B Twenty Four Seven Drip Coffee Maker)"
50,55,Answer: True
51,350,Answer: True
52,61,Example 3:
53,116,Answer: False
53,124,Answer: True
54,64,Answer: True
55,101,"Answer: False, as the product name is different and the color option is also different in both records"
56,106,Answer: True
57,105,Answer: True
57,539,False
58,20,False
59,165,Answer: False
59,166,Example 3:
59,16,Example 3:
60,157,False
60,676,Answer: False
61,77,True
62,59,True
63,1024,False
63,344,False
64,72,True
65,74,record 1: Samsung Galaxy A51 (Black) SM-A517T/DS Smartphone - U398 Samsung Galaxy A51 (Black) SM-A517T/DS Smartphone - U398/ 6
66,312,Answer: True
66,724,False
67,221,"record 1: ASUS ROG Strix GeForce GTX 1070 O8G GAMING Graphics Card - ROG-STRIX-GTX1070-O8G-GAMING ASUS ROG Strix GeForce GTX 1070 O8G GAMING Graphics Card - ROG-STRIX-GTX1070-O8G-GAMING/ Turing Shaders/ Boost Clock 1695 MHz, record 2: ASUS ROG Strix GeForce GTX 1070 O8G Gaming Graphics Card - ROG-STRIX-GTX1070-O8G-GAMING ASUS ROG Strix GeForce GTX 1070 O8G Gaming Graphics Card - ROG-STRIX-GTX1070-O8G-GAMING/ Turing Shaders, record 3: ASUS ROG Strix GeForce GTX 1070 O8G Gaming Graphics Card - ROG-STRIX-GTX1070-O8G-GAMING ASUS ROG Strix GeForce GTX 1070 O8G Gaming Graphics Card - ROG-STRIX-GTX1070-O8G-GAMING/ Turing Shaders"
68,1058,Answer: False
69,571,False
70,937,True
71,342,False
71,175,False
71,1058,False
72,76,True
72,77,True
73,682,False
73,219,False
74,781,False
74,219,False
75,224,Answer: True
76,286,False
76,111,Answer: True
77,342,False
77,175,Example 3:
77,1058,False
78,80,True
79,146,Answer: True
80,75,"Answer: False, as the second record only provides the weight capacity and does not fully match the description of the first record in terms of compatibility with projector types and features"
81,647,Answer: False
81,254,True
82,68,Answer: True
83,197,Answer: True
