,D1,D2,responses,weight
0,181,0,False,0.998235811622269
1,3255,1,False,0.9888335054375492
2,3456,2,False,0.2581988897471611
3,5785,2,False,0.0
4,267,3,False,0.7905694150420948
5,1916,4,False,0.0
6,2872,5,False,0.0
7,3345,6,False,0.0
8,2984,7,False,0.9412207643723192
9,4293,8,True,0.8340576562282991
10,3457,9,False,0.0
11,4371,10,True,0.8320502943378436
12,1454,11,True,0.7416198487095663
13,2917,12,False,0.970184347797704
14,4981,13,False,0.0
15,2073,14,False,0.8075728530872482
16,883,15,False,0.0
17,5627,16,False,0.5112171874107659
18,5170,17,False,0.0
19,718,18,True,0.5270462766947299
20,4691,19,True,0.834847109936722
21,3274,20,True,0.8086075400626399
22,5758,21,False,0.0
23,1635,22,False,0.2407717061715384
24,220,22,False,0.2407717061715384
25,1266,23,False,0.1817479662829877
26,3872,24,False,0.7745966692414834
27,838,25,False,0.5383819020581655
28,2779,26,False,0.0
29,2890,27,False,0.8728715609439696
30,4480,28,False,0.0
31,1786,29,False,0.9891886381032922
32,175,30,False,0.806225774829855
33,137,31,False,0.0
34,4698,32,False,0.0
35,4279,33,False,0.4040610178208842
36,3271,34,False,0.0
37,3271,35,False,0.0
38,1759,36,False,0.0
39,5894,37,False,0.9272570880541656
40,3341,38,True,0.8773580220588532
41,3980,39,False,0.8017837257372732
42,679,40,False,0.3356243110397689
43,3383,41,False,0.0
44,1161,41,False,0.0
45,5701,42,False,0.0
46,815,43,True,0.8728715609439696
47,5604,44,False,0.2849014411490949
48,2143,44,False,0.2849014411490949
49,1109,45,False,0.0
50,5196,46,False,0.7416198487095663
51,664,48,False,0.0
52,3654,49,False,0.0
53,1718,50,False,0.0
54,653,51,False,0.9785885079952122
55,1908,52,True,0.7745966692414834
56,3978,53,False,0.2531848417709166
57,2915,54,True,0.8416254115301732
58,1330,55,True,0.5477225575051661
59,573,56,False,0.0
60,2120,57,False,0.554700196225229
61,3743,58,False,0.6123724356957945
62,679,59,False,0.3356243110397689
63,2416,60,False,0.545544725589981
64,1583,61,False,0.8583950752789522
65,1231,62,False,0.7905694150420948
66,29,63,False,0.1277903821421471
67,4517,64,False,0.5090278103806222
68,4357,65,True,0.8583950752789522
69,228,66,False,0.9891763200830332
70,2078,67,False,0.3888888888888889
71,3898,68,False,0.0
72,5510,69,False,0.8416254115301732
73,3637,70,False,0.4412613040609141
74,268,71,False,0.0
75,2489,72,False,0.7905694150420948
76,4315,73,False,0.4841820261350419
77,2288,74,True,0.7687061147858074
78,2288,75,False,0.806225774829855
79,2017,77,False,0.440086229423352
80,6016,78,False,0.8846517369293828
81,381,80,False,0.0
82,4986,81,False,0.0
83,2721,82,False,0.3090575499818435
