D1,D2,responses,s-weight,weight
0,4407,False,0.6848503947257996,0.2666787612158107
0,8365,False,0.5035552978515625,0.0
0,15113,False,0.5100663304328918,0.2722178614686481
1,16720,False,0.8725451231002808,0.4313088035290418
1,16447,False,0.8553825616836548,0.4065987956759849
1,7147,False,0.8280230164527893,0.0
2,18949,False,0.580303430557251,0.0
2,18028,False,0.774563729763031,0.3976133679861513
2,16495,False,0.6064337491989136,0.4765187702495964
3,21424,False,0.8342201709747314,0.4022409138923945
3,4378,True,0.8530861735343933,0.4803335705351552
3,4377,False,0.7735570073127747,0.0
4,14172,False,0.5882389545440674,0.2910711189559382
4,14048,False,0.0,0.0
4,1470,False,0.0,0.0
5,20932,True,0.8716970086097717,0.4749174720869308
5,10424,False,0.6268876194953918,0.0
5,10422,True,0.745769202709198,0.327567640827119
6,13023,False,0.9191036820411682,0.0
6,9015,True,0.9673612713813782,0.4488655290372549
6,3047,False,0.9116776585578918,0.3719171526308684
7,19193,False,0.691804051399231,0.2788386702307703
7,17995,False,0.0,0.0
7,1303,True,0.834133505821228,0.5060240963855421
8,19470,False,0.8148143291473389,0.463343394140887
8,10248,False,0.7612432241439819,0.0
8,349,False,0.778605580329895,0.528223277359081
9,10846,False,0.8237318992614746,0.2503130871608794
9,10052,False,0.8551424741744995,0.0
9,2456,True,0.8457511067390442,0.2741465395665704
10,21365,False,0.0,0.3274230937990495
10,20208,False,0.6087250113487244,0.3250576131959479
10,3494,False,0.6392995715141296,0.0
11,12797,False,0.0,0.2431273205363943
11,2830,False,0.0,0.224627838666293
11,2816,False,0.0,0.0
12,7686,False,0.0,0.0
12,5666,False,0.0,0.0
12,3691,False,0.0,0.0
13,12081,False,0.6828033328056335,0.360288346061446
13,7532,False,0.7689226865768433,0.0
13,1627,False,0.7268728017807007,0.3888888888888889
14,13616,False,0.8013551235198975,0.0
14,1699,False,0.8769415616989136,0.6959937112104427
14,1698,False,0.8142274618148804,0.4688517583860896
15,17810,False,0.918223798274994,0.6610936902417277
15,17364,True,0.9467528462409972,0.7220072577520033
15,4282,True,0.9089162349700928,0.0
16,15183,False,0.8492940664291382,0.4046310373620458
16,15182,False,0.8623165488243103,0.425287356321839
16,13230,False,0.8565991520881653,0.0
17,21288,False,0.6975969672203064,0.2392395479928344
17,18816,False,0.7314133048057556,0.0
17,18014,False,0.0,0.0
18,17423,False,0.7157481908798218,0.3252736831667506
18,10879,False,0.7773025035858154,0.3680373690492888
18,4881,False,0.657555103302002,0.0
19,17429,True,0.8409780263900757,0.5493703305977613
19,11239,False,0.8190895915031433,0.5058399550750968
19,6596,False,0.8561142086982727,0.0
20,16837,False,0.8289142847061157,0.502793317823715
20,2791,False,0.6928716897964478,0.0
20,14080,False,0.5730797052383423,0.0
21,12925,False,0.8216298818588257,0.4910501993413254
21,8915,False,0.9117971062660216,0.0
21,7853,False,0.843660831451416,0.5108985546879944
22,20961,False,0.9164035320281982,0.6074713990454064
22,17882,False,0.9220693707466124,0.6592611948214577
22,17391,False,0.9121303558349608,0.0
23,19216,False,0.6427063345909119,0.3953477463074335
23,14262,False,0.7822567224502563,0.3896505535597371
23,11991,False,0.7697286009788513,0.0
24,12804,False,0.710309624671936,0.3548552977501779
24,10757,False,0.5387718677520752,0.3691364005933181
24,10384,False,0.0,0.0
25,13012,False,0.8443386554718018,0.4637698592246115
25,1035,False,0.8162336349487305,0.0
25,1033,False,0.8695327043533325,0.0
26,14406,False,0.8761358261108398,0.0
26,4406,False,0.8708099126815796,0.3163646315354801
26,537,True,0.8587775230407715,0.3552798562032137
27,10473,False,0.5956419110298157,0.0
27,9437,False,0.7176727652549744,0.2693054760081116
27,3982,False,0.7448732852935791,0.0
28,19489,False,0.6180701851844788,0.231724548867124
28,14112,False,0.792576253414154,0.408248290463863
28,13919,False,0.0,0.0
29,8071,False,0.7779808640480042,0.0
29,8070,False,0.821463406085968,0.6023630470009435
29,6031,True,0.7924346923828125,0.5323152239464995
30,15046,False,0.8771897554397583,0.3919276794717019
30,13118,False,0.7274549007415771,0.0
30,11088,True,0.9503656029701232,0.5520524474738834
31,18620,False,0.7092255353927612,0.0
31,16173,False,0.6978060007095337,0.5161500868845837
31,6573,False,0.8218942880630493,0.5687696939916126
32,21567,False,0.9146518707275392,0.6409523767656126
32,20124,False,0.9242449998855592,0.0
32,17836,False,0.9177356958389282,0.6451009791483272
33,11683,True,0.8435192108154297,0.3110453761208996
33,5233,False,0.6586999297142029,0.2870189239409639
33,1117,False,0.5973993539810181,0.0
34,6766,False,0.8147894144058228,0.4531803232405456
34,5118,False,0.8118762373924255,0.0
34,3067,True,0.8966766595840454,0.4445299063132171
35,8092,False,0.580223560333252,0.0
35,7916,False,0.0,0.0
35,604,False,0.0,0.2584008443261382
36,21331,False,0.8707647919654846,0.554485809860691
36,8949,False,0.8316855430603027,0.0
36,2991,False,0.8302211165428162,0.4622633141209763
37,14089,False,0.747878909111023,0.0
37,5601,False,0.816112220287323,0.6040281960459404
37,5600,False,0.6812403202056885,0.0
38,21628,False,0.7244640588760376,0.0
38,19129,False,0.7337568998336792,0.3666177875533832
38,15683,False,0.7100459933280945,0.0
39,10872,True,0.8848687410354614,0.5342967087424112
39,6882,False,0.0,0.0
39,955,False,0.6847980618476868,0.0
40,20123,False,0.8083343505859375,0.5230273466594172
40,12795,False,0.809922456741333,0.0
40,2828,False,0.8345296382904053,0.0
41,10814,False,0.8208795785903931,0.0
41,10802,False,0.8499158024787903,0.0
41,6816,True,0.8346580266952515,0.0
42,11478,False,0.7836918830871582,0.0
42,7477,False,0.7716748714447021,0.3884227466049727
42,172,True,0.817795991897583,0.536185990313331
43,20229,False,0.7110168933868408,0.0
43,10344,False,0.8252503871917725,0.3879852850993631
43,45,False,0.8498580455780029,0.3086066999241838
44,8725,False,0.0,0.0
44,6691,False,0.0,0.2501901037697985
44,6690,False,0.0,0.0
45,16163,False,0.0,0.2823912473624525
45,11421,False,0.0,0.226168026755238
45,768,False,0.0,0.0
46,19337,False,0.0,0.1513068831672006
46,18034,False,0.0,0.0
46,16500,False,0.0,0.0
47,18037,False,0.838782548904419,0.0
47,17556,False,0.9289628863334656,0.5833649837678719
47,9387,False,0.7502343654632568,0.5474379637391723
48,20273,False,0.8552308082580566,0.3317630285236877
48,10254,False,0.6949061155319214,0.0
48,5920,False,0.6577231287956238,0.0
49,10111,False,0.841613233089447,0.0
49,8096,False,0.9308568239212036,0.4805337054208107
49,6064,False,0.8934089541435242,0.4162070956347247
50,16936,False,0.7316684722900391,0.4765544982901364
50,16665,False,0.6808102130889893,0.0
50,2013,False,0.7808613777160645,0.4690492339915352
51,5210,False,0.8476207256317139,0.0
51,16399,False,0.856472373008728,0.4736864806890499
51,16358,False,0.8812912702560425,0.5364969220493451
52,20998,False,0.7664958238601685,0.0
52,8239,False,0.8380200862884521,0.2871832634470952
52,2257,False,0.7657785415649414,0.283026991218202
53,17892,True,0.9560840129852296,0.8784104611578831
53,16598,False,0.901108741760254,0.0
53,9734,False,0.9356775879859924,0.6859943405700353
54,6572,True,0.972013294696808,0.5988796144848786
54,2612,False,0.7809983491897583,0.0
54,649,False,0.949926495552063,0.5393598899705937
55,13865,False,0.0,0.0
55,12913,False,0.7926572561264038,0.4700873778960065
55,9191,False,0.783440113067627,0.0
56,21964,True,0.912545919418335,0.4072245901133854
56,21636,False,0.8895020484924316,0.0
56,9164,True,0.8689314723014832,0.3859164193260526
57,13302,True,0.966696321964264,0.7166498144294319
57,12464,False,0.6965437531471252,0.0
57,12060,False,0.925023913383484,0.5206817403344601
58,21406,False,0.8183079957962036,0.0
58,9328,False,0.9245166778564452,0.5721794101409778
58,5531,False,0.8616732954978943,0.5291958714065682
59,19658,False,0.727406919002533,0.0
59,7604,False,0.8005584478378296,0.3004812268107607
59,5585,False,0.7361958026885986,0.0
60,18198,False,0.723602831363678,0.0
60,17380,False,0.6921107769012451,0.3196013860502965
60,606,False,0.7021100521087646,0.3391993216020352
61,11091,False,0.8371012210845947,0.4387862045841156
61,6043,False,0.6759034395217896,0.3472369172517648
61,907,False,0.7010971903800964,0.0
62,19392,False,0.8447275161743164,0.4323919748258183
62,9668,False,0.8593524098396301,0.0
62,3955,False,0.7721168994903564,0.4785168003042052
63,19627,False,0.7422828674316406,0.2895450767013406
63,12675,False,0.6859194040298462,0.2830314630545016
63,10911,False,0.6482903361320496,0.0
64,18372,False,0.8542591333389282,0.5439433649162873
64,15314,False,0.860553503036499,0.0
64,8391,False,0.9628901481628418,0.7722362879205682
65,15087,False,0.88824063539505,0.0
65,11129,False,0.9887787103652954,0.6066876735910535
65,3882,False,0.9326361417770386,0.5217391304347826
66,9690,False,0.7746899724006653,0.4554385166235311
66,3670,False,0.7948529720306396,0.4406635872898061
66,3668,True,0.7878013849258423,0.0
67,20417,False,0.8128823041915894,0.0
67,14617,False,0.855583906173706,0.4079300508750567
67,12696,False,0.8630839586257935,0.4370956778314644
67,10669,False,0.8119974732398987,0.0
68,20446,False,0.6286168098449707,0.2861395998603915
