D1,D2,responses,s-weight,weight
1023,0,True,0.7828062176704407,0.4100772051409895
1022,0,False,0.691608190536499,0.3685138655950444
1020,0,False,0.6396528482437134,0.3663051160695799
134,0,False,0.6672071218490601,0.3807498052542948
1023,1,False,0.713373601436615,0.3189655172413793
1022,1,True,0.7638527750968933,0.3825932158198337
1020,1,False,0.6519898176193237,0.308583764566869
134,1,False,0.6614798903465271,0.333316329566988
953,2,False,0.7866316437721252,0.422963516213717
434,2,True,0.8768061399459839,0.6229443807375882
106,2,False,0.7321969866752625,0.4991881793638673
100,2,False,0.6563814282417297,0.0
785,3,False,0.534337043762207,0.2126309735815002
237,3,False,0.8210386037826538,0.429129973613051
214,3,True,0.7839476466178894,0.4250481744352781
97,3,False,0.5540192723274231,0.2215395102486845
434,4,False,0.719975471496582,0.3805211953235952
288,4,False,0.6221020817756653,0.0
160,4,True,0.8291702270507812,0.4557812774676309
106,4,False,0.6789527535438538,0.3819510642945919
861,5,False,0.6158068776130676,0.1990543682249499
860,5,False,0.6624104976654053,0.1985821152032165
851,5,False,0.4998565316200256,0.2120980750894287
825,5,True,0.8020771145820618,0.3815135130593676
776,6,True,0.7857699394226074,0.5037770938561197
392,6,False,0.649989128112793,0.2521533558747389
110,6,False,0.5804938077926636,0.0
94,6,False,0.6237765550613403,0.2528608687120868
968,7,False,0.0,0.0
746,7,False,0.0,0.0
377,7,True,0.7156218886375427,0.4297253749336515
284,7,False,0.0,0.1714198257421933
1023,8,False,0.6869661211967468,0.2956633523229351
1022,8,False,0.6692315340042114,0.3106303720986977
1020,8,True,0.7466156482696533,0.381567647648226
134,8,False,0.6827546954154968,0.3667935758026275
1023,9,False,0.7362754344940186,0.2834908720351548
1022,9,False,0.7448205947875977,0.2978416985906353
1020,9,False,0.7560898065567017,0.3273470625645967
134,9,True,0.8006414175033569,0.3907696215390476
1021,10,True,0.867696225643158,0.3241521662208532
1020,10,False,0.6182023286819458,0.0
953,10,False,0.6895082592964172,0.2819756774758113
134,10,False,0.6672099232673645,0.2725318374102193
1016,11,False,0.688093900680542,0.0
461,11,True,0.6600993275642395,0.274548510143673
365,11,False,0.5939304232597351,0.2686022098701854
344,11,False,0.6354858875274658,0.2399644523437286
638,12,False,0.0,0.1849421599030719
631,12,False,0.0,0.182162041392139
238,12,False,0.0,0.0
218,12,True,0.8291523456573486,0.5269954501092706
953,13,True,0.8782692551612854,0.522484343558121
434,13,False,0.7988048791885376,0.4911676848123292
106,13,False,0.6920250654220581,0.3847908882596477
100,13,False,0.6145385503768921,0.3707702011040107
1059,14,False,0.6811183094978333,0.2108185106778919
785,14,False,0.0,0.0
237,14,True,0.8026229739189148,0.327292683667803
214,14,False,0.769241988658905,0.2528781691270574
965,15,False,0.0,0.0
821,15,True,0.7437312602996826,0.410443189564449
402,15,False,0.0,0.2008858509225769
389,15,False,0.0,0.2013543541146662
448,16,False,0.414894700050354,0.0
238,16,False,0.0,0.1920244716127087
218,16,False,0.6075884699821472,0.2544662040152236
59,16,True,0.6251752376556396,0.2982632457138725
1075,17,True,0.776504397392273,0.3477708033444115
1016,17,False,0.567764937877655,0.0
461,17,False,0.5911051630973816,0.2936575303893008
344,17,False,0.5955934524536133,0.2943843627179676
1014,18,False,0.0,0.2400627184540154
227,18,False,0.5988494157791138,0.2274062142759288
99,18,True,0.7716753482818604,0.4613548495611835
89,18,False,0.7021984457969666,0.3308830831232086
1018,19,False,0.0,0.0
1017,19,False,0.3964159488677978,0.2068448101004672
