D1,D2,responses
1023,0,True
1022,0,Answer: False
1020,0,False
134,0,False
1023,1,"record 1: MSI Gaming GeForce GTX 1660 Super Ventus XS OC Edition 6GB GDDR6 Video Card - Gaming GeForce GTX 1660 Super Ventus XS OC Edition/ Triple DisplayPort Outputs, DVI-D And HDMI Compatibility/ Extended PWM Design And Thermal Protection Technology/ Factory Overclocked To 1835MHz Core Clocks / Boost Clock Of Up To 1975MHz, record 2: MSI Gaming GeForce GTX 1660 Super Ventus XS OC Edition 6GB GDDR6 Video Card - Gaming GeForce GTX 1660 Super Ventus XS OC Edition/ Triple DisplayPort Outputs, DVI-D And HDMI Compatibility"
1022,1,True
1020,1,False
134,1,False
953,2,True
434,2,True
106,2,False
100,2,False
785,3,False
237,3,True
214,3,True
97,3,Answer: False
434,4,False
288,4,False
160,4,True
106,4,False
861,5,False
860,5,False
851,5,False
825,5,False
776,6,Answer: True
392,6,Answer: False
110,6,False
94,6,False
968,7,False
746,7,False
377,7,Answer: True
284,7,False
1023,8,True
1022,8,False
1020,8,True
134,8,False
1023,9,True
1022,9,False
1020,9,False
134,9,True
1021,10,True
1020,10,record 1: Adobe InDesign CS6 - CC - Version 11
953,10,False
134,10,False
1016,11,Answer: False
461,11,Answer: True
365,11,True
344,11,False
638,12,False
631,12,False
238,12,False
218,12,Answer: True
953,13,True
434,13,False
106,13,False
100,13,False
1059,14,Answer: False
785,14,False
237,14,True
214,14,True
965,15,False
821,15,True
402,15,False
389,15,False
448,16,False
238,16,False
218,16,Answer: False
59,16,True
1075,17,Answer: True
1016,17,False
461,17,True
344,17,Answer: False
1014,18,"record 1: Logitech Wireless Touchpad K400 - 960-003428 Logitech Wireless Touchpad K400 - 960-003428/ Slim, Full-Size Design/ Multi-Device Pairing/ Compatible With Windows, Mac OS And Chrome OS/ No Need To Install Any Software On The Computer"
227,18,False
99,18,True
89,18,record 1: Nike Men's Flex 2016 Running Shoe - Volt/ Black-Metallic Glaze/ 9
1018,19,"record 1: Dell UltraSharp U2415H 24"" Full HD LED Monitor - S2415H UltraSharp U2415H 24"" Full HD LED Monitor - S2415H/ FHD (Full High Definition) Resolution/ In-Plane Switching (IPS) Technology/ Super Clear Coating For Wide Viewing Angles And Outstanding Color Accuracy/ Reduced Blue Light Emission For More Comfortable Viewing/ Eco Mode To Reduce Power Consumption By Up To 30%/ Portrait And Landscape Orientation"
1017,19,False
824,19,True
407,19,False
1014,20,False
598,20,False
99,20,True
89,20,True
151,21,False
96,21,False
32,21,"False, as the record descriptions refer to different Panasonic products"
25,21,True
1074,22,True
770,22,False
618,22,False
560,22,False
452,23,False
449,23,False
165,23,False
63,23,Answer: False
407,24,True
295,24,False
288,24,False
116,24,"Netgear RangeMax Wireless Access Point and Netgear ProSafe WG102 Wireless Access Point are both products of Netgear, and while they have some similarities such as encryption options, the specifications for each product differ"
778,25,False
407,25,record 1: Apple MacBook Pro - MQD32LL/A Apple MacBook Pro - MQD32LL/A/ 2
295,25,False
116,25,True
434,26,False
288,26,True
106,26,False
100,26,Answer: True
1030,27,False
128,27,True
127,27,Answer: True
5,27,False
658,28,False
657,28,False
128,28,True
127,28,True
584,29,False
192,29,False
138,29,False
126,29,True
217,30,False
138,30,"record 1: Logitech Harmony Elite Universal Remote Control and Home Automation Hub - 980-005383 Logitech Harmony Elite Universal Remote Control and Home Automation Hub - 980-005383/ Compatible With Over 275,00 Devices/ One-Touch Activity Buttons/ Includes Hub For Smart Home Control, record 2: Logitech Harmony Home Hub - 915-004652"
128,30,False
127,30,False
429,31,True
199,31,Answer: False
142,31,False
