,D1,D2,responses,weight
0,1023,0,True,0.4100772051409895
1,1022,0,False,0.3685138655950444
2,1020,0,False,0.3663051160695799
3,134,0,False,0.3807498052542948
4,1023,1,False,0.3189655172413793
5,1022,1,True,0.3825932158198337
6,1020,1,False,0.308583764566869
7,134,1,False,0.333316329566988
8,953,2,False,0.422963516213717
9,434,2,True,0.6229443807375882
10,106,2,False,0.4991881793638673
11,100,2,False,0.0
12,785,3,False,0.2126309735815002
13,237,3,True,0.429129973613051
14,214,3,False,0.4250481744352781
15,97,3,False,0.2215395102486845
16,434,4,False,0.3805211953235952
17,288,4,False,0.0
18,160,4,True,0.4557812774676309
19,106,4,False,0.3819510642945919
20,861,5,False,0.1990543682249499
21,860,5,False,0.1985821152032165
22,851,5,False,0.2120980750894287
23,825,5,True,0.3815135130593676
24,776,6,True,0.5037770938561197
25,392,6,False,0.2521533558747389
26,110,6,False,0.0
27,94,6,False,0.2528608687120868
28,968,7,False,0.0
29,746,7,False,0.0
30,377,7,True,0.4297253749336515
31,284,7,False,0.1714198257421933
32,1023,8,False,0.2956633523229351
33,1022,8,False,0.3106303720986977
34,1020,8,True,0.381567647648226
35,134,8,False,0.3667935758026275
36,1023,9,False,0.2834908720351548
37,1022,9,False,0.2978416985906353
38,1020,9,False,0.3273470625645967
39,134,9,True,0.3907696215390476
40,1021,10,True,0.3241521662208532
41,1020,10,False,0.0
42,953,10,False,0.2819756774758113
43,134,10,False,0.2725318374102193
44,1016,11,False,0.0
45,461,11,True,0.274548510143673
46,365,11,False,0.2686022098701854
47,344,11,False,0.2399644523437286
48,638,12,False,0.1849421599030719
49,631,12,False,0.182162041392139
50,238,12,False,0.0
51,218,12,True,0.5269954501092706
52,953,13,True,0.522484343558121
53,434,13,False,0.4911676848123292
54,106,13,False,0.3847908882596477
55,100,13,False,0.3707702011040107
56,1059,14,False,0.2108185106778919
57,785,14,False,0.0
58,237,14,False,0.327292683667803
59,214,14,True,0.2528781691270574
60,965,15,False,0.0
61,821,15,True,0.410443189564449
62,402,15,False,0.2008858509225769
63,389,15,False,0.2013543541146662
64,448,16,False,0.0
65,238,16,False,0.1920244716127087
66,218,16,False,0.2544662040152236
67,59,16,True,0.2982632457138725
68,1075,17,True,0.3477708033444115
69,1016,17,False,0.0
70,461,17,False,0.2936575303893008
71,344,17,False,0.2943843627179676
72,1014,18,False,0.2400627184540154
73,227,18,False,0.2274062142759288
74,99,18,True,0.4613548495611835
75,89,18,False,0.3308830831232086
76,1018,19,False,0.0
77,1017,19,False,0.2068448101004672
78,824,19,True,0.5310334807328143
79,407,19,False,0.2081568649467273
80,1014,20,False,0.2069554059145205
81,598,20,False,0.2175844552560732
82,99,20,False,0.404960331236558
83,89,20,True,0.322457239090453
84,151,21,False,0.0
85,96,21,False,0.0
86,32,21,False,0.0
87,25,21,True,0.5098127419345817
88,1074,22,True,0.3036145882229939
89,770,22,False,0.2718118354334003
90,618,22,False,0.2570893062302091
91,560,22,False,0.2752409412815901
92,452,23,False,0.224898506214583
93,449,23,False,0.2135660325668972
94,165,23,False,0.2536374135875348
95,63,23,True,0.4015567967271408
96,407,24,True,0.3824073332903737
97,295,24,False,0.2642490987816165
98,288,24,False,0.2642490987816165
99,116,24,False,0.3718124716931683
100,778,25,False,0.0
101,407,25,False,0.3167712687369985
102,295,25,False,0.0
103,116,25,True,0.4144312328399571
104,434,26,False,0.4022911406409067
105,288,26,False,0.3992236332928067
106,106,26,False,0.3492348658570746
107,100,26,True,0.4347919487158183
108,1030,27,False,0.0
109,128,27,False,0.4023398993836124
110,127,27,True,0.4202303194929033
111,5,27,False,0.2520075682159262
112,658,28,False,0.2144995680686874
113,657,28,False,0.2279057910729804
114,128,28,True,0.2889063522006401
115,127,28,False,0.2655425022718971
116,584,29,False,0.2738095238095238
117,192,29,False,0.2747252747252747
118,138,29,False,0.2349218433694394
119,126,29,True,0.4205183500475323
120,217,30,False,0.2881311824729372
121,138,30,True,0.314926029022481
122,128,30,False,0.2651650429449553
123,127,30,False,0.2769558547034986
124,429,31,True,0.5445789249811241
125,199,31,False,0.2398508059000617
126,142,31,False,0.0
