,D1,D2,responses,weight,s-weight
0,1023,0,True,0.4100772051409895,0.7828062176704407
1,1022,0,False,0.3685138655950444,0.691608190536499
2,1020,0,False,0.3663051160695799,0.6396528482437134
3,134,0,False,0.3807498052542948,0.6672071218490601
4,1023,1,False,0.3189655172413793,0.713373601436615
5,1022,1,True,0.3825932158198337,0.7638527750968933
6,1020,1,False,0.308583764566869,0.6519898176193237
7,134,1,False,0.333316329566988,0.6614798903465271
8,953,2,True,0.422963516213717,0.7866316437721252
9,434,2,True,0.6229443807375882,0.8768061399459839
10,106,2,False,0.4991881793638673,0.7321969866752625
11,100,2,False,0.0,0.6563814282417297
12,785,3,False,0.2126309735815002,0.534337043762207
13,237,3,False,0.429129973613051,0.8210386037826538
14,214,3,True,0.4250481744352781,0.7839476466178894
15,97,3,False,0.2215395102486845,0.5540192723274231
16,434,4,False,0.3805211953235952,0.719975471496582
17,288,4,False,0.0,0.6221020817756653
18,160,4,True,0.4557812774676309,0.8291702270507812
19,106,4,False,0.3819510642945919,0.6789527535438538
20,861,5,False,0.1990543682249499,0.6158068776130676
21,860,5,False,0.1985821152032165,0.6624104976654053
22,851,5,False,0.2120980750894287,0.4998565316200256
23,825,5,False,0.3815135130593676,0.8020771145820618
24,776,6,True,0.5037770938561197,0.7857699394226074
25,392,6,False,0.2521533558747389,0.649989128112793
26,110,6,False,0.0,0.5804938077926636
27,94,6,False,0.2528608687120868,0.6237765550613403
28,968,7,False,0.0,0.0
29,746,7,False,0.0,0.0
30,377,7,True,0.4297253749336515,0.7156218886375427
31,284,7,False,0.1714198257421933,0.0
32,1023,8,False,0.2956633523229351,0.6869661211967468
33,1022,8,False,0.3106303720986977,0.6692315340042114
34,1020,8,True,0.381567647648226,0.7466156482696533
35,134,8,False,0.3667935758026275,0.6827546954154968
36,1023,9,False,0.2834908720351548,0.7362754344940186
37,1022,9,False,0.2978416985906353,0.7448205947875977
38,1020,9,False,0.3273470625645967,0.7560898065567017
39,134,9,True,0.3907696215390476,0.8006414175033569
40,1021,10,True,0.3241521662208532,0.867696225643158
41,1020,10,False,0.0,0.6182023286819458
42,953,10,False,0.2819756774758113,0.6895082592964172
43,134,10,False,0.2725318374102193,0.6672099232673645
44,1016,11,False,0.0,0.688093900680542
45,461,11,True,0.274548510143673,0.6600993275642395
46,365,11,False,0.2686022098701854,0.5939304232597351
47,344,11,False,0.2399644523437286,0.6354858875274658
48,638,12,False,0.1849421599030719,0.0
49,631,12,False,0.182162041392139,0.0
50,238,12,False,0.0,0.0
51,218,12,True,0.5269954501092706,0.8291523456573486
52,953,13,True,0.522484343558121,0.8782692551612854
53,434,13,False,0.4911676848123292,0.7988048791885376
54,106,13,False,0.3847908882596477,0.6920250654220581
55,100,13,False,0.3707702011040107,0.6145385503768921
56,1059,14,False,0.2108185106778919,0.6811183094978333
57,785,14,False,0.0,0.0
58,237,14,True,0.327292683667803,0.8026229739189148
59,214,14,False,0.2528781691270574,0.769241988658905
60,965,15,False,0.0,0.0
61,821,15,True,0.410443189564449,0.7437312602996826
62,402,15,False,0.2008858509225769,0.0
63,389,15,False,0.2013543541146662,0.0
64,448,16,False,0.0,0.414894700050354
65,238,16,False,0.1920244716127087,0.0
66,218,16,False,0.2544662040152236,0.6075884699821472
67,59,16,True,0.2982632457138725,0.6251752376556396
68,1075,17,False,0.3477708033444115,0.776504397392273
69,1016,17,False,0.0,0.567764937877655
70,461,17,False,0.2936575303893008,0.5911051630973816
71,344,17,False,0.2943843627179676,0.5955934524536133
72,1014,18,False,0.2400627184540154,0.0
73,227,18,False,0.2274062142759288,0.5988494157791138
74,99,18,True,0.4613548495611835,0.7716753482818604
75,89,18,False,0.3308830831232086,0.7021984457969666
76,1018,19,False,0.0,0.0
77,1017,19,False,0.2068448101004672,0.3964159488677978
78,824,19,True,0.5310334807328143,0.8287580013275146
79,407,19,False,0.2081568649467273,0.0
80,1014,20,False,0.2069554059145205,0.0
81,598,20,False,0.2175844552560732,0.5363280773162842
82,99,20,False,0.404960331236558,0.6774240732192993
83,89,20,True,0.322457239090453,0.598453164100647
84,151,21,False,0.0,0.0
85,96,21,False,0.0,0.5531902313232422
86,32,21,False,0.0,0.0
87,25,21,True,0.5098127419345817,0.7583839893341064
88,1074,22,True,0.3036145882229939,0.8296691179275513
89,770,22,False,0.2718118354334003,0.5680306553840637
90,618,22,False,0.2570893062302091,0.0
91,560,22,False,0.2752409412815901,0.0
92,452,23,False,0.224898506214583,0.0
93,449,23,False,0.2135660325668972,0.0
94,165,23,False,0.2536374135875348,0.6313813328742981
95,63,23,True,0.4015567967271408,0.6248427629470825
96,407,24,True,0.3824073332903737,0.7543364763259888
97,295,24,False,0.2642490987816165,0.6771063804626465
98,288,24,False,0.2642490987816165,0.4766443967819214
99,116,24,False,0.3718124716931683,0.7110544443130493
100,778,25,False,0.0,0.4287036061286926
101,407,25,False,0.3167712687369985,0.6514605283737183
102,295,25,False,0.0,0.537768542766571
103,116,25,True,0.4144312328399571,0.7404458522796631
104,434,26,False,0.4022911406409067,0.7230895757675171
105,288,26,False,0.3992236332928067,0.7788940668106079
106,106,26,False,0.3492348658570746,0.6478588581085205
107,100,26,True,0.4347919487158183,0.8034623861312866
108,1030,27,False,0.0,0.0
109,128,27,True,0.4023398993836124,0.6683498024940491
110,127,27,True,0.4202303194929033,0.6499035954475403
111,5,27,False,0.2520075682159262,0.0
112,658,28,False,0.2144995680686874,0.4049161076545715
113,657,28,False,0.2279057910729804,0.4389453530311584
114,128,28,True,0.2889063522006401,0.6063798666000366
115,127,28,True,0.2655425022718971,0.6546192169189453
116,584,29,False,0.2738095238095238,0.3969077169895172
117,192,29,False,0.2747252747252747,0.3697558343410492
118,138,29,False,0.2349218433694394,0.4775256216526031
119,126,29,True,0.4205183500475323,0.5628272891044617
120,217,30,False,0.2881311824729372,0.6635223031044006
121,138,30,True,0.314926029022481,0.6574244499206543
122,128,30,False,0.2651650429449553,0.4914171099662781
123,127,30,False,0.2769558547034986,0.5408485531806946
124,429,31,True,0.5445789249811241,0.7505882978439331
125,199,31,False,0.2398508059000617,0.0
126,142,31,False,0.0,0.0
127,112,31,False,0.1764461683101463,0.4514707028865814
128,287,32,False,0.0,0.0
129,252,32,False,0.2264554068289191,0.3425601720809936
130,165,32,True,0.3685486885448595,0.6983532905578613
131,8,32,False,0.1601281538050871,0.3842333555221557
132,752,33,False,0.284013106919127,0.712608814239502
133,252,33,False,0.2647002553182805,0.7369502782821655
134,40,33,False,0.2792737751408445,0.0
135,2,33,True,0.3322969539982234,0.693985104560852
136,329,34,False,0.0,0.5867262482643127
137,145,34,False,0.2806416281000464,0.6296956539154053
138,32,34,False,0.3291402943021916,0.6927186250686646
139,11,34,False,0.3178080226130759,0.591538667678833
140,329,35,False,0.2613243159877467,0.615058183670044
141,145,35,False,0.0,0.6704856753349304
142,32,35,False,0.3155790929932244,0.6772329807281494
143,11,35,True,0.3286394031162684,0.6462695598602295
144,417,36,False,0.3630763239452583,0.7146003246307373
145,416,36,False,0.345679012345679,0.6754317283630371
146,173,36,False,0.0,0.6002061367034912
147,34,36,False,0.3260323185730148,0.701526939868927
148,640,37,False,0.0,0.6024993062019348
149,639,37,False,0.191313383057696,0.6471904516220093
150,638,37,False,0.2177444853213008,0.5658129453659058
151,8,37,True,0.4375949744936837,0.8073380589485168
152,1052,38,False,0.0,0.5579969882965088
153,237,38,False,0.2164711874643241,0.5506815910339355
154,214,38,False,0.2391643844315792,0.5747740268707275
155,97,38,True,0.430356388516199,0.8124895095825195
156,1051,39,False,0.2447305623095371,0.0
157,756,39,False,0.0,0.0
158,20,39,True,0.4182448204183509,0.8366260528564453
159,19,39,True,0.4244149986593254,0.8561871647834778
160,339,40,False,0.2660604644587884,0.0
161,289,40,False,0.0,0.0
162,20,40,True,0.4612204941506549,0.8674687147140503
163,19,40,True,0.4774577286598441,0.8691810369491577
164,164,41,False,0.2381276386176845,0.0
165,30,41,False,0.3898025144701256,0.7894056439399719
166,29,41,False,0.3373635995795049,0.784993052482605
167,28,41,False,0.2350231974447823,0.6229989528656006
168,399,42,False,0.2761896979732069,0.6226724982261658
169,65,42,False,0.2709244556351589,0.5190439224243164
170,64,42,False,0.2658913649171062,0.488220751285553
171,24,42,True,0.5468444766180682,0.790092945098877
172,634,43,False,0.2348944158656857,0.0
173,30,43,False,0.3364196559430789,0.716267466545105
174,29,43,False,0.3850619702106787,0.7356923818588257
175,1,43,False,0.2408026835542554,0.5117079615592957
176,256,44,False,0.0,0.0
177,25,44,False,0.0,0.0
178,15,44,False,0.2156221730085324,0.7455786466598511
179,14,44,True,0.2727723627949905,0.7937009334564209
180,686,45,False,0.2467398551931172,0.7374147772789001
181,585,45,False,0.2524273079627353,0.6953521370887756
182,171,45,True,0.3118107804956211,0.7078772783279419
183,118,45,False,0.2885415814372625,0.6570912599563599
184,359,46,False,0.0,0.7119551301002502
185,115,46,True,0.417118263622719,0.7803076505661011
186,62,46,False,0.4239699874481524,0.78313148021698
187,60,46,False,0.4210759605332594,0.7573821544647217
188,114,47,False,0.2879677494179967,0.659315824508667
189,28,47,False,0.2815164533091528,0.7535539865493774
190,27,47,True,0.3602216738819633,0.7969740629196167
191,19,47,False,0.268452428509859,0.7284919619560242
192,114,48,False,0.2542709597188328,0.6019178032875061
193,60,48,False,0.2791828104010507,0.0
194,28,48,True,0.3728618512189204,0.8102511167526245
195,27,48,False,0.287289059458585,0.7376773357391357
196,659,49,False,0.0,0.0
197,658,49,False,0.1933472978091327,0.0
198,657,49,False,0.1657262552649709,0.0
199,88,49,True,0.4451374439923029,0.7770602107048035
200,400,50,False,0.2749722824169028,0.5541520118713379
201,329,50,False,0.3072098308718843,0.5699422359466553
202,190,50,False,0.2778730866767147,0.507544219493866
203,32,50,True,0.4405519509721599,0.6605406403541565
204,760,51,False,0.4103266679353057,0.7611477375030518
205,429,51,False,0.4106018686539196,0.5147514343261719
206,112,51,True,0.4708030310279082,0.8761059045791626
207,82,51,False,0.3260048932937648,0.700215756893158
208,115,52,True,0.4532294344675804,0.8022280335426331
209,87,52,False,0.3932833437847003,0.7533401846885681
210,62,52,False,0.3992510881134725,0.780392050743103
211,60,52,False,0.3965257928590721,0.7228947877883911
212,572,53,True,0.2645751311064591,0.6857075691223145
213,150,53,False,0.2293322188572845,0.6513826847076416
214,50,53,False,0.1690308509457033,0.0
215,0,53,True,0.3322158137999688,0.8376539945602417
216,731,54,False,0.2812401912916077,0.5364626049995422
217,692,54,False,0.2615130164079025,0.6974356770515442
218,609,54,True,0.303130353950246,0.67393559217453
219,40,54,True,0.4265953837936685,0.7005805373191833
220,1042,55,False,0.2225495492846311,0.578175961971283
221,170,55,False,0.1983900213798324,0.5785573720932007
