D1,D2,responses,s-weight
1023,0,True,0.7828062176704407
1022,0,False,0.691608190536499
1020,0,False,0.6396528482437134
134,0,False,0.6672071218490601
1023,1,False,0.713373601436615
1022,1,True,0.7638527750968933
1020,1,False,0.6519898176193237
134,1,False,0.6614798903465271
953,2,False,0.7866316437721252
434,2,True,0.8768061399459839
106,2,False,0.7321969866752625
100,2,False,0.6563814282417297
785,3,False,0.534337043762207
237,3,False,0.8210386037826538
214,3,True,0.7839476466178894
97,3,False,0.5540192723274231
434,4,False,0.719975471496582
288,4,False,0.6221020817756653
160,4,True,0.8291702270507812
106,4,False,0.6789527535438538
861,5,False,0.6158068776130676
860,5,False,0.6624104976654053
851,5,False,0.4998565316200256
825,5,True,0.8020771145820618
776,6,True,0.7857699394226074
392,6,False,0.649989128112793
110,6,False,0.5804938077926636
94,6,False,0.6237765550613403
968,7,False,0.0
746,7,False,0.0
377,7,True,0.7156218886375427
284,7,False,0.0
1023,8,False,0.6869661211967468
1022,8,False,0.6692315340042114
1020,8,True,0.7466156482696533
134,8,False,0.6827546954154968
1023,9,False,0.7362754344940186
1022,9,False,0.7448205947875977
1020,9,False,0.7560898065567017
134,9,True,0.8006414175033569
1021,10,True,0.867696225643158
1020,10,False,0.6182023286819458
953,10,False,0.6895082592964172
134,10,False,0.6672099232673645
1016,11,False,0.688093900680542
461,11,True,0.6600993275642395
365,11,False,0.5939304232597351
344,11,False,0.6354858875274658
638,12,False,0.0
631,12,False,0.0
238,12,False,0.0
218,12,True,0.8291523456573486
953,13,True,0.8782692551612854
434,13,False,0.7988048791885376
106,13,False,0.6920250654220581
100,13,False,0.6145385503768921
1059,14,False,0.6811183094978333
785,14,False,0.0
237,14,True,0.8026229739189148
214,14,False,0.769241988658905
965,15,False,0.0
821,15,True,0.7437312602996826
402,15,False,0.0
389,15,False,0.0
448,16,False,0.414894700050354
238,16,False,0.0
218,16,False,0.6075884699821472
59,16,True,0.6251752376556396
1075,17,True,0.776504397392273
1016,17,False,0.567764937877655
461,17,False,0.5911051630973816
344,17,False,0.5955934524536133
1014,18,False,0.0
227,18,False,0.5988494157791138
99,18,True,0.7716753482818604
89,18,False,0.7021984457969666
1018,19,False,0.0
1017,19,False,0.3964159488677978
824,19,True,0.8287580013275146
407,19,False,0.0
1014,20,False,0.0
598,20,False,0.5363280773162842
99,20,False,0.6774240732192993
89,20,True,0.598453164100647
151,21,False,0.0
96,21,False,0.5531902313232422
32,21,False,0.0
25,21,True,0.7583839893341064
1074,22,True,0.8296691179275513
770,22,False,0.5680306553840637
618,22,False,0.0
560,22,False,0.0
452,23,False,0.0
449,23,False,0.0
165,23,False,0.6313813328742981
63,23,True,0.6248427629470825
407,24,True,0.7543364763259888
295,24,False,0.6771063804626465
288,24,False,0.4766443967819214
116,24,False,0.7110544443130493
778,25,False,0.4287036061286926
407,25,False,0.6514605283737183
295,25,False,0.537768542766571
116,25,True,0.7404458522796631
434,26,False,0.7230895757675171
288,26,False,0.7788940668106079
106,26,False,0.6478588581085205
100,26,True,0.8034623861312866
1030,27,False,0.0
128,27,True,0.6683498024940491
127,27,False,0.6499035954475403
