2,5
1,5
5,6
8,10
54,139
183,201
59,274
2,344
493,498
4,503
72,595
274,634
59,634
283,654
365,737
636,837
839,908
100,920
737,980
365,980
362,1021
719,1028
447,1041
551,1053
234,1076
695,1079
355,1108
892,1113
592,1164
334,1169
604,1245
1053,1310
551,1310
711,1354
311,1396
506,1405
1083,1432
618,1489
343,1490
574,1513
960,1515
741,1544
783,1574
1076,1598
234,1598
1504,1604
1121,1643
315,1679
617,1692
594,1725
270,1737
458,1738
1046,1744
257,1749
764,1756
182,1778
1492,1817
1616,1822
272,1832
808,1842
1422,1845
79,1865
1507,1883
985,1895
1824,1902
1396,1930
311,1930
1286,1931
1468,1936
510,1948
256,1949
1858,1964
1692,1981
617,1981
605,1982
301,2007
1550,2034
400,2043
1647,2046
482,2054
930,2064
979,2092
1562,2107
544,2109
1455,2137
1629,2139
1803,2147
1214,2149
105,2164
1489,2183
618,2183
1553,2192
2191,2196
1852,2207
941,2216
685,2244
2230,2282
2163,2285
1409,2303
1650,2325
1912,2340
928,2344
684,2350
755,2352
1129,2415
1978,2424
934,2452
1718,2471
1022,2482
1800,2493
1949,2496
256,2496
2024,2502
1508,2504
1732,2508
1693,2510
1199,2526
555,2542
715,2553
2282,2554
2230,2554
2021,2561
1528,2564
2244,2581
685,2581
2233,2599
2062,2617
1709,2622
2030,2629
522,2637
2257,2644
1907,2658
2540,2669
1895,2697
985,2697
219,2714
1370,2719
114,2730
1964,2744
1858,2744
2643,2747
231,2759
1057,2770
1511,2777
2740,2780
1612,2782
2341,2792
134,2826
882,2833
1359,2852
2232,2857
867,2858
2440,2863
2394,2876
1734,2886
733,2893
876,2930
203,2956
2855,2963
284,2967
2613,2969
2323,2970
1597,2973
110,2985
1522,2988
2458,2994
2047,3004
1937,3011
2014,3013
2984,3038
428,3070
1112,3087
2152,3089
1222,3090
870,3091
2251,3099
89,3102
1778,3109
182,3109
1868,3112
2918,3116
1601,3124
1257,3145
1082,3155
410,3157
1028,3159
2917,3167
3174,3188
2569,3194
463,3222
2243,3234
1299,3240
649,3252
727,3259
1594,3266
2463,3275
3045,3285
1549,3288
3000,3289
718,3304
1919,3308
3257,3380
2952,3392
888,3394
285,3397
2263,3404
866,3424
56,3434
757,3446
3347,3459
564,3464
3048,3471
1004,3482
3431,3486
2620,3496
3476,3508
1832,3510
272,3510
3373,3515
1675,3540
3156,3542
3065,3544
190,3554
2189,3569
1538,3595
2600,3603
151,3614
330,3616
2529,3628
2054,3630
482,3630
84,3633
308,3647
999,3665
1296,3675
1298,3679
3137,3680
124,3692
1256,3697
1916,3705
7,3720
1823,3724
207,3736
1110,3751
3229,3763
22,3780
3109,3781
1778,3781
182,3781
1117,3786
3556,3789
60,3790
1588,3793
2459,3802
830,3817
3774,3840
1125,3841
295,3860
1554,3863
1535,3868
342,3878
654,3880
283,3880
3362,3884
3021,3894
436,3899
3371,3902
2526,3903
1199,3903
3299,3918
3245,3921
2767,3922
721,3926
3266,3936
1594,3936
1386,3948
65,3949
3259,3960
727,3960
276,3963
389,3968
3056,3988
3561,3992
2813,3993
1287,4004
2411,4015
11,4021
3130,4026
1407,4042
1029,4054
804,4057
3723,4061
3931,4064
3243,4071
416,4085
591,4089
282,4095
371,4100
3677,4102
1664,4114
3205,4115
2143,4126
2876,4135
2394,4135
2238,4140
68,4141
319,4145
2598,4150
1227,4153
2259,4155
1682,4166
2147,4168
1803,4168
2473,4179
2199,4183
2378,4186
1365,4189
1776,4190
331,4192
4020,4194
3420,4195
1537,4225
1779,4232
1843,4242
3482,4257
1004,4257
3509,4267
1928,4304
4133,4309
3672,4311
2445,4329
472,4330
1304,4338
1897,4348
1883,4351
1507,4351
199,4372
914,4381
868,4399
3167,4407
2917,4407
1623,4409
327,4414
1274,4417
1118,4422
4203,4432
227,4441
1676,4443
4031,4451
2348,4462
2695,4468
2650,4475
2416,4476
3252,4480
649,4480
2590,4491
395,4500
4435,4527
4490,4537
1740,4551
3615,4552
921,4553
896,4574
1461,4579
4493,4582
2207,4586
1852,4586
3096,4588
1070,4601
2699,4607
2975,4608
1131,4618
4242,4628
1843,4628
1729,4637
2681,4649
4171,4653
3248,4663
3019,4668
3837,4678
32,4692
3208,4700
3331,4705
1432,4722
1083,4722
3551,4730
3345,4733
2573,4742
2203,4744
2506,4748
4715,4768
1993,4774
3558,4784
2349,4785
1348,4788
1395,4791
67,4794
2545,4796
822,4810
1272,4818
3631,4820
2826,4823
134,4823
829,4831
524,4832
418,4833
2752,4841
4075,4851
3560,4855
1019,4866
2716,4872
1092,4878
4354,4885
3746,4902
1457,4911
3116,4935
2918,4935
2322,4937
3474,4941
4937,4945
2322,4945
3035,4946
547,4947
433,4958
2303,4977
1409,4977
2403,4979
1844,4984
1421,4987
2401,4988
3595,4992
1538,4992
4527,4994
4435,4994
2279,5003
1690,5009
1243,5015
4259,5029
1418,5038
3815,5044
2388,5045
2823,5046
4304,5052
1928,5052
885,5056
297,5057
4131,5064
2798,5065
613,5083
3119,5086
2408,5090
1822,5092
1616,5092
3979,5097
323,5099
3092,5107
2782,5116
1612,5116
4841,5118
2752,5118
2071,5120
3908,5122
792,5127
1589,5130
1523,5138
3826,5141
3217,5151
490,5152
3836,5154
2098,5155
4274,5157
992,5160
1654,5165
4422,5172
1118,5172
1099,5205
809,5213
3651,5215
4793,5234
3124,5243
1601,5243
2117,5246
201,5249
183,5249
5001,5251
805,5253
4723,5254
2220,5275
3537,5280
3108,5290
2103,5291
4577,5295
5077,5298
2829,5302
247,5303
3439,5312
3863,5318
1554,5318
3200,5327
2369,5328
2692,5332
129,5337
5198,5350
2481,5353
2363,5358
1840,5361
4960,5362
3488,5366
1305,5367
1769,5375
1501,5378
1201,5379
4286,5381
4770,5388
4553,5394
921,5394
1130,5395
1133,5397
736,5405
2714,5419
219,5419
3611,5436
3599,5442
2622,5445
1709,5445
4733,5451
3345,5451
454,5454
220,5462
5034,5465
852,5468
1345,5481
2998,5491
4016,5492
3082,5505
1953,5513
1462,5523
4122,5538
1168,5548
2629,5558
2030,5558
991,5561
2465,5577
1516,5586
1467,5591
4823,5615
2826,5615
134,5615
3531,5618
3492,5630
5244,5637
3052,5644
4260,5653
838,5659
1321,5668
2100,5672
268,5678
1273,5683
643,5711
4971,5712
3638,5713
1842,5714
808,5714
1899,5716
4697,5720
2167,5724
566,5748
3147,5753
2977,5759
2818,5759
3921,5762
3245,5762
2560,5770
5623,5787
3996,5795
4059,5797
5748,5807
566,5807
702,5824
497,5825
3340,5834
1213,5850
2225,5856
4811,5861
251,5862
746,5863
691,5867
2058,5880
2162,5883
4641,5888
2182,5895
3210,5902
897,5905
3361,5907
5302,5910
2829,5910
1925,5916
353,5917
4249,5919
1640,5924
5629,5926
408,5933
3422,5935
1155,5950
4820,5964
3631,5964
3943,5972
5279,5973
111,5974
3829,5979
3516,5994
5296,6003
1609,6034
5677,6035
2028,6036
2626,6042
3,6066
376,6071
619,6074
5850,6082
1213,6082
682,6088
1777,6090
3242,6091
2417,6098
5200,6101
3148,6102
800,6105
4848,6107
4210,6115
5488,6122
5152,6125
490,6125
1433,6143
1713,6154
4328,6155
2597,6157
1555,6159
5046,6160
2823,6160
3034,6171
2943,6186
813,6191
3264,6196
4846,6197
3845,6203
1712,6214
2223,6220
4330,6223
472,6223
4183,6226
2199,6226
5242,6227
4396,6237
2430,6238
1339,6238
5504,6249
1139,6252
1737,6256
270,6256
4638,6257
5555,6264
5741,6265
5203,6267
4604,6294
4927,6299
2381,6300
2471,6310
1718,6310
3809,6313
5151,6322
5849,6323
5548,6330
1168,6330
1191,6339
6098,6342
2417,6342
1563,6357
6105,6371
800,6371
1825,6373
4127,6375
2183,6382
1489,6382
618,6382
1178,6387
4407,6389
3167,6389
2917,6389
1017,6391
3050,6392
5332,6395
2692,6395
4925,6404
3418,6406
6206,6412
5263,6414
3894,6419
3021,6419
6092,6425
3038,6427
2984,6427
4291,6432
4467,6435
3724,6438
1823,6438
3402,6439
4381,6446
914,6446
477,6460
5883,6469
2162,6469
2565,6470
2546,6475
1285,6477
790,6478
4088,6480
3155,6486
1082,6486
4757,6491
5941,6505
1279,6506
2312,6507
2531,6508
4979,6521
2403,6521
4001,6531
595,6535
72,6535
2283,6545
2488,6548
1239,6549
1020,6568
2671,6576
1820,6580
1152,6583
6479,6585
2092,6586
979,6586
2229,6589
1459,6602
759,6613
3255,6625
706,6626
5231,6627
5762,6628
3921,6628
3245,6628
815,6631
5610,6633
4305,6634
3301,6637
3081,6642
1956,6647
1318,6657
5340,6663
3502,6665
2894,6667
4858,6669
1063,6678
1047,6690
4340,6691
5334,6694
1248,6696
3756,6702
88,6703
3323,6708
6302,6713
3128,6720
5637,6722
5244,6722
2698,6727
1005,6728
6230,6730
2511,6733
5275,6737
2220,6737
2956,6742
203,6742
2832,6744
1151,6746
3950,6751
3813,6752
4112,6756
638,6757
4370,6769
6468,6771
2928,6773
5405,6778
736,6778
6339,6785
1191,6785
603,6788
6610,6790
796,6795
4089,6801
591,6801
2878,6810
3304,6811
718,6811
4455,6812
3915,6817
3538,6819
1671,6825
6048,6828
5465,6834
5034,6834
5097,6841
3979,6841
4824,6846
6204,6848
5024,6852
95,6858
2852,6861
1359,6861
5847,6870
4832,6872
524,6872
3642,6875
6026,6876
549,6877
2577,6881
6037,6883
3374,6887
3028,6898
1383,6900
6002,6903
1258,6906
1872,6909
3471,6912
3048,6912
6423,6917
3261,6926
869,6927
6727,6936
2698,6936
5012,6939
5756,6940
6508,6952
2531,6952
1050,6954
1967,6957
4475,6960
2650,6960
849,6971
359,6975
3464,6989
564,6989
683,7001
3079,7007
2226,7009
3330,7011
4603,7014
4284,7026
1090,7029
2776,7040
6301,7047
5888,7048
4641,7048
4994,7068
4527,7068
4435,7068
6305,7069
5770,7070
2560,7070
2566,7074
5836,7077
3401,7077
4984,7092
1844,7092
217,7094
6111,7095
6289,7107
4772,7109
3737,7110
2523,7114
6164,7126
5873,7129
3139,7132
5325,7144
5223,7156
5716,7157
1899,7157
1065,7165
6730,7173
2996,7175
5804,7180
2399,7189
2608,7190
6843,7192
2495,7197
4177,7203
2222,7204
1649,7205
3937,7210
899,7217
4372,7234
199,7234
2821,7240
4847,7243
6924,7245
3860,7247
295,7247
4320,7253
4347,7262
5547,7270
6881,7272
2577,7272
3226,7279
2141,7279
6043,7281
6127,7283
5658,7283
5462,7287
220,7287
6463,7291
877,7298
4888,7308
666,7335
3288,7343
1549,7343
3247,7344
819,7348
378,7362
5877,7367
6491,7371
4757,7371
3404,7377
