,D1,D2,responses,weight
0,0,2287,True,0.01
1,2,4592,True,0.01
2,4,2465,False,0.01
3,8,5581,False,0.01
4,8,5547,True,0.01
5,9,3942,False,0.01
6,9,5484,False,0.01
7,11,1730,False,0.01
8,11,127,False,0.01
9,14,1341,False,0.01
10,14,2407,False,0.01
11,14,3733,False,0.01
12,14,4965,False,0.01
13,16,5113,True,0.01
14,17,7721,True,0.01
15,17,4632,False,0.01
16,17,3113,False,0.01
17,17,5796,False,0.01
18,17,7777,False,0.01
19,19,5483,False,0.01
20,19,1910,True,0.01
21,19,4001,False,0.01
22,20,7386,False,0.01
23,20,6186,False,0.01
24,21,1076,True,0.01
25,22,733,True,0.01
26,28,7780,False,0.01
27,28,1696,False,0.01
28,28,502,False,0.01
29,29,1328,True,0.01
30,29,6236,False,0.01
31,31,3168,True,0.01
32,31,4316,False,0.01
33,31,6586,False,0.01
34,35,7111,False,0.01
35,35,5096,False,0.01
36,35,5396,False,0.01
37,35,6570,False,0.01
38,35,2014,True,0.01
39,36,7736,True,0.01
40,40,7801,False,0.01
41,41,6067,True,0.01
42,42,340,True,0.01
43,45,4182,False,0.01
44,45,1835,True,0.01
45,50,1481,True,0.01
46,50,2577,False,0.01
47,52,696,False,0.01
48,56,2407,False,0.01
49,56,4965,False,0.01
50,56,3914,False,0.01
51,56,7497,False,0.01
52,57,3003,False,0.01
53,57,7615,False,0.01
54,57,6401,False,0.01
55,58,5543,False,0.01
56,58,1012,False,0.01
57,61,4589,False,0.01
58,64,958,True,0.01
59,64,1037,False,0.01
60,67,6589,False,0.01
61,67,5785,False,0.01
62,67,2306,True,0.01
63,68,787,True,0.01
64,68,3399,False,0.01
65,68,3357,False,0.01
66,68,7457,False,0.01
67,69,2651,True,0.01
68,69,5175,False,0.01
69,69,6470,False,0.01
70,71,4713,False,0.02
71,71,3552,True,0.01
72,71,5827,False,0.02
73,72,4254,False,0.01
74,75,1833,False,0.01
75,76,5044,True,0.01
76,76,3638,False,0.01
77,78,6029,False,0.01
78,78,4494,False,0.01
79,78,1104,True,0.01
80,79,3583,False,0.01
81,79,4028,True,0.01
82,80,1102,False,0.01
83,80,1721,False,0.01
84,80,7785,False,0.01
85,80,302,True,0.01
86,83,232,False,0.01
87,83,907,True,0.01
88,83,1929,False,0.01
89,87,3519,False,0.01
90,89,7772,False,0.01
91,89,3912,True,0.01
92,91,7213,False,0.01
93,93,5723,False,0.01
94,93,5922,False,0.01
95,93,6893,False,0.01
96,93,5097,True,0.01
97,94,7020,True,0.03
98,94,777,False,0.01
99,96,6555,True,0.01
100,97,976,True,0.01
101,97,5652,False,0.01
102,98,7364,False,0.01
103,98,6358,True,0.01
104,105,1208,True,0.01
105,109,1125,False,0.01
106,111,5167,True,0.01
107,114,183,True,0.01
108,115,5954,False,0.01
109,117,6739,True,0.01
110,118,244,True,0.01
111,122,449,False,0.01
112,122,1390,True,0.01
113,125,2776,False,0.01
114,125,1712,False,0.01
115,125,1523,False,0.01
116,125,2005,False,0.01
117,128,3285,True,0.01
118,132,5607,False,0.01
119,137,7487,False,0.04
120,140,1811,False,0.01
121,141,1976,False,0.01
122,141,2231,True,0.01
123,141,421,False,0.01
124,148,1246,True,0.01
125,148,128,False,0.01
126,150,6506,False,0.01
127,150,4967,True,0.01
128,152,5107,False,0.01
129,153,6701,False,0.01
130,153,1285,True,0.01
131,154,2903,True,0.01
132,157,5736,False,0.01
133,157,569,True,0.01
134,160,3668,False,0.01
135,160,6317,False,0.01
136,160,3736,False,0.01
137,161,7602,True,0.01
138,162,5550,False,0.02
139,162,7223,False,0.02
140,164,165,True,0.01
