,D1,D2,responses,weight,s-weight
0,3333,0,True,0.6048147367590061,0.5516318678855896
1,977,2,True,0.189206465951856,0.6431147456169128
2,591,3,False,0.0,0.0
3,2260,4,False,0.675,0.7267661690711975
4,1607,5,True,0.363696483726654,0.6926918029785156
5,74,6,False,0.2760262237369417,0.6365444660186768
6,1739,7,True,0.7547169811320755,0.8130283951759338
7,690,8,True,0.2613641051214193,0.4873189628124237
8,4612,9,False,0.0,0.5355453491210938
9,3609,9,False,0.0,0.5615027546882629
10,2881,10,False,0.0,0.5088469982147217
11,2508,11,False,0.0,0.512009859085083
12,4725,11,False,0.4403855060505443,0.4402156770229339
13,3135,12,True,0.511207720338155,0.7080894112586975
14,3400,13,False,0.0,0.0
15,4920,14,False,0.1426608309104371,0.0
16,1448,15,False,0.0,0.0
17,3711,16,False,0.0,0.4624575972557068
18,3153,17,False,0.0,0.5337831377983093
19,1174,17,False,0.0,0.0
20,895,17,False,0.0,0.5226066708564758
21,1214,18,False,0.0,0.5492278337478638
22,4393,19,False,0.0,0.0
23,4420,20,True,0.6871842709362768,0.8268542289733887
24,3549,21,False,0.3441236008058426,0.4714507460594177
25,1123,22,False,0.0,0.0
26,1360,23,False,0.0,0.5440758466720581
27,2971,24,True,0.5180191265905408,0.7427478432655334
28,4547,25,False,0.0,0.8250794410705566
29,3939,26,False,0.0,0.0
30,1714,27,True,0.4447495899966607,0.7102834582328796
31,968,28,True,0.5237849266164972,0.7136503458023071
32,481,29,True,0.4119207628409106,0.5902588367462158
33,2887,30,False,0.0,0.5567136406898499
34,2016,31,False,0.0,0.0
35,1492,32,True,0.6014167670256413,0.6906804442405701
36,1056,33,False,0.0,0.0
37,2652,34,False,0.0,0.5954566597938538
38,959,35,False,0.0,0.0
39,294,36,False,0.227866357593825,0.4787548184394836
40,2574,37,True,0.75,0.8432254791259766
41,273,38,False,0.2606430175713434,0.5381629467010498
42,3499,39,True,0.7719298245614035,0.8053353428840637
43,2673,40,True,0.6067798762169179,0.8621240258216858
44,138,41,True,0.73729610537109,0.8456442356109619
45,2225,42,False,0.0,0.0
46,3092,43,False,0.0,0.6774252653121948
