D1,D2,responses
1023,0,True
1022,0,False
1020,0,False
134,0,False
1023,1,False
1022,1,Answer: True
1020,1,False
134,1,False
953,2,True
434,2,Answer: True
106,2,False
100,2,False
785,3,False
237,3,False
214,3,True
97,3,False
434,4,False
288,4,False
160,4,Answer: True
106,4,False
861,5,False
860,5,False
851,5,False
825,5,Answer: False
776,6,True
392,6,True
110,6,False
94,6,False
968,7,Answer: False
746,7,False
377,7,Answer: True
284,7,False
1023,8,False
1022,8,False
1020,8,Answer: True
134,8,False
1023,9,False
1022,9,False
1020,9,False
134,9,Answer: True
1021,10,True
1020,10,False
953,10,False
134,10,False
1016,11,False
461,11,Answer: True
365,11,False
344,11,False
638,12,False
631,12,False
238,12,False
218,12,Answer: True
953,13,Answer: True
434,13,False
106,13,False
100,13,False
1059,14,False
785,14,False
237,14,True
214,14,False
965,15,False
821,15,Answer: False
402,15,Answer: False
389,15,False
448,16,False
238,16,False
218,16,False
59,16,"Both records refer to the same Belkin product, so the answer is True"
1075,17,record 1: Intel Core i7-8700K 6-Core 3
1016,17,Answer: False
461,17,True
344,17,record 1: Belkin N Wireless Dual Band Router (N300 DB) - F9D1302v1 Belkin N Wireless Dual Band Router (N300 DB) - F9D1302v1/ 802
1014,18,Answer: False
227,18,False
99,18,True
89,18,True
1018,19,False
1017,19,False
824,19,True
407,19,False
1014,20,False
598,20,False
99,20,True
89,20,True
151,21,Answer: False
96,21,False
32,21,False
25,21,Answer: True
1074,22,True
770,22,False
618,22,False
560,22,False
452,23,False
449,23,False
165,23,False
63,23,False
407,24,True
295,24,False
288,24,False
116,24,False
778,25,False
407,25,Answer: False
295,25,Answer: False
116,25,Answer: True
434,26,False
288,26,Answer: False
106,26,False
100,26,Answer: True
1030,27,False
128,27,True
127,27,True
5,27,False
658,28,False
657,28,False
128,28,True
127,28,True
584,29,False
192,29,False
138,29,False
126,29,True
217,30,False
138,30,False
128,30,False
127,30,False
429,31,Answer: True
199,31,False
142,31,False
112,31,False
287,32,False
252,32,False
165,32,True
8,32,False
752,33,False
252,33,False
40,33,False
2,33,Answer: True
329,34,False
145,34,Answer: False
32,34,False
11,34,Answer: False
329,35,Answer: False
145,35,Answer: False
32,35,False
11,35,True
417,36,False
416,36,False
173,36,False
34,36,True
640,37,Answer: False
639,37,Answer: False
638,37,False
8,37,False
1052,38,False
237,38,False
214,38,False
97,38,Answer: True
1051,39,False
756,39,False
20,39,"record 1: Nike Air Max 97 OG SE (Black/ Silver) - Men's Nike Air Max 97 OG SE (Black/ Silver)/ Original Design From 1997/ Ultra Lightweight And Breathable Materials, record 2: Nike Air Max 97 OG SE (Black/ Silver) - Men's Answer with True"
19,39,True
339,40,False
289,40,False
