,D1,D2,responses,s-weight
0,1177,0,False,0.0
1,1977,1,False,0.0
2,4323,2,False,0.0
3,1616,3,False,0.0
4,2660,4,False,0.6095356941223145
5,4967,5,False,0.4948078989982605
6,882,6,False,0.0
7,1409,7,False,0.0
8,1618,8,True,0.7359387874603271
9,1287,9,False,0.54973304271698
10,1346,10,True,0.8433775901794434
11,677,11,True,0.737087607383728
12,1467,12,False,0.4015361070632934
13,3768,13,False,0.5197455883026123
14,4095,13,False,0.0
15,1040,14,False,0.0
16,4799,15,False,0.0
17,4994,16,False,0.0
18,3592,17,False,0.666947603225708
19,201,18,False,0.0
20,3256,19,False,0.6473727822303772
21,1572,20,False,0.833392858505249
22,3143,21,False,0.4927588701248169
23,82,22,False,0.0
24,4373,23,False,0.0
25,127,24,True,0.7704272866249084
26,3764,25,False,0.7969322204589844
27,1708,26,False,0.5637100338935852
28,1241,27,True,0.899236798286438
29,2809,28,False,0.0
30,1177,29,False,0.0
31,4164,30,True,0.7020291090011597
32,2333,31,True,0.904715657234192
33,4428,32,False,0.3421018123626709
34,1731,33,False,0.0
35,1040,34,False,0.0
36,3955,35,False,0.6811540722846985
37,201,35,False,0.0
38,2459,36,False,0.6950745582580566
39,271,37,False,0.5879736542701721
40,373,38,False,0.0
41,1929,39,False,0.7407023906707764
42,4798,40,False,0.5035756230354309
43,4095,41,False,0.0
44,1489,42,False,0.6663244366645813
45,3990,43,False,0.8865413665771484
46,1746,44,False,0.6534383893013
47,1040,45,False,0.0
48,1040,46,False,0.6198916435241699
49,1287,48,False,0.0
50,3883,49,False,0.4999035000801086
51,4095,50,False,0.0
52,1334,51,False,0.6015618443489075
53,639,52,False,0.0
54,1740,53,False,0.0
55,1028,54,True,0.7991645336151123
56,180,55,False,0.7971552014350891
57,3226,56,False,0.0
58,4252,57,False,0.0
59,3609,58,False,0.7456820607185364
60,4798,59,False,0.5675417184829712
61,1040,60,False,0.0
62,1114,61,False,0.9022495746612548
63,4688,62,True,0.8385965824127197
64,3451,63,False,0.0
65,1916,64,False,0.0
66,3732,65,True,0.9196063280105592
67,4395,66,False,0.0
68,4868,67,False,0.5816848874092102
69,898,68,True,0.6912760734558105
70,1877,69,True,0.7513670921325684
71,4840,70,False,0.7758982181549072
72,2338,71,False,0.4687425494194031
73,2549,72,False,0.6492929458618164
74,2259,73,True,0.5080881118774414
75,3449,74,False,0.6730750203132629
76,3449,75,True,0.7209535241127014
77,4759,77,False,0.4937191605567932
78,2486,78,False,0.0
79,109,78,False,0.0
80,3412,80,False,0.0
