D1,D2,responses,s-weight
1177,0,False,0.0
1977,1,False,0.0
4323,2,False,0.0
1616,3,False,0.0
2660,4,True,0.6095356941223145
4967,5,False,0.4948078989982605
882,6,False,0.0
1409,7,False,0.0
1618,8,True,0.7359387874603271
1287,9,False,0.54973304271698
1346,10,True,0.8433775901794434
677,11,False,0.737087607383728
1467,12,False,0.4015361070632934
3768,13,False,0.5197455883026123
4095,13,False,0.0
1040,14,False,0.0
4799,15,False,0.0
4994,16,False,0.0
3592,17,True,0.666947603225708
201,18,False,0.0
3256,19,False,0.6473727822303772
1572,20,False,0.833392858505249
3143,21,True,0.4927588701248169
82,22,False,0.0
4373,23,False,0.0
127,24,True,0.7704272866249084
3764,25,True,0.7969322204589844
1708,26,False,0.5637100338935852
1241,27,True,0.899236798286438
2809,28,False,0.0
1177,29,False,0.0
4164,30,False,0.7020291090011597
2333,31,False,0.904715657234192
4428,32,False,0.3421018123626709
1731,33,False,0.0
1040,34,False,0.0
3955,35,False,0.6811540722846985
201,35,False,0.0
2459,36,True,0.6950745582580566
271,37,False,0.5879736542701721
373,38,False,0.0
1929,39,False,0.7407023906707764
4798,40,False,0.5035756230354309
4095,41,False,0.0
1489,42,True,0.6663244366645813
3990,43,True,0.8865413665771484
1746,44,True,0.6534383893013
1040,45,False,0.0
1040,46,False,0.6198916435241699
1287,48,False,0.0
3883,49,False,0.4999035000801086
4095,50,False,0.0
1334,51,True,0.6015618443489075
639,52,False,0.0
1740,53,False,0.0
1028,54,True,0.7991645336151123
180,55,False,0.7971552014350891
3226,56,False,0.0
4252,57,False,0.0
3609,58,False,0.7456820607185364
4798,59,False,0.5675417184829712
1040,60,False,0.0
1114,61,True,0.9022495746612548
4688,62,False,0.8385965824127197
3451,63,False,0.0
1916,64,False,0.0
3732,65,True,0.9196063280105592
4395,66,False,0.0
4868,67,True,0.5816848874092102
898,68,False,0.6912760734558105
1877,69,False,0.7513670921325684
4840,70,False,0.7758982181549072
2338,71,True,0.4687425494194031
2549,72,False,0.6492929458618164
2259,73,True,0.5080881118774414
3449,74,False,0.6730750203132629
3449,75,True,0.7209535241127014
4759,77,True,0.4937191605567932
2486,78,False,0.0
109,78,False,0.0
3412,80,False,0.0
3072,81,False,0.0
4771,82,False,0.0
3256,83,False,0.5598210096359253
3955,84,False,0.870848536491394
1616,85,False,0.0
1040,86,False,0.6410967707633972
2605,87,True,0.7997409105300903
3730,88,True,0.7991408109664917
596,89,True,0.4845108389854431
779,90,False,0.7586745023727417
2214,91,False,0.0
3381,92,False,0.0
2272,93,False,0.0
4772,94,False,0.6204168200492859
3226,95,False,0.0
3734,96,False,0.0
898,98,True,0.903406858444214
846,99,False,0.636040449142456
2319,100,False,0.0
4840,101,False,0.7994022965431213
2464,102,True,0.5243711471557617
2472,103,False,0.0
4920,104,False,0.0
1404,106,True,0.6645552515983582
179,107,True,0.518068253993988
854,108,True,0.8028894066810608
4077,109,False,0.2648771405220032
3205,110,True,0.6521778106689453
2534,111,False,0.0
2203,112,False,0.0
3057,113,True,0.5569466352462769
2263,114,False,0.0
896,115,True,0.7036677598953247
4071,116,False,0.0
3006,117,False,0.0
2340,118,False,0.0
31,119,True,0.6248172521591187
3675,120,False,0.0
1899,121,True,0.8498207330703735
3059,122,False,0.0
3044,123,False,0.0
1040,123,False,0.0
3764,124,False,0.7611016035079956
2397,125,False,0.0
1478,126,False,0.0
3194,127,True,0.8272047638893127
1507,128,True,0.6154226064682007
4009,129,True,0.5178461670875549
1864,130,False,0.0
910,131,False,0.0
2608,132,True,0.4091595411300659
2886,133,False,0.5367792248725891
4800,134,True,0.5251054167747498
3352,135,False,0.0
1845,136,False,0.0
1040,137,False,0.6122593879699707
4683,138,False,0.0
3076,139,False,0.0
1821,140,False,0.4144107699394226
2861,141,True,0.6659755706787109
2427,143,False,0.0
69,144,False,0.6907432079315186
4017,145,False,0.0
4251,146,True,0.7089636325836182
3380,147,True,0.6391751766204834
1521,148,False,0.0
4095,149,False,0.0
