D1,D2,responses,s-weight,weight
4,6738,False,0.569767951965332,0.2
5,6725,False,0.6148035526275635,0.1
7,6342,False,0.0,0.2
8,7228,False,0.0,0.2
8,7734,False,0.0,0.2
8,4173,False,0.0,0.1
8,2627,False,0.0,0.2
8,3016,False,0.0,0.1
8,1142,False,0.0,0.1
14,7237,False,0.7359975576400757,0.2
17,6506,False,0.7477748394012451,0.1
22,6619,True,0.8020259141921997,0.1
22,798,False,0.8511130213737488,0.1
27,5608,False,0.0,0.2
27,5844,False,0.0,0.1
27,2808,False,0.5188887119293213,0.1
27,5325,False,0.0,0.1
27,6392,False,0.0,0.1
27,7318,False,0.5521425604820251,0.2
27,5237,False,0.0,0.1
31,119,False,0.6248172521591187,0.1
33,6633,False,0.0,0.1
42,1078,False,0.0,0.1
45,484,False,0.4231046438217163,0.1
45,985,False,0.6360324621200562,0.1
45,1377,False,0.5093996524810791,0.1
48,1122,False,0.5989635586738586,0.1
53,418,False,0.0,0.1
53,1388,False,0.0,0.1
59,4986,False,0.0,0.1
62,7599,False,0.0,0.1
62,7276,False,0.0,0.1
64,4196,False,0.8018835783004761,0.1
64,7386,False,0.0,0.1
65,7717,False,0.0,0.1
65,3322,False,0.0,0.1
66,7499,False,0.0,0.1
66,4714,False,0.0,0.1
66,2248,True,0.8183784484863281,0.1
69,3234,False,0.0,0.1
69,144,False,0.6907432079315186,0.1
69,2944,False,0.0,0.1
69,328,False,0.4942395985126495,0.1
69,1213,True,0.6291950941085815,0.1
69,7525,False,0.700305700302124,0.1
69,7150,False,0.7335593700408936,0.1
77,1073,False,0.7352160215377808,0.1
77,1291,False,0.8779367804527283,0.1
77,1300,False,0.7353116273880005,0.1
77,1795,False,0.932032585144043,0.1
77,3220,False,0.7522789239883423,0.1
77,1188,False,0.7455083131790161,0.1
79,1921,True,0.8778684735298157,0.1
79,5346,False,0.825311541557312,0.2
82,1826,True,0.8580586314201355,0.1
82,2011,False,0.9129209518432616,0.1
83,5044,False,0.5451524257659912,0.1
90,5445,False,0.6796202659606934,0.1
91,3404,False,0.7157770395278931,0.1
91,279,False,0.6080698370933533,0.1
92,3270,False,0.0,0.2
92,4672,False,0.6117961406707764,0.1
95,3474,False,0.524201512336731,0.1
96,6075,False,0.0,0.1
97,6258,False,0.7982532382011414,0.1
97,6840,False,0.7952919006347656,0.1
97,856,False,0.7183166742324829,0.2
97,3053,False,0.5677893161773682,0.1
100,1418,False,0.0,0.1
100,6887,False,0.0,0.1
100,6340,False,0.0,0.1
106,387,False,0.8026251196861267,0.1
106,1767,False,0.8271401524543762,0.1
112,5446,False,0.3288829326629638,0.1
113,711,False,0.6267812252044678,0.1
114,7762,False,0.8950463533401489,0.3
115,332,False,0.8178088068962097,0.1
117,6718,False,0.7249045372009277,0.1
118,910,False,0.6097294092178345,0.1
118,5449,False,0.0,0.1
118,7793,False,0.0,0.2
118,599,False,0.0,0.2
118,7304,False,0.0,0.2
118,5139,False,0.0,0.2
119,7568,False,0.4819720983505249,0.1
119,6954,False,0.4832515716552734,0.1
119,6742,False,0.4828447103500366,0.1
123,455,False,0.6352190375328064,0.1
123,4105,False,0.6851669549942017,0.1
124,5151,False,0.6050839424133301,0.1
125,3023,False,0.5364519357681274,0.1
127,86,False,0.0,0.1
127,24,False,0.7704272866249084,0.1
127,1112,False,0.6672694087028503,0.1
134,7460,False,0.6057282090187073,0.1
135,2878,False,0.0,0.1
138,6067,False,0.8091980218887329,0.2
138,7510,False,0.0,0.3
138,255,False,0.0,0.2
138,6709,False,0.0,0.2
138,7268,False,0.5351200103759766,0.3
139,5660,False,0.5634493827819824,0.1
149,3568,False,0.6499422192573547,0.1
150,2043,False,0.0,0.1
150,2785,False,0.5272688865661621,0.1
150,1526,False,0.4869018197059631,0.1
151,2205,True,0.6161090731620789,0.1
151,3319,False,0.0,0.1
152,6546,False,0.6094923615455627,0.1
154,2089,False,0.0,0.1
157,727,False,0.8289680480957031,0.1
158,2168,False,0.7010179758071899,0.1
161,3413,False,0.0,0.1
161,621,False,0.0,0.1
161,5559,False,0.0,0.1
161,887,False,0.8470081090927124,0.1
162,1684,False,0.4377378821372986,0.1
163,3134,False,0.0,0.2
168,7387,False,0.8916962146759033,0.1
170,5608,False,0.0,0.2
170,5236,False,0.0,0.1
170,6972,False,0.5713341236114502,0.1
170,7510,False,0.0,0.3
170,7318,False,0.5300664305686951,0.2
170,1746,False,0.0,0.2
170,5844,False,0.0,0.1
171,15,False,0.0,0.1
173,470,False,0.0,0.1
173,6393,False,0.5060955286026001,0.2
177,256,False,0.695999026298523,0.1
180,55,False,0.7971552014350891,0.2
180,469,False,0.8395251035690308,0.1
181,2686,False,0.6452299952507019,0.1
182,296,False,0.6547824740409851,0.1
183,4169,True,0.5783740282058716,0.1
183,4782,False,0.0,0.1
185,6729,False,0.4703302085399627,0.1
186,6786,False,0.0,0.1
186,3682,False,0.0,0.2
187,3414,False,0.6737319231033325,0.1
189,891,False,0.5829926133155823,0.2
189,2219,False,0.0,0.2
190,3540,False,0.6811602115631104,0.1
193,7777,False,0.0,0.1
193,7781,False,0.0,0.1
193,6070,False,0.0,0.2
