dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,weights_extracted_from
imdb,tvdb,D6,gpt-5.4-ft-p2,87.89,67.61,39.54,49.90,0.07,vector_based_examples_dict_1,565,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2,87.89,66.19,38.10,48.36,0.07,vector_based_examples_dict_1,556,distilroberta
imdb,tvdb,D6,gpt-5.4-tf-p2,90.09,73.09,32.61,45.10,0.18,vector_based_examples_dict_1,431,TopKJoin
imdb,tvdb,D6,gpt-5.4-tf-p2,90.08,71.99,30.33,42.68,0.18,vector_based_examples_dict_1,407,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2,172.84,62.85,39.75,48.70,0.28,vector_based_examples_dict_2,611,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2,172.85,62.09,40.68,49.16,0.28,vector_based_examples_dict_2,633,distilroberta
imdb,tvdb,D6,gpt-5.4-tf-p2,90.58,60.85,35.71,45.01,0.07,vector_based_examples_dict_2,567,TopKJoin
imdb,tvdb,D6,gpt-5.4-tf-p2,90.58,60.62,36.65,45.68,0.07,vector_based_examples_dict_2,584,distilroberta
imdb,tvdb,D6,gpt-5.4-z-p2,100.59,62.15,41.30,49.63,0.05,vector_based_examples_dict_1,642,TopKJoin
imdb,tvdb,D6,gpt-5.4-z-p2,100.59,62.35,41.82,50.06,0.05,vector_based_examples_dict_1,648,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2,194.70,63.95,54.35,58.76,0.12,join_examples_dict_1,821,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2,194.69,63.37,55.69,59.28,0.12,join_examples_dict_1,849,distilroberta
imdb,tvdb,D6,gpt-5.4-tf-p2,88.39,64.49,57.14,60.59,0.11,join_examples_dict_1,856,TopKJoin
imdb,tvdb,D6,gpt-5.4-tf-p2,88.01,63.93,57.97,60.80,0.11,join_examples_dict_1,876,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2,89.75,61.19,44.72,51.67,0.21,join_examples_dict_2,706,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2,89.75,60.50,45.03,51.63,0.21,join_examples_dict_2,719,distilroberta
imdb,tvdb,D6,gpt-5.4-tf-p2,86.69,62.70,49.07,55.05,0.13,join_examples_dict_2,756,TopKJoin
imdb,tvdb,D6,gpt-5.4-tf-p2,86.69,62.56,50.52,55.90,0.13,join_examples_dict_2,780,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,177.97,70.31,51.24,59.28,0.12,vector_based_examples_dict_1,704,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,177.96,68.90,49.07,57.32,0.12,vector_based_examples_dict_1,688,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,177.95,70.38,20.91,32.24,0.12,vector_based_examples_dict_1,287,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,177.95,68.38,19.25,30.05,0.12,vector_based_examples_dict_1,272,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,263.41,64.45,48.24,55.18,0.18,vector_based_examples_dict_2,723,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,263.41,63.71,49.07,55.44,0.18,vector_based_examples_dict_2,744,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,263.40,58.19,27.23,37.09,0.18,vector_based_examples_dict_2,452,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,263.40,58.21,28.26,38.05,0.18,vector_based_examples_dict_2,469,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,282.66,66.23,63.15,64.65,0.11,join_examples_dict_1,921,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,282.66,65.31,63.35,64.32,0.11,join_examples_dict_1,937,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,282.66,61.85,48.34,54.27,0.11,join_examples_dict_1,755,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,282.66,61.75,50.31,55.45,0.11,join_examples_dict_1,787,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,176.41,64.24,54.87,59.18,0.17,join_examples_dict_2,825,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,176.61,63.29,54.97,58.84,0.17,join_examples_dict_2,839,distilroberta
imdb,tvdb,D6,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,176.40,59.12,38.92,46.94,0.17,join_examples_dict_2,636,TopKJoin
imdb,tvdb,D6,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,176.40,59.48,40.58,48.25,0.17,join_examples_dict_2,659,distilroberta
