dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,weights_extracted_from
walmart,amazon,D8,gpt-5.4-z-p2,122.77,75.03,65.89,70.16,0.12,vector_based_examples_dict_1,749,TopKJoin
walmart,amazon,D8,gpt-5.4-z-p2,122.78,72.61,67.76,70.10,0.12,vector_based_examples_dict_1,796,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2,125.05,77.45,64.83,70.58,0.10,vector_based_examples_dict_1,714,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2,125.07,76.13,66.94,71.24,0.10,vector_based_examples_dict_1,750,distilroberta
walmart,amazon,D8,gpt-5.4-tf-p2,125.81,77.27,71.75,74.41,0.24,vector_based_examples_dict_1,792,TopKJoin
walmart,amazon,D8,gpt-5.4-tf-p2,125.81,76.08,74.56,75.31,0.24,vector_based_examples_dict_1,836,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2,129.00,77.35,72.45,74.82,0.24,vector_based_examples_dict_2,799,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2,129.00,76.65,75.03,75.83,0.24,vector_based_examples_dict_2,835,distilroberta
walmart,amazon,D8,gpt-5.4-tf-p2,124.42,76.59,72.10,74.28,0.24,vector_based_examples_dict_2,803,TopKJoin
walmart,amazon,D8,gpt-5.4-tf-p2,124.59,75.53,74.91,75.22,0.24,vector_based_examples_dict_2,846,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2,130.88,77.75,71.28,74.37,0.20,join_examples_dict_1,782,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2,130.88,76.31,73.62,74.94,0.20,join_examples_dict_1,823,distilroberta
walmart,amazon,D8,gpt-5.4-tf-p2,141.67,77.60,74.33,75.93,0.27,join_examples_dict_1,817,TopKJoin
walmart,amazon,D8,gpt-5.4-tf-p2,141.66,76.59,77.49,77.04,0.27,join_examples_dict_1,863,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2,145.61,79.10,72.33,75.57,0.20,join_examples_dict_2,780,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2,145.61,77.67,75.03,76.33,0.20,join_examples_dict_2,824,distilroberta
walmart,amazon,D8,gpt-5.4-tf-p2,156.29,77.55,52.64,62.71,0.35,join_examples_dict_2,579,TopKJoin
walmart,amazon,D8,gpt-5.4-tf-p2,156.29,76.63,54.98,64.03,0.35,join_examples_dict_2,612,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,250.84,76.27,74.21,75.22,0.17,vector_based_examples_dict_1,830,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,250.84,74.80,76.91,75.84,0.17,vector_based_examples_dict_1,877,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,250.83,78.93,62.37,69.68,0.17,vector_based_examples_dict_1,674,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,250.83,78.05,64.60,70.69,0.17,vector_based_examples_dict_1,706,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,253.37,75.69,77.02,76.35,0.24,vector_based_examples_dict_2,868,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,253.37,74.78,79.95,77.28,0.24,vector_based_examples_dict_2,912,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,253.37,78.58,67.53,72.64,0.24,vector_based_examples_dict_2,733,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,253.53,77.84,69.99,73.70,0.24,vector_based_examples_dict_2,767,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,272.51,76.07,76.79,76.43,0.24,join_examples_dict_1,861,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,272.51,75.19,79.95,77.50,0.24,join_examples_dict_1,907,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,272.51,79.51,68.70,73.71,0.24,join_examples_dict_1,737,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,272.51,78.22,71.16,74.52,0.24,join_examples_dict_1,776,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,301.88,78.34,74.21,76.22,0.28,join_examples_dict_2,808,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2 U gpt-5.4-tf-p2,301.88,77.08,77.26,77.17,0.28,join_examples_dict_2,855,distilroberta
walmart,amazon,D8,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,301.87,78.83,50.64,61.67,0.28,join_examples_dict_2,548,TopKJoin
walmart,amazon,D8,gpt-5.4-ft-p2 ∩ gpt-5.4-tf-p2,301.87,77.95,52.64,62.84,0.28,join_examples_dict_2,576,distilroberta
