,D1,D2,responses,weight
0,0,19009,False,0.0002084623049936
1,0,21897,False,0.0002084623049936
2,0,9462,False,0.0002553131389194
3,1,17828,False,0.0005646924393157
4,1,1643,False,0.0019920476822239
5,1,16447,False,0.0002716428657578
6,2,11472,False,0.0020690147215059
7,2,3384,False,0.0020690147215059
8,2,18028,False,3.965332746895559e-05
9,3,10299,False,0.000668153104781
10,3,4378,False,5.302802418897309e-05
11,3,21424,False,0.0004980119205559
12,4,11725,False,7.939749312153186e-05
13,5,6047,False,8.495802634210858e-05
14,5,20932,True,0.0046664899508666
15,5,10422,False,0.002538365412834
16,6,9015,True,6.7630088842497705e-06
17,7,1303,False,0.0081104362433904
18,7,7226,False,0.0026650089544451
19,7,21840,False,0.0002577020039126
20,8,2263,False,9.555497043061452e-05
21,8,18908,False,2.963033849010234e-05
22,8,10780,False,0.0004990968529306
23,9,2456,True,0.0001130677821102
24,9,476,False,5.747805179575947e-05
25,10,15905,False,7.977983064442326e-05
26,10,12841,False,7.977983064442326e-05
27,10,14740,False,7.977983064442326e-05
28,11,7783,False,0.0001180562672201
29,11,7666,False,0.0003935208907339
30,11,3541,False,0.0004250511420422
31,12,6062,False,0.0005249506569572
32,12,401,False,2.413914714999916e-05
33,13,9360,False,0.0001077806500506
34,13,12285,False,0.0002240064457438
35,14,1699,False,6.375808599442058e-05
36,15,17810,False,5.456538672786972e-05
37,15,17364,False,5.456538672786972e-05
38,15,4282,True,5.456538672786972e-05
39,16,7991,False,0.00010314036906
40,16,3241,False,6.969414512538304e-05
41,17,11721,False,9.126808071427712e-05
42,17,1761,False,0.0002414726442081
43,18,2734,False,9.908588852794144e-05
44,18,11026,False,0.0016929013265361
45,19,19596,False,0.0010101525445522
46,19,17429,False,3.3354093452195634e-05
47,19,13057,False,5.747126436781609e-05
48,20,16161,False,0.0005510833927217
49,20,11936,False,8.73402751347792e-05
50,20,16837,True,0.0005510833927217
51,21,14835,False,2.9488370717337368e-05
52,21,7853,False,3.699492029507539e-05
53,22,21284,False,4.280307392170385e-05
54,22,17882,False,3.720238095238095e-05
55,22,17391,False,3.720238095238095e-05
56,23,20955,False,0.0001722704647072
57,23,643,False,0.0002224002136181
58,23,8253,False,0.0002731117123407
59,24,13450,False,0.0002674618086463
60,24,12804,False,0.0001614923142973
61,24,10757,False,0.0001614923142973
62,25,6984,False,0.0032224549634855
63,25,2544,False,0.0001039501601124
64,25,21826,False,5.120601579687593e-05
65,26,15322,False,0.0003741305720563
66,26,18788,False,0.0003741305720563
67,26,537,True,0.0006415002990995
68,27,18635,False,0.0001332149726057
69,27,9821,False,0.0027086816944298
70,27,10473,False,0.0001226980010842
71,28,1894,False,0.0025515518153991
72,28,17011,False,0.0002422735413131
73,28,14112,False,0.0018042195912175
74,29,6031,False,0.0001621872800336
75,29,22010,False,0.0001701034543599
76,29,8070,True,0.0001793047845466
77,30,11088,False,0.0003123475237772
78,30,15046,False,0.0003123475237772
79,30,13118,True,0.0003478266129707
80,31,18643,False,0.0004009376869372
81,31,18620,False,0.0004009376869372
82,31,16173,True,0.002105469021954
83,32,11384,False,0.0002215438596186
84,32,13381,False,0.0002215438596186
85,32,21567,False,4.029114820126902e-05
86,33,12551,False,0.0004415107856883
87,33,6432,False,0.0010814761408717
88,33,10517,False,0.0004159523618737
89,34,5118,False,4.115602724364557e-05
90,34,21044,False,4.115602724364557e-05
91,34,13062,False,0.002179068168202
92,35,16020,False,0.0001667000100033
93,35,8092,False,0.0002538839853786
94,35,7381,True,0.0002538839853786
95,36,21331,False,0.000216742865178
96,36,599,False,0.0003556512517892
97,36,2136,False,0.0005517372590682
98,37,15178,False,3.752383520543744e-05
99,37,2440,False,2.3271294702378147e-05
100,37,6357,False,3.357892479981934e-05
101,38,19129,False,0.0005811439793215
102,38,21628,False,0.0005811439793215
103,39,1494,False,0.000395284707521
104,39,10872,True,0.0003258314422493
105,39,21079,False,0.0022727272727272
106,41,21700,False,6.548127159682682e-05
107,41,6816,False,2.1843252763688463e-05
108,41,10802,False,2.144964840292623e-05
109,42,13828,False,0.0004766900245457
110,42,18839,False,4.996541092525741e-05
111,42,172,True,0.0003563483225498
112,43,902,False,5.334856332118192e-05
