dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,D1_conflicts,D2_conflicts
imdb,tmdb,D5,gemma3n-z-p2,864.7507345676422,0.6688988095238095,0.9884551951621771,0.7978699800310628,1.0,vector_based_examples_dict_1,2688,0.159970238095238,0.126860119047619
imdb,tmdb,D5,gemma3n-ft-p2,1155.8926839828491,0.7204166666666667,0.9505222649807586,0.8196255036738563,1.0,vector_based_examples_dict_1,2400,0.1241666666666666,0.09125
imdb,tmdb,D5,gemma3n-tf-p2,1155.5660700798037,0.7187004754358162,0.9972512369433755,0.8353672576559982,1.0,vector_based_examples_dict_1,2524,0.1244057052297939,0.0931061806656101
imdb,tmdb,D5,qwen2.5-z-p2,452.07176756858826,0.7754475703324808,0.8334249587685542,0.8033916269210387,1.0,vector_based_examples_dict_1,1955,0.0608695652173913,0.0450127877237851
imdb,tmdb,D5,qwen2.5-ft-p2,460.91170716285706,0.821290944123314,0.937328202308961,0.8754813863928113,1.0,vector_based_examples_dict_1,2076,0.0361271676300578,0.0211946050096339
imdb,tmdb,D5,qwen2.5-tf-p2,459.9378607273102,0.8121803812180381,0.960417811984607,0.8801007556675063,1.0,vector_based_examples_dict_1,2151,0.0399814039981404,0.0260344026034402
imdb,tmdb,D5,llama3.1-z-p2,463.9893431663513,0.5753708175232839,0.9169873556899395,0.7070792708774905,0.999599679743795,vector_based_examples_dict_1,2899,0.193515005174198,0.1779924111762676
imdb,tmdb,D5,llama3.1-ft-p2,470.3594045639038,0.5927814829344841,0.8306761957119296,0.6918498168498168,0.9967974379503602,vector_based_examples_dict_1,2549,0.1734013338564143,0.1561396626127893
imdb,tmdb,D5,llama3.1-tf-p2,470.7717468738556,0.5538557602247892,0.9752611324903794,0.7064914376742334,0.9993995196156924,vector_based_examples_dict_1,3203,0.2463315641586013,0.2066812363409303
imdb,tmdb,D5,orca2-z-p2,345.5670211315155,0.7396449704142012,0.6184716877405168,0.6736526946107785,0.9981985588470776,vector_based_examples_dict_1,1520,0.0723684210526315,0.0644736842105263
imdb,tmdb,D5,orca2-ft-p2,356.3759317398072,0.6905637254901961,0.6195711929631665,0.6531440162271805,0.9989991993594876,vector_based_examples_dict_1,1632,0.1115196078431372,0.110906862745098
imdb,tmdb,D5,orca2-tf-p2,354.85798692703247,0.7053197848176928,0.6487080813633864,0.6758304696449027,0.999599679743795,vector_based_examples_dict_1,1673,0.0998206814106395,0.0836820083682008
imdb,tmdb,D5,openhermes-z-p2,348.43793296813965,0.665629168519342,0.822979659153381,0.7359882005899705,1.0,vector_based_examples_dict_1,2249,0.1191640729212983,0.1004891062694531
