dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,D1_conflicts,D2_conflicts
imdb,tvdb,D6,gemma3n-z-p2,847.0354814529419,0.49914432401597264,0.9765625,0.6606266515666289,1.0,vector_based_examples_dict_1,1753,0.2122076440387906,0.1163719338277239
imdb,tvdb,D6,gemma3n-ft-p2,1126.2963535785675,0.5622149837133551,0.9631696428571429,0.7099958864664747,1.0,vector_based_examples_dict_1,1535,0.203257328990228,0.0872964169381107
imdb,tvdb,D6,gemma3n-tf-p2,1125.35072350502,0.5579617834394904,0.9776785714285714,0.7104622871046229,1.0,vector_based_examples_dict_1,1570,0.1968152866242038,0.0853503184713375
imdb,tvdb,D6,qwen2.5-z-p2,427.6846404075623,0.5923473142016188,0.8984375,0.7139689578713969,1.0,vector_based_examples_dict_1,1359,0.1626195732155997,0.0434142752023546
imdb,tvdb,D6,qwen2.5-ft-p2,438.16228103637695,0.5927927927927928,0.734375,0.6560319042871385,1.0,vector_based_examples_dict_1,1110,0.1441441441441441,0.0108108108108108
imdb,tvdb,D6,qwen2.5-tf-p2,439.694212436676,0.5660377358490566,0.6696428571428571,0.6134969325153374,1.0,vector_based_examples_dict_1,1060,0.1509433962264151,0.0122641509433962
imdb,tvdb,D6,llama3.1-z-p2,445.7798879146576,0.2785923753665689,0.8482142857142857,0.4194260485651214,0.9998043435726864,vector_based_examples_dict_1,2728,0.3310117302052786,0.3390762463343108
imdb,tvdb,D6,llama3.1-ft-p2,450.34960746765137,0.32620320855614976,0.6808035714285714,0.4410701373825018,0.999021717863432,vector_based_examples_dict_1,1870,0.2946524064171123,0.2256684491978609
imdb,tvdb,D6,llama3.1-tf-p2,450.4971809387207,0.2785234899328859,0.7410714285714286,0.40487804878048783,0.9968694971629818,vector_based_examples_dict_1,2377,0.353386621792175,0.3007993268826252
imdb,tvdb,D6,orca2-z-p2,316.7582716941833,0.5145454545454545,0.6316964285714286,0.5671342685370742,0.9998043435726864,vector_based_examples_dict_1,1100,0.1763636363636363,0.1118181818181818
imdb,tvdb,D6,orca2-ft-p2,325.25626707077026,0.5974930362116991,0.47879464285714285,0.5315985130111525,0.9988260614361182,vector_based_examples_dict_1,717,0.1548117154811715,0.1241283124128312
imdb,tvdb,D6,orca2-tf-p2,328.3983337879181,0.4703595724003887,0.5401785714285714,0.5028571428571429,0.9992173742907454,vector_based_examples_dict_1,1029,0.1467444120505345,0.1098153547133139
imdb,tvdb,D6,openhermes-z-p2,319.96949791908264,0.3457844183564568,0.7232142857142857,0.467870036101083,1.0,vector_based_examples_dict_1,1874,0.2764140875133404,0.2251867662753468
imdb,tvdb,D6,openhermes-ft-p2,330.07238268852234,0.546875,0.625,0.5833333333333334,1.0,vector_based_examples_dict_1,1024,0.1318359375,0.0419921875
imdb,tvdb,D6,openhermes-tf-p2,331.8035795688629,0.4828614008941878,0.7232142857142857,0.579088471849866,1.0,vector_based_examples_dict_1,1342,0.1907600596125186,0.0804769001490312
imdb,tvdb,D6,zephyr-z-p2,365.4672718048096,0.4915572232645403,0.5848214285714286,0.5341488277268094,0.970847192330268,vector_based_examples_dict_1,1038,0.1618497109826589,0.0578034682080924
imdb,tvdb,D6,zephyr-ft-p2,709.4817576408386,0.4588235294117647,0.17410714285714285,0.2524271844660194,0.6466444922715712,vector_based_examples_dict_1,129,0.0620155038759689,0.0
imdb,tvdb,D6,zephyr-tf-p2,670.2898347377777,0.509478672985782,0.23995535714285715,0.3262518968133536,0.642927020152612,vector_based_examples_dict_1,110,0.0636363636363636,0.0
imdb,tvdb,D6,gemma3n-ft-p2,1316.155267715454,0.5144508670520231,0.9933035714285714,0.6778370144706778,1.0,vector_based_examples_dict_2,1730,0.2173410404624277,0.1161849710982659
imdb,tvdb,D6,gemma3n-tf-p2,1312.0243632793429,0.5398773006134969,0.9821428571428571,0.6967537608867775,1.0,vector_based_examples_dict_2,1630,0.1865030674846625,0.0865030674846625
imdb,tvdb,D6,qwen2.5-ft-p2,443.6948084831238,0.6060358890701468,0.8292410714285714,0.700282752120641,1.0,vector_based_examples_dict_2,1226,0.1411092985318107,0.0146818923327895
imdb,tvdb,D6,qwen2.5-tf-p2,444.1561276912689,0.5828571428571429,0.6830357142857143,0.6289825282631039,1.0,vector_based_examples_dict_2,1050,0.1514285714285714,0.0085714285714285
imdb,tvdb,D6,llama3.1-ft-p2,461.52405977249146,0.3333333333333333,0.7834821428571429,0.46768820786142573,0.9994130307180592,vector_based_examples_dict_2,2106,0.3138651471984805,0.2412155745489078
imdb,tvdb,D6,llama3.1-tf-p2,459.3161630630493,0.3426183844011142,0.8236607142857143,0.4839344262295082,0.9994130307180592,vector_based_examples_dict_2,2153,0.2972596377148165,0.2475615420343706
imdb,tvdb,D6,orca2-ft-p2,350.98722290992737,0.3830177153329261,0.6997767857142857,0.49506514015001973,0.9917824300528272,vector_based_examples_dict_2,1637,0.2241905925473427,0.1930360415394013
imdb,tvdb,D6,orca2-tf-p2,391.8855247497559,0.4470802919708029,0.546875,0.4919678714859438,0.9528468010174134,vector_based_examples_dict_2,1084,0.2011070110701107,0.1909594095940959
imdb,tvdb,D6,openhermes-ft-p2,343.1075026988983,0.4877112135176651,0.7087053571428571,0.5777979981801638,1.0,vector_based_examples_dict_2,1302,0.1827956989247312,0.0698924731182795
imdb,tvdb,D6,openhermes-tf-p2,340.2945921421051,0.5296442687747036,0.5982142857142857,0.5618448637316562,1.0,vector_based_examples_dict_2,1012,0.1482213438735178,0.0474308300395256
imdb,tvdb,D6,zephyr-ft-p2,2413.9843440055847,0.36380255941499084,0.22209821428571427,0.2758142758142758,0.3355507728428878,vector_based_examples_dict_2,4,0.0,0.0
imdb,tvdb,D6,zephyr-tf-p2,781.122111082077,0.3793103448275862,0.34375,0.36065573770491804,0.5494032478966934,vector_based_examples_dict_2,142,0.0211267605633802,0.0
imdb,tvdb,D6,gemma3n-ft-p2,1112.0351004600525,0.5314009661835749,0.9821428571428571,0.6896551724137931,1.0,join_examples_dict_1,1656,0.217391304347826,0.1020531400966183
imdb,tvdb,D6,gemma3n-tf-p2,1109.1651351451874,0.5332933413317337,0.9921875,0.6937182988685134,1.0,join_examples_dict_1,1667,0.1985602879424115,0.0917816436712657
imdb,tvdb,D6,qwen2.5-ft-p2,433.7282350063324,0.6016666666666667,0.8058035714285714,0.6889312977099237,1.0,join_examples_dict_1,1200,0.145,0.015
imdb,tvdb,D6,qwen2.5-tf-p2,433.786967754364,0.5972994440031771,0.8392857142857143,0.6979118329466357,1.0,join_examples_dict_1,1259,0.1453534551231136,0.0277998411437648
imdb,tvdb,D6,llama3.1-ft-p2,456.0294563770294,0.39233226837060703,0.6852678571428571,0.4989841527834214,0.9962825278810408,join_examples_dict_1,1565,0.2274760383386581,0.1840255591054313
imdb,tvdb,D6,llama3.1-tf-p2,454.030567407608,0.32251602564102566,0.8984375,0.47464622641509435,0.99354333789865,join_examples_dict_1,2494,0.3239775461106656,0.297514033680834
imdb,tvdb,D6,orca2-ft-p2,325.3661859035492,0.6203438395415473,0.48325892857142855,0.5432873274780426,0.999021717863432,join_examples_dict_1,698,0.1432664756446991,0.0959885386819484
imdb,tvdb,D6,orca2-tf-p2,321.2620007991791,0.6131284916201117,0.48995535714285715,0.5446650124069479,0.9974564664449228,join_examples_dict_1,714,0.0994397759103641,0.0840336134453781
imdb,tvdb,D6,openhermes-ft-p2,328.56514024734497,0.47237076648841353,0.5915178571428571,0.5252725470763132,1.0,join_examples_dict_1,1122,0.177361853832442,0.0864527629233511
imdb,tvdb,D6,openhermes-tf-p2,329.2366771697998,0.479646017699115,0.6049107142857143,0.5350444225074038,1.0,join_examples_dict_1,1130,0.1716814159292035,0.0530973451327433
imdb,tvdb,D6,zephyr-ft-p2,1965.982548236847,0.42010309278350516,0.18191964285714285,0.2538940809968847,0.7290158481706124,join_examples_dict_1,90,0.1,0.0
imdb,tvdb,D6,zephyr-tf-p2,549.8525319099426,0.46875,0.25111607142857145,0.32703488372093026,0.7164938368225396,join_examples_dict_1,244,0.0901639344262295,0.0122950819672131
imdb,tvdb,D6,gemma3n-ft-p2,1107.8315572738647,0.5726384364820847,0.9810267857142857,0.7231591937474291,1.0,join_examples_dict_2,1535,0.1843648208469055,0.0651465798045602
imdb,tvdb,D6,gemma3n-tf-p2,1102.2852311134338,0.5724543080939948,0.9787946428571429,0.7224052718286655,1.0,join_examples_dict_2,1532,0.1775456919060052,0.064621409921671
imdb,tvdb,D6,qwen2.5-ft-p2,430.5715470314026,0.5966804979253112,0.8024553571428571,0.6844359828653023,1.0,join_examples_dict_2,1205,0.1477178423236514,0.0182572614107883
imdb,tvdb,D6,qwen2.5-tf-p2,430.1021609306336,0.5897658282740676,0.7589285714285714,0.6637384089799903,1.0,join_examples_dict_2,1153,0.1509106678230702,0.0147441457068516
imdb,tvdb,D6,llama3.1-ft-p2,449.13131737709045,0.3701594533029613,0.7254464285714286,0.49019607843137253,0.999021717863432,join_examples_dict_2,1756,0.2517084282460137,0.2135535307517084
imdb,tvdb,D6,llama3.1-tf-p2,450.4498505592346,0.2870563674321503,0.9207589285714286,0.4376657824933687,0.9954999021717864,join_examples_dict_2,2870,0.3658536585365853,0.329965156794425
imdb,tvdb,D6,orca2-ft-p2,322.91463351249695,0.4388816644993498,0.7533482142857143,0.5546425636811833,0.9976521228722364,join_examples_dict_2,1537,0.2478854912166558,0.1932335718932986
imdb,tvdb,D6,orca2-tf-p2,321.0362284183502,0.41563275434243174,0.7477678571428571,0.5342902711323764,0.9960868714537272,join_examples_dict_2,1611,0.2532588454376164,0.2253258845437616
imdb,tvdb,D6,openhermes-ft-p2,321.70341300964355,0.46861184792219274,0.5915178571428571,0.5229403058707449,1.0,join_examples_dict_2,1131,0.1865605658709107,0.0857648099027409
imdb,tvdb,D6,openhermes-tf-p2,319.6685571670532,0.5084388185654009,0.5379464285714286,0.5227765726681128,1.0,join_examples_dict_2,948,0.1751054852320675,0.0295358649789029
imdb,tvdb,D6,zephyr-ft-p2,812.4192254543304,0.42226148409893993,0.26674107142857145,0.32694938440492477,0.5990999804343573,join_examples_dict_2,165,0.0848484848484848,0.0121212121212121
imdb,tvdb,D6,zephyr-tf-p2,479.2108120918274,0.44654088050314467,0.3169642857142857,0.370757180156658,0.7681471336333399,join_examples_dict_2,364,0.1565934065934066,0.0137362637362637
imdb,tvdb,D6,gemma3n-ft-p2 U gemma3n-tf-p2,2251.6475625038147,0.5429447852760736,0.9877232142857143,0.7007125890736342,1.0,vector_based_examples_dict_1,1630,0.2085889570552147,0.10061349693251534
imdb,tvdb,D6,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2251.6475625038147,0.5789830508474576,0.953125,0.720371151412906,1.0,vector_based_examples_dict_1,1475,0.19050847457627118,0.0711864406779661
imdb,tvdb,D6,gemma3n-ft-p2 U gemma3n-tf-p2,2628.180123567581,0.4991587212563096,0.9933035714285714,0.6644270250093318,1.0,vector_based_examples_dict_2,1783,0.21985417835109367,0.12731351654514864
imdb,tvdb,D6,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2628.180123567581,0.5580215599239061,0.9821428571428571,0.7116862110796603,1.0,vector_based_examples_dict_2,1577,0.18262523779327838,0.0735573874445149
imdb,tvdb,D6,gemma3n-ft-p2 U gemma3n-tf-p2,2221.2007281780243,0.5126436781609195,0.9955357142857143,0.6767830045523521,1.0,join_examples_dict_1,1740,0.21724137931034482,0.11436781609195402
imdb,tvdb,D6,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2221.2007281780243,0.5540113708149084,0.9787946428571429,0.7075433642597821,1.0,join_examples_dict_1,1583,0.19772583701831964,0.07959570435881239
imdb,tvdb,D6,gemma3n-ft-p2 U gemma3n-tf-p2,2210.117297887802,0.5632992327365729,0.9832589285714286,0.7162601626016261,1.0,join_examples_dict_2,1564,0.1860613810741688,0.0741687979539642
imdb,tvdb,D6,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2210.117297887802,0.582168995342648,0.9765625,0.7294706127553147,1.0,join_examples_dict_2,1503,0.17564870259481039,0.0552228875582169
imdb,tvdb,D6,qwen2.5-ft-p2 U qwen2.5-tf-p2,877.8569822311401,0.5905982905982906,0.7712053571428571,0.6689254598257502,1.0,vector_based_examples_dict_1,1170,0.14102564102564102,0.01452991452991453
imdb,tvdb,D6,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,877.8569822311401,0.567,0.6328125,0.5981012658227848,1.0,vector_based_examples_dict_1,1000,0.155,0.008
imdb,tvdb,D6,qwen2.5-ft-p2 U qwen2.5-tf-p2,887.8514313697815,0.6040322580645161,0.8359375,0.701310861423221,1.0,vector_based_examples_dict_2,1240,0.14274193548387096,0.016129032258064516
imdb,tvdb,D6,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,887.8514313697815,0.584942084942085,0.6763392857142857,0.6273291925465838,1.0,vector_based_examples_dict_2,1036,0.15057915057915058,0.007722007722007722
imdb,tvdb,D6,qwen2.5-ft-p2 U qwen2.5-tf-p2,867.515697479248,0.5967617579028527,0.8638392857142857,0.7058823529411765,1.0,join_examples_dict_1,1297,0.14649190439475712,0.028527370855821126
imdb,tvdb,D6,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,867.515697479248,0.6024096385542169,0.78125,0.6802721088435374,1.0,join_examples_dict_1,1162,0.14457831325301204,0.013769363166953529
imdb,tvdb,D6,qwen2.5-ft-p2 U qwen2.5-tf-p2,860.6742136478424,0.597413096200485,0.8247767857142857,0.692920768870136,1.0,join_examples_dict_2,1237,0.14874696847210994,0.019401778496362168
imdb,tvdb,D6,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,860.6742136478424,0.5887600356824264,0.7366071428571429,0.6544372830937035,1.0,join_examples_dict_2,1121,0.14986619090098127,0.013380909901873328
imdb,tvdb,D6,llama3.1-ft-p2 U llama3.1-tf-p2,900.8472988605499,0.2611717974180735,0.8805803571428571,0.40285933112075567,0.9979456075132069,vector_based_examples_dict_1,3021,0.4048328368090036,0.3508771929824561
imdb,tvdb,D6,llama3.1-ft-p2 ∩ llama3.1-tf-p2,900.8472988605499,0.3933495539334955,0.5412946428571429,0.4556129638327853,0.9979456075132069,vector_based_examples_dict_1,1233,0.22384428223844283,0.1516626115166261
imdb,tvdb,D6,llama3.1-ft-p2 U llama3.1-tf-p2,920.8407306671143,0.28698935805012016,0.9330357142857143,0.43896035704909425,0.9994130307180592,vector_based_examples_dict_2,2913,0.38070717473395127,0.3237212495708891
imdb,tvdb,D6,llama3.1-ft-p2 ∩ llama3.1-tf-p2,920.8407306671143,0.4484038604305865,0.6741071428571429,0.538564422648239,0.9994130307180592,vector_based_examples_dict_2,1347,0.2167780252412769,0.1321455085374907
imdb,tvdb,D6,llama3.1-ft-p2 U llama3.1-tf-p2,910.0605261325836,0.29882604055496265,0.9375,0.4531966549770704,0.9949129328898454,join_examples_dict_1,2811,0.3617929562433298,0.3311988616150836
imdb,tvdb,D6,llama3.1-ft-p2 ∩ llama3.1-tf-p2,910.0605261325836,0.4632,0.6462053571428571,0.5396085740913327,0.9949129328898454,join_examples_dict_1,1250,0.1768,0.1232
imdb,tvdb,D6,llama3.1-ft-p2 U llama3.1-tf-p2,899.5816693305969,0.2704065553104318,0.9575892857142857,0.4217252396166134,0.9972608100176092,join_examples_dict_2,3173,0.39426410337220297,0.36463914276709736
imdb,tvdb,D6,llama3.1-ft-p2 ∩ llama3.1-tf-p2,899.5816693305969,0.4234728894989705,0.6886160714285714,0.5244368890777731,0.9972608100176092,join_examples_dict_2,1457,0.21413864104323954,0.16060398078242966
imdb,tvdb,D6,orca2-ft-p2 U orca2-tf-p2,653.6550953388214,0.48153967007069914,0.6841517857142857,0.5652374366067312,0.9990217178634317,vector_based_examples_dict_1,1273,0.1791044776119403,0.13668499607227022
imdb,tvdb,D6,orca2-ft-p2 ∩ orca2-tf-p2,653.6550953388214,0.6329113924050633,0.33482142857142855,0.43795620437956206,0.9990217178634317,vector_based_examples_dict_1,474,0.0970464135021097,0.0759493670886076
imdb,tvdb,D6,orca2-ft-p2 U orca2-tf-p2,742.8732507228851,0.3581508515815085,0.8214285714285714,0.49881396136902745,0.9723146155351203,vector_based_examples_dict_2,2055,0.2798053527980535,0.25255474452554744
imdb,tvdb,D6,orca2-ft-p2 ∩ orca2-tf-p2,742.8732507228851,0.5619469026548672,0.4252232142857143,0.4841168996188056,0.9723146155351203,vector_based_examples_dict_2,678,0.07669616519174041,0.08259587020648967
imdb,tvdb,D6,orca2-ft-p2 U orca2-tf-p2,646.6286749839783,0.576725025746653,0.625,0.5998928762720943,0.9982390921541774,join_examples_dict_1,971,0.16374871266735325,0.11328527291452112
imdb,tvdb,D6,orca2-ft-p2 ∩ orca2-tf-p2,646.6286749839783,0.7042889390519187,0.3482142857142857,0.46601941747572817,0.9982390921541774,join_examples_dict_1,443,0.0654627539503386,0.04740406320541761
imdb,tvdb,D6,orca2-ft-p2 U orca2-tf-p2,643.9513649940491,0.388295165394402,0.8515625,0.5333799370849354,0.9968694971629818,join_examples_dict_2,1965,0.28956743002544527,0.26157760814249365
imdb,tvdb,D6,orca2-ft-p2 ∩ orca2-tf-p2,643.9513649940491,0.4911392405063291,0.6495535714285714,0.5593464680442095,0.9968694971629818,join_examples_dict_2,1185,0.20506329113924052,0.13839662447257384
imdb,tvdb,D6,openhermes-ft-p2 U openhermes-tf-p2,661.8764498233795,0.4806451612903226,0.8314732142857143,0.6091578086672118,1.0,vector_based_examples_dict_1,1550,0.2,0.10193548387096774
imdb,tvdb,D6,openhermes-ft-p2 ∩ openhermes-tf-p2,661.8764498233795,0.5674019607843137,0.5167410714285714,0.5408878504672897,1.0,vector_based_examples_dict_1,816,0.12867647058823528,0.014705882352941176
imdb,tvdb,D6,openhermes-ft-p2 U openhermes-tf-p2,683.402589559555,0.48378191856452724,0.7823660714285714,0.5978678038379531,1.0,vector_based_examples_dict_2,1449,0.1932367149758454,0.0945479641131815
imdb,tvdb,D6,openhermes-ft-p2 ∩ openhermes-tf-p2,683.402589559555,0.5433526011560693,0.5245535714285714,0.5337876206700738,1.0,vector_based_examples_dict_2,865,0.13872832369942195,0.021965317919075144
imdb,tvdb,D6,openhermes-ft-p2 U openhermes-tf-p2,657.8023228645325,0.4542124542124542,0.6919642857142857,0.5484298982750995,1.0,join_examples_dict_1,1365,0.1912087912087912,0.11794871794871795
imdb,tvdb,D6,openhermes-ft-p2 ∩ openhermes-tf-p2,657.8023228645325,0.5095828635851184,0.5044642857142857,0.50701065619742,1.0,join_examples_dict_1,887,0.1600901916572717,0.010146561443066516
imdb,tvdb,D6,openhermes-ft-p2 U openhermes-tf-p2,641.3724608421326,0.4816,0.671875,0.5610438024231128,1.0,join_examples_dict_2,1250,0.188,0.0936
imdb,tvdb,D6,openhermes-ft-p2 ∩ openhermes-tf-p2,641.3724608421326,0.4945717732207479,0.4575892857142857,0.4753623188405797,1.0,join_examples_dict_2,829,0.1773220747889023,0.015681544028950542
