dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,weights_extracted_from
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2311.4592328071594,0.7994480220791168,0.9554700384826827,0.8705234159779615,1.0,vector_based_examples_dict_1,2174,MetaBlocking-Method
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2311.4592328071594,0.8135845314823996,0.9021440351841671,0.8555787278415016,1.0,vector_based_examples_dict_1,2017,MetaBlocking-Method
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2311.459233045578,0.8490658800393314,0.9494227597581089,0.8964443290942123,1.0,vector_based_examples_dict_1,2034,distilroberta
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2311.459233045578,0.8509865005192108,0.9010445299615173,0.8753004005340453,1.0,vector_based_examples_dict_1,1926,distilroberta
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2213.4318051338196,0.8058877644894205,0.9631665750412315,0.8775356874530428,1.0,vector_based_examples_dict_2,2174,MetaBlocking-Method
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2213.4318051338196,0.8314769975786925,0.9439252336448598,0.884140061791967,1.0,vector_based_examples_dict_2,2065,MetaBlocking-Method
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2213.431794166565,0.8518518518518519,0.9483232545354591,0.8975026014568158,1.0,vector_based_examples_dict_2,2025,distilroberta
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2213.431794166565,0.8577844311377245,0.9450247388675096,0.8992937483651583,1.0,vector_based_examples_dict_2,2004,distilroberta
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2209.134808063507,0.8022181146025879,0.954370533260033,0.8717047451669596,1.0,join_examples_dict_1,2164,MetaBlocking-Method
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2209.134808063507,0.8191027496382055,0.9334799340296867,0.8725590955806783,1.0,join_examples_dict_1,2073,MetaBlocking-Method
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2209.134808063507,0.8515586343394359,0.9461242440901594,0.8963541666666667,1.0,join_examples_dict_1,2021,distilroberta
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2209.134808063507,0.8547821732598898,0.9384277075316108,0.8946540880503144,1.0,join_examples_dict_1,1997,distilroberta
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2208.000058889389,0.8144186046511628,0.9626168224299065,0.8823381204333586,1.0,join_examples_dict_2,2150,MetaBlocking-Method
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2208.000058889389,0.8300433317284545,0.9477735019241341,0.8850102669404517,1.0,join_examples_dict_2,2077,MetaBlocking-Method
imdb,tmdb,D5,gemma3n-ft-p2 U gemma3n-tf-p2,2208.000053882599,0.8507905138339921,0.9466739967014843,0.8961748633879781,1.0,join_examples_dict_2,2024,distilroberta
imdb,tmdb,D5,gemma3n-ft-p2 ∩ gemma3n-tf-p2,2208.000053882599,0.85628442663996,0.9400769653655855,0.8962264150943396,1.0,join_examples_dict_2,1997,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,920.850038766861,0.8364779874213837,0.9505222649807586,0.889861039629439,1.0,vector_based_examples_dict_1,2067,MetaBlocking-Method
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,920.850038766861,0.8503331624807791,0.9120395821880154,0.880106100795756,1.0,vector_based_examples_dict_1,1951,MetaBlocking-Method
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,920.8500456809998,0.8493702770780857,0.9268829026937878,0.886435331230284,1.0,vector_based_examples_dict_1,1985,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,920.8500456809998,0.8583420776495279,0.8993952721275426,0.8783892617449665,1.0,vector_based_examples_dict_1,1906,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,916.619503736496,0.8355754857997011,0.9219351291918637,0.876633559853633,1.0,vector_based_examples_dict_2,2007,MetaBlocking-Method
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,916.619503736496,0.8502673796791443,0.874106652006597,0.8620222282461372,1.0,vector_based_examples_dict_2,1870,MetaBlocking-Method
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,916.6195042133331,0.855879292403746,0.9043430456294668,0.8794439989307672,1.0,vector_based_examples_dict_2,1922,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,916.6195042133331,0.8612021857923498,0.8664101154480484,0.8637983009043574,1.0,vector_based_examples_dict_2,1830,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,919.7534799575806,0.8101023017902813,0.6965365585486532,0.7490393142181496,1.0,join_examples_dict_1,1564,MetaBlocking-Method
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,919.7534799575806,0.8227665706051873,0.6278174821330401,0.712192079825382,1.0,join_examples_dict_1,1388,MetaBlocking-Method
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,919.7534837722778,0.8325519089082385,0.6833424958768554,0.7506038647342995,1.0,join_examples_dict_1,1493,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,919.7534837722778,0.8328424153166422,0.6217702034084662,0.7119924457034938,1.0,join_examples_dict_1,1358,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,915.6626844406128,0.8282051282051283,0.8878504672897196,0.8569912443618997,1.0,join_examples_dict_2,1950,MetaBlocking-Method
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,915.6626844406128,0.8402439024390244,0.7575590984057174,0.7967620699624168,1.0,join_examples_dict_2,1640,MetaBlocking-Method
imdb,tmdb,D5,qwen2.5-ft-p2 U qwen2.5-tf-p2,915.6626839637756,0.8479657387580299,0.8708081363386476,0.8592351505288853,1.0,join_examples_dict_2,1868,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2 ∩ qwen2.5-tf-p2,915.6626839637756,0.8517133956386292,0.7515118196811434,0.798481308411215,1.0,join_examples_dict_2,1605,distilroberta
