dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,weights_extracted_from
abt,buy,D2,gemma3n-z-p2,402.21614122390747,86.56215005599104,72.65037593984962,78.99846704138987,1.0,vector_based_examples_dict_1,893,MetaBlocking-Method
abt,buy,D2,gemma3n-z-p2,402.2654616832733,94.57364341085271,80.26315789473685,86.83274021352314,1.0,vector_based_examples_dict_1,903,distilroberta
abt,buy,D2,gemma3n-ft-p2,522.8895311355591,87.5139353400223,73.7781954887218,80.06119326874044,1.0,vector_based_examples_dict_1,897,MetaBlocking-Method
abt,buy,D2,gemma3n-ft-p2,522.8894650936127,94.35840707964603,80.16917293233082,86.68699186991869,1.0,vector_based_examples_dict_1,904,distilroberta
abt,buy,D2,gemma3n-tf-p2,522.9795174598694,89.37853107344634,74.3421052631579,81.16983068240124,1.0,vector_based_examples_dict_1,885,MetaBlocking-Method
abt,buy,D2,gemma3n-tf-p2,522.9796409606934,95.372460496614,79.4172932330827,86.66666666666669,1.0,vector_based_examples_dict_1,886,distilroberta
abt,buy,D2,qwen2.5-z-p2,220.61990094184878,95.4601226993865,73.1203007518797,82.81000532197977,1.0,vector_based_examples_dict_1,815,MetaBlocking-Method
abt,buy,D2,qwen2.5-z-p2,220.6196541786194,97.68009768009767,75.18796992481202,84.97079129049389,1.0,vector_based_examples_dict_1,819,distilroberta
abt,buy,D2,qwen2.5-ft-p2,224.0266239643097,96.83143219264892,71.80451127819549,82.46087425796006,1.0,vector_based_examples_dict_1,789,MetaBlocking-Method
abt,buy,D2,qwen2.5-ft-p2,224.02688097953796,97.9721166032953,72.65037593984962,83.43227199136535,1.0,vector_based_examples_dict_1,789,distilroberta
abt,buy,D2,qwen2.5-tf-p2,224.68139243125916,96.01930036188179,74.81203007518798,84.09931325937666,1.0,vector_based_examples_dict_1,829,MetaBlocking-Method
abt,buy,D2,qwen2.5-tf-p2,224.6812527179718,97.3365617433414,75.56390977443608,85.07936507936508,1.0,vector_based_examples_dict_1,826,distilroberta
abt,buy,D2,llama3.1-z-p2,225.65400338172913,85.52787663107948,67.76315789473685,75.61615102254852,1.0,vector_based_examples_dict_1,843,MetaBlocking-Method
abt,buy,D2,llama3.1-z-p2,225.7021095752716,93.72781065088758,74.43609022556392,82.97537977998952,1.0,vector_based_examples_dict_1,845,distilroberta
abt,buy,D2,llama3.1-ft-p2,228.859210729599,82.39999999999999,67.76315789473685,74.36823104693141,1.0,vector_based_examples_dict_1,875,MetaBlocking-Method
abt,buy,D2,llama3.1-ft-p2,228.8594090938568,93.25221238938053,79.22932330827066,85.67073170731707,1.0,vector_based_examples_dict_1,904,distilroberta
abt,buy,D2,llama3.1-tf-p2,229.32506418228147,77.5330396475771,66.16541353383458,71.39959432048681,1.0,vector_based_examples_dict_1,908,MetaBlocking-Method
abt,buy,D2,llama3.1-tf-p2,229.32464337348935,91.0752688172043,79.60526315789474,84.95486459378135,1.0,vector_based_examples_dict_1,930,distilroberta
abt,buy,D2,orca2-z-p2,182.72943353652957,91.14391143911439,69.64285714285714,78.95578050079914,1.0,vector_based_examples_dict_1,813,MetaBlocking-Method
abt,buy,D2,orca2-z-p2,182.7297093868256,96.7032967032967,74.43609022556392,84.12108337758895,1.0,vector_based_examples_dict_1,819,distilroberta
abt,buy,D2,orca2-ft-p2,190.10710334777832,91.53846153846153,67.10526315789474,77.44034707158352,0.9981957600360848,vector_based_examples_dict_1,780,MetaBlocking-Method
abt,buy,D2,orca2-ft-p2,190.107159614563,95.56962025316456,70.95864661654136,81.44552319309601,0.9981957600360848,vector_based_examples_dict_1,790,distilroberta
abt,buy,D2,orca2-tf-p2,189.55427527427673,88.51851851851852,67.38721804511279,76.52081109925294,0.9986468200270636,vector_based_examples_dict_1,810,MetaBlocking-Method
