dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,weights_extracted_from
tmdb,tvdb,D7,gemma3n-z-p2,1268.9048883914948,37.52609603340292,69.46859903381643,48.72924432395798,1.0,vector_based_examples_dict_1,1916,MetaBlocking-Method
tmdb,tvdb,D7,gemma3n-z-p2,1268.903127670288,51.89664650907092,91.20772946859903,66.15276804484932,1.0,vector_based_examples_dict_1,1819,distilroberta
tmdb,tvdb,D7,gemma3n-ft-p2,1923.0607047080994,45.25240384615385,72.7536231884058,55.7984438680993,1.0,vector_based_examples_dict_1,1664,MetaBlocking-Method
tmdb,tvdb,D7,gemma3n-ft-p2,1923.1086659431458,55.751673767498474,88.50241545893721,68.40926064227035,1.0,vector_based_examples_dict_1,1643,distilroberta
tmdb,tvdb,D7,gemma3n-tf-p2,1918.9127779006956,45.00594530321047,73.14009661835749,55.72322414427677,1.0,vector_based_examples_dict_1,1682,MetaBlocking-Method
tmdb,tvdb,D7,gemma3n-tf-p2,1918.910612106323,55.348557692307686,88.98550724637681,68.247499073731,1.0,vector_based_examples_dict_1,1664,distilroberta
tmdb,tvdb,D7,qwen2.5-z-p2,677.3966853618622,48.32175925925926,80.67632850241546,60.44154904089758,1.0,vector_based_examples_dict_1,1728,MetaBlocking-Method
tmdb,tvdb,D7,qwen2.5-z-p2,677.3960785865784,54.714784633294535,90.82125603864735,68.28913912095895,1.0,vector_based_examples_dict_1,1718,distilroberta
tmdb,tvdb,D7,qwen2.5-ft-p2,695.7748963832855,51.3953488372093,85.41062801932368,64.1742286751361,1.0,vector_based_examples_dict_1,1720,MetaBlocking-Method
tmdb,tvdb,D7,qwen2.5-ft-p2,695.8235807418823,55.02055196711685,90.53140096618357,68.44411979547114,1.0,vector_based_examples_dict_1,1703,distilroberta
tmdb,tvdb,D7,qwen2.5-tf-p2,698.79021692276,50.34642032332564,84.2512077294686,63.028550777014814,1.0,vector_based_examples_dict_1,1732,MetaBlocking-Method
tmdb,tvdb,D7,qwen2.5-tf-p2,698.790540933609,54.927113702623906,91.01449275362319,68.50909090909092,1.0,vector_based_examples_dict_1,1715,distilroberta
tmdb,tvdb,D7,llama3.1-z-p2,707.174590587616,33.633633633633636,64.92753623188405,44.312561819980225,0.999512670565302,vector_based_examples_dict_1,1998,MetaBlocking-Method
tmdb,tvdb,D7,llama3.1-z-p2,707.1718106269836,50.6578947368421,89.27536231884058,64.63798530954878,0.999512670565302,vector_based_examples_dict_1,1824,distilroberta
tmdb,tvdb,D7,llama3.1-ft-p2,720.0425717830658,37.96240145542753,60.48309178743961,46.6467958271237,0.9957764782326186,vector_based_examples_dict_1,1649,MetaBlocking-Method
tmdb,tvdb,D7,llama3.1-ft-p2,719.9922254085541,50.85865257595773,74.39613526570048,60.41584935268733,0.9957764782326186,vector_based_examples_dict_1,1514,distilroberta
tmdb,tvdb,D7,llama3.1-tf-p2,723.6787009239197,31.463539010708825,59.613526570048315,41.18825100133511,0.9998375568551008,vector_based_examples_dict_1,1961,MetaBlocking-Method
tmdb,tvdb,D7,llama3.1-tf-p2,723.6733462810516,50.39863325740319,85.5072463768116,63.41812970261556,0.9998375568551008,vector_based_examples_dict_1,1756,distilroberta
tmdb,tvdb,D7,orca2-z-p2,569.1134593486786,48.958953004164194,79.5169082125604,60.603829160530196,0.9969135802469136,vector_based_examples_dict_1,1681,MetaBlocking-Method
tmdb,tvdb,D7,orca2-z-p2,569.1623735427856,55.72289156626506,89.3719806763285,68.64564007421151,0.9969135802469136,vector_based_examples_dict_1,1660,distilroberta
tmdb,tvdb,D7,orca2-ft-p2,589.3547713756561,48.95688456189152,68.01932367149759,56.93489688637283,0.992040285899935,vector_based_examples_dict_1,1438,MetaBlocking-Method
tmdb,tvdb,D7,orca2-ft-p2,589.3541209697723,56.1711079943899,77.39130434782608,65.0954896383584,0.992040285899935,vector_based_examples_dict_1,1426,distilroberta
tmdb,tvdb,D7,orca2-tf-p2,580.7977447509766,48.04347826086956,64.05797101449275,54.90683229813664,0.998862897985705,vector_based_examples_dict_1,1380,MetaBlocking-Method
tmdb,tvdb,D7,orca2-tf-p2,580.7971911430359,55.09293680297398,71.59420289855073,62.26890756302522,0.998862897985705,vector_based_examples_dict_1,1345,distilroberta
tmdb,tvdb,D7,openhermes-z-p2,558.4222650527954,42.346666666666664,76.71497584541062,54.57044673539519,1.0,vector_based_examples_dict_1,1875,MetaBlocking-Method
