D1,D2,responses,s-weight,weight
0,19009,False,0.619845986366272,0.0002084623049936
0,21897,False,0.0,0.0002084623049936
0,9462,False,0.0,0.0002553131389194
1,17828,False,0.7381578087806702,0.0005646924393157
1,1643,False,0.0,0.0019920476822239
1,16447,False,0.8553825616836548,0.0002716428657578
2,11472,False,0.0,0.0020690147215059
2,3384,False,0.0,0.0020690147215059
2,18028,False,0.774563729763031,3.965332746895559e-05
3,10299,False,0.0,0.000668153104781
3,4378,True,0.8530861735343933,5.302802418897309e-05
3,21424,False,0.8342201709747314,0.0004980119205559
4,11725,False,0.7298694849014282,7.939749312153186e-05
5,6047,False,0.0,8.495802634210858e-05
5,20932,True,0.8716970086097717,0.0046664899508666
5,10422,True,0.745769202709198,0.002538365412834
6,9015,True,0.9673612713813782,6.7630088842497705e-06
7,1303,True,0.834133505821228,0.0081104362433904
7,7226,False,0.0,0.0026650089544451
7,21840,False,0.5442949533462524,0.0002577020039126
8,2263,False,0.5938400030136108,9.555497043061452e-05
8,18908,False,0.7976323366165161,2.963033849010234e-05
8,10780,False,0.0,0.0004990968529306
9,2456,True,0.8457511067390442,0.0001130677821102
9,476,False,0.0,5.747805179575947e-05
10,15905,False,0.5270434617996216,7.977983064442326e-05
10,12841,False,0.0,7.977983064442326e-05
10,14740,False,0.0,7.977983064442326e-05
11,7783,False,0.0,0.0001180562672201
11,7666,False,0.0,0.0003935208907339
11,3541,False,0.0,0.0004250511420422
12,6062,False,0.0,0.0005249506569572
12,401,False,0.0,2.413914714999916e-05
13,9360,False,0.5593277812004089,0.0001077806500506
13,12285,False,0.7328238487243652,0.0002240064457438
14,1699,False,0.8769415616989136,6.375808599442058e-05
15,17810,False,0.918223798274994,5.456538672786972e-05
15,17364,False,0.9467528462409972,5.456538672786972e-05
15,4282,True,0.9089162349700928,5.456538672786972e-05
16,7991,False,0.0,0.00010314036906
16,3241,False,0.0,6.969414512538304e-05
17,11721,False,0.0,9.126808071427712e-05
17,1761,False,0.0,0.0002414726442081
18,2734,False,0.0,9.908588852794144e-05
18,11026,False,0.0,0.0016929013265361
19,19596,False,0.768129289150238,0.0010101525445522
19,17429,True,0.8409780263900757,3.3354093452195634e-05
19,13057,True,0.726723313331604,5.747126436781609e-05
20,16161,False,0.0,0.0005510833927217
20,11936,False,0.0,8.73402751347792e-05
20,16837,False,0.8289142847061157,0.0005510833927217
21,14835,False,0.7614927291870117,2.9488370717337368e-05
21,7853,False,0.843660831451416,3.699492029507539e-05
22,21284,False,0.7883743643760681,4.280307392170385e-05
22,17882,False,0.9220693707466124,3.720238095238095e-05
22,17391,False,0.9121303558349608,3.720238095238095e-05
23,20955,False,0.0,0.0001722704647072
23,643,False,0.0,0.0002224002136181
23,8253,False,0.0,0.0002731117123407
24,13450,False,0.4565299749374389,0.0002674618086463
24,12804,False,0.710309624671936,0.0001614923142973
24,10757,False,0.5387718677520752,0.0001614923142973
25,6984,True,0.8927911520004272,0.0032224549634855
25,2544,False,0.6970430016517639,0.0001039501601124
25,21826,False,0.814153790473938,5.120601579687593e-05
26,15322,False,0.6035081148147583,0.0003741305720563
