,D1,D2,responses,weight
0,0,4407,False,0.2666787612158107
1,0,8365,False,0.0
2,0,15113,False,0.2722178614686481
3,1,16720,True,0.4313088035290418
4,1,16447,False,0.4065987956759849
5,1,7147,False,0.0
6,2,18949,False,0.0
7,2,18028,False,0.3976133679861513
8,2,16495,True,0.4765187702495964
9,3,21424,False,0.4022409138923945
10,3,4378,True,0.4803335705351552
11,3,4377,False,0.0
12,4,14172,False,0.2910711189559382
13,4,14048,False,0.0
14,4,1470,False,0.0
15,5,20932,True,0.4749174720869308
16,5,10424,False,0.0
17,5,10422,False,0.327567640827119
18,6,13023,False,0.0
19,6,9015,True,0.4488655290372549
20,6,3047,False,0.3719171526308684
21,7,19193,False,0.2788386702307703
22,7,17995,False,0.0
23,7,1303,True,0.5060240963855421
24,8,19470,False,0.463343394140887
25,8,10248,False,0.0
26,8,349,True,0.528223277359081
27,9,10846,False,0.2503130871608794
28,9,10052,False,0.0
29,9,2456,True,0.2741465395665704
30,10,21365,False,0.3274230937990495
31,10,20208,False,0.3250576131959479
32,10,3494,False,0.0
33,11,12797,False,0.2431273205363943
34,11,2830,False,0.224627838666293
35,11,2816,False,0.0
36,12,7686,False,0.0
37,12,5666,False,0.0
38,12,3691,False,0.0
39,13,12081,False,0.360288346061446
40,13,7532,False,0.0
41,13,1627,False,0.3888888888888889
42,14,13616,False,0.0
43,14,1699,False,0.6959937112104427
44,14,1698,False,0.4688517583860896
45,15,17810,False,0.6610936902417277
46,15,17364,True,0.7220072577520033
47,15,4282,False,0.0
48,16,15183,True,0.4046310373620458
49,16,15182,False,0.425287356321839
50,16,13230,False,0.0
51,17,21288,False,0.2392395479928344
52,17,18816,False,0.0
53,17,18014,False,0.0
54,18,17423,False,0.3252736831667506
55,18,10879,True,0.3680373690492888
56,18,4881,False,0.0
57,19,17429,True,0.5493703305977613
58,19,11239,False,0.5058399550750968
59,19,6596,False,0.0
60,20,16837,True,0.502793317823715
61,20,2791,False,0.0
62,20,14080,False,0.0
63,21,12925,False,0.4910501993413254
64,21,8915,False,0.0
65,21,7853,True,0.5108985546879944
66,22,20961,False,0.6074713990454064
67,22,17882,True,0.6592611948214577
68,22,17391,False,0.0
69,23,19216,False,0.3953477463074335
70,23,14262,True,0.3896505535597371
