,D1,D2,responses,s-weight
0,3,436,True,0.5121687650680542
1,4,2284,False,0.5919520854949951
2,8,3335,False,0.0
3,9,890,True,0.7437613606452942
4,10,1484,False,0.5805370211601257
5,10,5104,True,0.763752281665802
6,11,73,True,0.5308917164802551
7,19,1263,True,0.7274896502494812
8,21,4889,True,0.7204132080078125
9,23,5026,True,0.8474622964859009
10,26,5190,True,0.7632163763046265
11,27,5834,False,0.5460893511772156
12,30,759,False,0.0
13,31,3869,True,0.6939626932144165
14,33,2688,False,0.0
15,33,1494,True,0.8688443899154663
16,33,4089,False,0.4720751941204071
17,34,2605,True,0.6510984897613525
18,37,1450,True,0.5830063819885254
19,40,2930,True,0.6639564037322998
20,41,1694,True,0.8483496308326721
21,42,734,True,0.598915696144104
22,44,2757,True,0.7262867093086243
23,45,3384,False,0.0
24,45,2168,True,0.8029116988182068
25,49,4413,True,0.6892825961112976
26,50,3695,True,0.7679340839385986
27,54,46,True,0.6520261764526367
28,58,1668,True,0.6926147937774658
29,59,5832,False,0.427620530128479
30,59,6037,False,0.0
31,64,2415,True,0.8266816735267639
32,64,1432,False,0.0
33,66,4373,True,0.7126305103302002
34,68,4927,True,0.7524594068527222
35,69,738,True,0.5936456918716431
36,73,5312,True,0.5640683770179749
37,75,1437,True,0.8596277832984924
38,77,5547,True,0.6893410682678223
39,79,3271,True,0.8784659504890442
40,81,5921,True,0.9195994138717652
41,82,1005,True,0.7651561498641968
42,82,5050,False,0.3989185392856598
43,83,76,True,0.5299309492111206
44,89,3288,False,0.5895030498504639
45,90,5260,True,0.7828311920166016
46,91,2658,False,0.0
47,91,2756,True,0.7655919790267944
48,92,4449,False,0.0
49,92,1696,False,0.0
50,92,554,False,0.0
51,95,971,False,0.0
52,95,3319,True,0.6821219325065613
53,99,3085,True,0.6566583514213562
54,100,2766,True,0.665969729423523
55,100,1320,False,0.0
56,102,2294,False,0.0
57,110,3604,True,0.728653073310852
58,111,3685,True,0.5479689836502075
59,111,2113,False,0.0
60,112,2376,True,0.3263565003871918
61,114,5191,True,0.8782569169998169
62,114,3692,False,0.0
63,115,3616,True,0.6682067513465881
64,118,805,True,0.6342483758926392
65,119,1251,True,0.7331428527832031
66,120,3948,True,0.6643410325050354
67,126,2765,True,0.614250123500824
68,127,3872,True,0.6925628781318665
69,129,1443,True,0.6518833041191101
70,131,4824,False,0.3501973152160644
71,132,5946,False,0.0
72,132,1689,False,0.0
73,132,1930,True,0.8992794752120972
74,136,1461,True,0.7371390461921692
75,138,41,True,0.8456442356109619
76,139,1810,True,0.5977203845977783
