D1,D2,responses,weight,s-weight
3,436,True,0.1,0.5121687650680542
4,2284,True,0.1,0.5919520854949951
8,3335,True,0.1,0.0
9,890,True,0.1,0.7437613606452942
10,1484,False,0.1,0.5805370211601257
10,5104,True,0.1,0.763752281665802
11,73,True,0.1,0.5308917164802551
19,1263,True,0.2,0.7274896502494812
21,4889,True,0.1,0.7204132080078125
23,5026,True,0.1,0.8474622964859009
26,5190,True,0.1,0.7632163763046265
27,5834,True,0.1,0.5460893511772156
30,759,True,0.1,0.0
31,3869,True,0.1,0.6939626932144165
33,2688,False,0.1,0.0
33,1494,True,0.1,0.8688443899154663
33,4089,False,0.1,0.4720751941204071
34,2605,True,0.1,0.6510984897613525
37,1450,True,0.1,0.5830063819885254
40,2930,True,0.2,0.6639564037322998
41,1694,True,0.1,0.8483496308326721
42,734,True,0.1,0.598915696144104
44,2757,True,0.1,0.7262867093086243
45,3384,True,0.1,0.0
45,2168,True,0.1,0.8029116988182068
49,4413,True,0.1,0.6892825961112976
50,3695,True,0.1,0.7679340839385986
54,46,True,0.1,0.6520261764526367
58,1668,True,0.2,0.6926147937774658
59,5832,True,0.1,0.427620530128479
59,6037,False,0.1,0.0
64,2415,True,0.1,0.8266816735267639
64,1432,False,0.1,0.0
66,4373,True,0.1,0.7126305103302002
68,4927,True,0.1,0.7524594068527222
69,738,True,0.1,0.5936456918716431
73,5312,True,0.1,0.5640683770179749
75,1437,True,0.1,0.8596277832984924
77,5547,True,0.1,0.6893410682678223
79,3271,True,0.1,0.8784659504890442
81,5921,True,0.1,0.9195994138717651
82,1005,True,0.1,0.7651561498641968
82,5050,False,0.2,0.3989185392856598
83,76,True,0.1,0.5299309492111206
89,3288,False,0.1,0.5895030498504639
90,5260,True,0.1,0.7828311920166016
91,2658,False,0.1,0.0
91,2756,True,0.1,0.7655919790267944
92,4449,False,0.1,0.0
92,1696,False,0.1,0.0
92,554,True,0.1,0.0
95,971,False,0.1,0.0
95,3319,True,0.1,0.6821219325065613
99,3085,True,0.1,0.6566583514213562
100,2766,True,0.2,0.665969729423523
100,1320,False,0.2,0.0
102,2294,True,0.1,0.0
110,3604,True,0.1,0.728653073310852
111,3685,True,0.1,0.5479689836502075
111,2113,True,0.1,0.0
112,2376,True,0.1,0.3263565003871918
114,5191,True,0.1,0.8782569169998169
114,3692,False,0.1,0.0
115,3616,True,0.1,0.6682067513465881
118,805,True,0.1,0.6342483758926392
119,1251,True,0.1,0.7331428527832031
120,3948,True,0.2,0.6643410325050354
126,2765,True,0.3,0.614250123500824
127,3872,True,0.1,0.6925628781318665
129,1443,True,0.1,0.6518833041191101
131,4824,False,0.2,0.35019731521606445
132,5946,False,0.1,0.0
132,1689,False,0.1,0.0
132,1930,True,0.1,0.8992794752120972
136,1461,True,0.1,0.7371390461921692
138,41,True,0.1,0.8456442356109619
139,1810,True,0.1,0.5977203845977783
143,829,True,0.1,0.8924022316932678
143,3880,False,0.1,0.0
145,5423,False,0.1,0.5407772064208984
147,1924,True,0.2,0.693516731262207
151,5124,True,0.1,0.5967887043952942
156,1049,True,0.1,0.8567301034927368
158,4906,False,0.1,0.4907398223876953
159,5522,True,0.1,0.46878111362457275
160,3999,True,0.1,0.7067943215370178
161,1356,True,0.1,0.6494203209877014
163,5138,True,0.1,0.6325780153274536
166,3115,False,0.1,0.0
167,2452,False,0.1,0.0
168,5320,False,0.1,0.0
168,4930,True,0.1,0.0
169,3047,True,0.1,0.5312545299530029
170,5834,False,0.1,0.45158255100250244
170,1000,False,0.1,0.5859105587005615
173,3564,True,0.1,0.5394473671913147
175,1571,False,0.1,0.4946780800819397
175,4589,True,0.2,0.8538366556167603
177,256,True,0.1,0.6545331478118896
180,1330,True,0.3,0.6722639203071594
183,3170,True,0.1,0.5531246662139893
184,1470,True,0.1,0.6622433066368103
186,1803,True,0.1,0.4878041446208954
186,4560,False,0.1,0.0
186,5419,False,0.1,0.0
187,5337,False,0.1,0.4997105002403259
188,4610,True,0.1,0.6961753964424133
189,4557,True,0.1,0.5585716366767883
189,5845,False,0.1,0.0
191,3586,False,0.1,0.4332160949707031
192,3081,False,0.1,0.0
193,4188,True,0.1,0.8518941402435303
194,3714,False,0.1,0.44362664222717285
194,670,True,0.2,0.6851839423179626
203,3859,True,0.1,0.5622342228889465
204,4858,True,0.1,0.0
204,4029,True,0.1,0.0
204,3306,False,0.1,0.0
204,4046,False,0.1,0.0
207,4285,False,0.1,0.0
207,2505,True,0.1,0.771669864654541
207,4104,False,0.1,0.0
213,4230,True,0.1,0.6248139142990112
216,2503,True,0.1,0.8822300434112549
216,2037,False,0.1,0.5190014839172363
217,1085,True,0.1,0.5971007943153381
218,4178,True,0.1,0.8148720264434814
219,2624,True,0.1,0.6730027198791504
221,2292,True,0.1,0.5808855891227722
223,4173,True,0.1,0.4617413878440857
223,303,True,0.1,0.44038426876068115
226,4202,True,0.1,0.7008559703826904
227,5995,False,0.1,0.0
227,454,True,0.1,0.7502763867378235
228,5922,True,0.1,0.48565909266471863
229,796,False,0.1,0.48216214776039124
232,5603,True,0.2,0.7692371606826782
235,6053,True,0.1,0.6612969636917114
236,3268,True,0.1,0.6067936420440674
239,1554,True,0.1,0.8314616084098816
241,1188,True,0.1,0.5874160528182983
242,4309,False,0.1,0.0
242,4401,True,0.1,0.0
244,4870,False,0.1,0.4489595592021942
244,1676,True,0.1,0.7286046743392944
247,468,True,0.1,0.5416269898414612
247,4574,False,0.1,0.0
248,3176,False,0.1,0.0
248,5955,False,0.1,0.0
248,4790,True,0.1,0.7393373250961304
249,2434,True,0.1,0.0
251,1482,True,0.1,0.7335309982299805
252,1200,True,0.1,0.6456577181816101
253,5693,False,0.1,0.0
255,5227,True,0.1,0.8508090972900391
255,4979,False,0.1,0.0
257,1893,True,0.1,0.6486913561820984
257,2393,False,0.2,0.46082526445388794
262,2768,True,0.1,0.6124359369277954
266,5570,True,0.1,0.0
268,5377,True,0.1,0.517465353012085
269,4381,True,0.1,0.7170242071151733
269,5693,False,0.1,0.5005667805671692
270,6027,False,0.1,0.4598073959350586
270,5807,False,0.1,0.5349398851394653
271,5894,False,0.1,0.6030470728874207
272,5943,False,0.1,0.5585943460464478
273,4482,False,0.1,0.5342926383018494
273,225,True,0.1,0.8003201484680176
273,5686,False,0.2,0.46999359130859375
274,2307,True,0.1,0.863257646560669
275,2517,True,0.2,0.5356848835945129
276,182,True,0.1,0.8230186700820923
282,1881,True,0.1,0.6169966459274292
284,5473,False,0.1,0.0
284,998,True,0.1,0.5176386833190918
284,3929,False,0.1,0.0
284,4523,False,0.2,0.0
285,5205,True,0.2,0.74761962890625
286,189,True,0.1,0.45322418212890625
287,714,True,0.1,0.7659786343574524
288,344,True,0.1,0.4767031967639923
289,139,True,0.2,0.531420886516571
290,6036,False,0.1,0.0
