D1,D2,responses,weight,s-weight
3,436,Answer: False,0.1,0.5121687650680542
4,2284,Answer: False,0.1,0.5919520854949951
8,3335,The records refer to the same entity (the investigation) in Example 3,0.1,0.0
9,890,Answer: True,0.1,0.7437613606452942
10,1484,False,0.1,0.5805370211601257
10,5104,Answer: True,0.1,0.763752281665802
11,73,"Record 1: Lost - The Story of Two Worlds - Season 5 - Episode 15 (Special Features) - Behind the Scenes - Exclusive Footage - Sayid actor,miscellaneous, 2009-12-14 General Entertainment",0.1,0.5308917164802551
19,1263,Answer: False,0.2,0.7274896502494812
21,4889,Example 3:,0.1,0.7204132080078125
23,5026,False,0.1,0.8474622964859009
26,5190,Answer: False,0.1,0.7632163763046265
27,5834,"False, as ""A Shot in the Dark"" refers to two different entities - an episode of a TV show and a film/TV production",0.1,0.5460893511772156
30,759,Answer: False,0.1,0.0
31,3869,"Answer: False, as the first record includes birth and death dates for Don Megowan, while the second record only includes his name",0.1,0.6939626932144165
33,2688,False,0.1,0.0
33,1494,"Both records refer to the same entity, therefore the answer is True",0.1,0.8688443899154663
33,4089,False,0.1,0.4720751941204071
34,2605,Answer: True,0.1,0.6510984897613525
37,1450,Answer: True,0.1,0.5830063819885254
40,2930,False,0.2,0.6639564037322998
41,1694,Answer: False,0.1,0.8483496308326721
42,734,"Answer: False, as the first record lists multiple roles (production designer, director, and art director) for Boris Blank, while the second record only lists his name",0.1,0.598915696144104
44,2757,Answer: True,0.1,0.7262867093086243
45,3384,"record 1 and record 2 both refer to Collin O'Neal, so the answer is: True",0.1,0.0
45,2168,"Record 1 and Record 2 both refer to the same entity, i",0.1,0.8029116988182068
49,4413,Answer: True,0.1,0.6892825961112976
50,3695,Answer: True,0.1,0.7679340839385986
54,46,Answer: False,0.1,0.6520261764526367
58,1668,"Answer: False if the second record only refers to a different role, project, or aspect of Maximilian Schell's career",0.2,0.6926147937774658
59,5832,Answer: False,0.1,0.427620530128479
59,6037,False,0.1,0.0
64,2415,Answer: False,0.1,0.8266816735267639
64,1432,False,0.1,0.0
