dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,D1_conflicts,D2_conflicts
imdb,tvdb,D6,gemma3n-z-p1,949.312565088272,0.46851654215581645,0.9669603524229075,0.6312005751258087,1.0,vector_based_examples_dict_1,1874,0.2502668089647812,0.0053361792956243
imdb,tvdb,D6,gemma3n-z-p2,902.70680642128,0.4348894348894349,0.974669603524229,0.601427115188583,1.0,vector_based_examples_dict_1,2035,0.2737100737100737,0.0113022113022113
imdb,tvdb,D6,gemma3n-ft-p1,1301.7184953689575,0.5215311004784688,0.960352422907489,0.6759689922480621,1.0,vector_based_examples_dict_1,1672,0.2386363636363636,0.0053827751196172
imdb,tvdb,D6,gemma3n-ft-p2,1222.702526807785,0.5197089144936325,0.9438325991189427,0.6703167774736019,1.0,vector_based_examples_dict_1,1649,0.2401455427531837,0.0054578532443905
imdb,tvdb,D6,gemma3n-tf-p1,1301.5422253608704,0.5311284046692607,0.9019823788546255,0.6685714285714286,1.0,vector_based_examples_dict_1,1542,0.2237354085603113,0.0032425421530479
imdb,tvdb,D6,gemma3n-tf-p2,1224.1963198184967,0.512912912912913,0.9405286343612335,0.6638165565487757,1.0,vector_based_examples_dict_1,1665,0.2306306306306306,0.003003003003003
imdb,tvdb,D6,qwen2.5-z-p1,470.9202580451965,0.5316631871955463,0.8414096916299559,0.6515991471215352,1.0,vector_based_examples_dict_1,1437,0.2199025748086291,0.0034794711203897
imdb,tvdb,D6,qwen2.5-z-p2,469.3494343757629,0.5433911882510013,0.8964757709251101,0.6766417290108063,1.0,vector_based_examples_dict_1,1498,0.2149532710280373,0.0026702269692923
imdb,tvdb,D6,qwen2.5-ft-p1,481.9673402309418,0.5303030303030303,0.6552863436123348,0.5862068965517241,1.0,vector_based_examples_dict_1,1122,0.2147950089126559,0.0008912655971479
imdb,tvdb,D6,qwen2.5-ft-p2,480.4881899356842,0.5409967845659164,0.7411894273127754,0.6254646840148699,1.0,vector_based_examples_dict_1,1244,0.2090032154340836,0.0008038585209003
imdb,tvdb,D6,qwen2.5-tf-p1,480.6769948005676,0.49776785714285715,0.736784140969163,0.5941385435168739,1.0,vector_based_examples_dict_1,1344,0.2455357142857142,0.0007440476190476
imdb,tvdb,D6,qwen2.5-tf-p2,480.0550901889801,0.5116279069767442,0.7268722466960352,0.6005459508644222,1.0,vector_based_examples_dict_1,1290,0.2341085271317829,0.0007751937984496
imdb,tvdb,D6,llama3.1-z-p1,486.3427710533142,0.26989741775733994,0.8403083700440529,0.4085676037483266,0.999252476172678,vector_based_examples_dict_1,2827,0.4138662893526706,0.0113194198797311
imdb,tvdb,D6,llama3.1-z-p2,481.98006534576416,0.25571236559139787,0.8381057268722467,0.3918640576725026,0.999252476172678,vector_based_examples_dict_1,2976,0.4223790322580645,0.012768817204301
imdb,tvdb,D6,llama3.1-ft-p1,494.0924508571625,0.3212045169385194,0.5638766519823789,0.40927258193445243,0.9994393571295084,vector_based_examples_dict_1,1594,0.3469259723964868,0.0106649937264742
imdb,tvdb,D6,llama3.1-ft-p2,493.8816888332367,0.27676588183029766,0.6861233480176211,0.3944286166508389,0.9927116426836106,vector_based_examples_dict_1,2239,0.4091112103617687,0.0107190710138454
imdb,tvdb,D6,llama3.1-tf-p1,493.69654297828674,0.24898785425101214,0.8127753303964758,0.381198347107438,1.0,vector_based_examples_dict_1,2964,0.4531039136302294,0.0168690958164642
imdb,tvdb,D6,llama3.1-tf-p2,494.0779764652252,0.23047375160051217,0.7929515418502202,0.35714285714285715,0.995141095122407,vector_based_examples_dict_1,3111,0.4660880745740919,0.0186435229829636
imdb,tvdb,D6,orca2-z-p1,344.19864678382874,0.4439288476411446,0.6321585903083701,0.5215810995002271,0.997383666604373,vector_based_examples_dict_1,1293,0.2552204176334107,0.0069605568445475
imdb,tvdb,D6,orca2-z-p2,337.7387912273407,0.522107243650047,0.6112334801762115,0.563165905631659,0.9998131190431696,vector_based_examples_dict_1,1063,0.1937911571025399,0.0056444026340545
imdb,tvdb,D6,orca2-ft-p1,357.68159914016724,0.43955223880597016,0.6486784140969163,0.5240213523131673,0.9971967856475424,vector_based_examples_dict_1,1339,0.2897684839432412,0.0149365197908887
imdb,tvdb,D6,orca2-ft-p2,352.9348952770233,0.46671709531013617,0.6795154185022027,0.5533632286995516,0.9998131190431696,vector_based_examples_dict_1,1322,0.273071104387292,0.0181543116490166
imdb,tvdb,D6,orca2-tf-p1,354.50603199005127,0.3609865470852018,0.5319383259911894,0.4300979519145147,0.9998131190431696,vector_based_examples_dict_1,1338,0.2869955156950672,0.0127055306427503
imdb,tvdb,D6,orca2-tf-p2,355.0769422054291,0.317680881648299,0.7301762114537445,0.4427378964941569,0.999626238086339,vector_based_examples_dict_1,2087,0.3435553425970292,0.0134163871586008
imdb,tvdb,D6,openhermes-z-p1,348.1220543384552,0.3584905660377358,0.7533039647577092,0.48579545454545453,0.999626238086339,vector_based_examples_dict_1,1908,0.2950733752620545,0.0026205450733752
imdb,tvdb,D6,openhermes-z-p2,344.59523606300354,0.3375570197668525,0.7334801762114538,0.4623394654633808,0.9998131190431696,vector_based_examples_dict_1,1973,0.3167764825139381,0.0040547389761784
imdb,tvdb,D6,openhermes-ft-p1,361.2609820365906,0.43669250645994834,0.7444933920704846,0.5504885993485342,1.0,vector_based_examples_dict_1,1548,0.251937984496124,0.0032299741602067
imdb,tvdb,D6,openhermes-ft-p2,359.77818417549133,0.44940867279894875,0.7533039647577092,0.562962962962963,1.0,vector_based_examples_dict_1,1522,0.259526938239159,0.0026281208935611
imdb,tvdb,D6,openhermes-tf-p1,360.5135600566864,0.3998899889988999,0.8006607929515418,0.5333822450476889,0.9998131190431696,vector_based_examples_dict_1,1817,0.2927903137039075,0.0038525041276829
imdb,tvdb,D6,openhermes-tf-p2,360.940309047699,0.3990174672489083,0.8050660792951542,0.5335766423357664,0.9998131190431696,vector_based_examples_dict_1,1832,0.2991266375545851,0.0054585152838427
imdb,tvdb,D6,zephyr-z-p1,392.5162978172302,0.4148936170212766,0.7301762114537445,0.5291300877893057,0.9770136423098488,vector_based_examples_dict_1,1578,0.2604562737642585,0.0044359949302915
imdb,tvdb,D6,zephyr-z-p2,392.12408351898193,0.4617996604414261,0.5991189427312775,0.5215723873441994,0.9732760231732388,vector_based_examples_dict_1,1148,0.2168989547038327,0.0017421602787456
imdb,tvdb,D6,zephyr-ft-p1,713.1380610466003,0.4863883847549909,0.29515418502202645,0.36737491432488006,0.7635955896094188,vector_based_examples_dict_1,272,0.1102941176470588,0.0
imdb,tvdb,D6,zephyr-ft-p2,3567.0305454730988,0.4517133956386293,0.15969162995594713,0.23596419853539463,0.6796860399925247,vector_based_examples_dict_1,94,0.0319148936170212,0.0
imdb,tvdb,D6,zephyr-tf-p1,2166.696620464325,0.4497153700189753,0.2610132158590308,0.3303135888501742,0.7000560642870491,vector_based_examples_dict_1,150,0.0466666666666666,0.0
imdb,tvdb,D6,zephyr-tf-p2,724.1521139144897,0.4873294346978557,0.2753303964757709,0.3518648838845883,0.7086525883012521,vector_based_examples_dict_1,223,0.0717488789237668,0.0
imdb,tvdb,D6,gemma3n-ft-p1,1294.499531030655,0.5195665261890428,0.9504405286343612,0.6718567536006228,1.0,vector_based_examples_dict_2,1661,0.2257676098735701,0.0036122817579771
imdb,tvdb,D6,gemma3n-ft-p2,1213.844248533249,0.5260635110844817,0.9669603524229075,0.6814124951493985,1.0,vector_based_examples_dict_2,1669,0.2198921509886159,0.0029958058717795
imdb,tvdb,D6,gemma3n-tf-p1,1290.610464096069,0.5474108944182918,0.8964757709251101,0.679749478079332,1.0,vector_based_examples_dict_2,1487,0.2051109616677875,0.0026899798251513
imdb,tvdb,D6,gemma3n-tf-p2,1214.048996925354,0.5467625899280576,0.920704845814978,0.686089454247025,1.0,vector_based_examples_dict_2,1529,0.2034009156311314,0.0026160889470241
imdb,tvdb,D6,qwen2.5-ft-p1,478.27540278434753,0.5551257253384912,0.6321585903083701,0.5911431513903193,1.0,vector_based_examples_dict_2,1034,0.2030947775628626,0.0
imdb,tvdb,D6,qwen2.5-ft-p2,476.4019811153412,0.5598214285714286,0.6905286343612335,0.6183431952662722,1.0,vector_based_examples_dict_2,1120,0.1991071428571428,0.0
imdb,tvdb,D6,qwen2.5-tf-p1,478.24108505249023,0.5433646812957158,0.5726872246696035,0.5576407506702413,1.0,vector_based_examples_dict_2,957,0.2079414838035527,0.0010449320794148
imdb,tvdb,D6,qwen2.5-tf-p2,475.60507130622864,0.5519176800748363,0.6497797356828194,0.5968639352554376,1.0,vector_based_examples_dict_2,1069,0.1983161833489242,0.000935453695042
imdb,tvdb,D6,llama3.1-ft-p1,492.3525876998901,0.3532022828154724,0.6134361233480177,0.4482897384305835,1.0,vector_based_examples_dict_2,1577,0.3405199746353836,0.0095117311350665
imdb,tvdb,D6,llama3.1-ft-p2,489.75821018218994,0.29615745079662603,0.6960352422907489,0.4155161078238001,0.998878714259017,vector_based_examples_dict_2,2134,0.3908153701968135,0.0140581068416119
imdb,tvdb,D6,llama3.1-tf-p1,491.3962824344635,0.31189710610932475,0.8546255506607929,0.45700824499411075,0.999626238086339,vector_based_examples_dict_2,2488,0.3814308681672025,0.0148713826366559
imdb,tvdb,D6,llama3.1-tf-p2,490.1114857196808,0.3082901554404145,0.7863436123348018,0.44292803970223327,0.9983180713885256,vector_based_examples_dict_2,2316,0.3877374784110535,0.0146804835924006
imdb,tvdb,D6,orca2-ft-p1,355.8952133655548,0.4222222222222222,0.4812775330396476,0.4498198661863098,0.9998131190431696,vector_based_examples_dict_2,1035,0.2183574879227053,0.0135265700483091
imdb,tvdb,D6,orca2-ft-p2,351.9584805965424,0.3742757821552723,0.711453744493392,0.4905087319665907,1.0,vector_based_examples_dict_2,1726,0.3128621089223638,0.0133256083429895
imdb,tvdb,D6,orca2-tf-p1,353.95282912254333,0.27101200686106347,0.5220264317180616,0.35679337598795635,0.9998131190431696,vector_based_examples_dict_2,1749,0.3722126929674099,0.0137221269296741
imdb,tvdb,D6,orca2-tf-p2,350.9364261627197,0.4292730844793713,0.4812775330396476,0.4537902388369678,0.9998131190431696,vector_based_examples_dict_2,1018,0.2092337917485265,0.0088408644400785
imdb,tvdb,D6,openhermes-ft-p1,363.5684885978699,0.46410066617320506,0.6905286343612335,0.5551128818061088,1.0,vector_based_examples_dict_2,1351,0.234641006661732,0.003700962250185
imdb,tvdb,D6,openhermes-ft-p2,359.1310648918152,0.47452471482889735,0.6872246696035242,0.5614035087719298,1.0,vector_based_examples_dict_2,1315,0.2357414448669201,0.006083650190114
imdb,tvdb,D6,openhermes-tf-p1,361.27564430236816,0.4832330180567498,0.6189427312775331,0.5427329792370835,1.0,vector_based_examples_dict_2,1163,0.2149613069647463,0.0025795356835769
