D1,D2,responses,weight
3,436,True,0.1
4,2284,True,0.1
8,3335,True,0.1
9,890,True,0.1
10,1484,False,0.1
10,5104,True,0.1
11,73,True,0.1
19,1263,True,0.2
21,4889,True,0.1
23,5026,True,0.1
26,5190,True,0.1
27,5834,True,0.1
30,759,True,0.1
31,3869,True,0.1
33,2688,False,0.1
33,1494,True,0.1
33,4089,False,0.1
34,2605,True,0.1
37,1450,True,0.1
40,2930,True,0.2
41,1694,True,0.1
42,734,True,0.1
44,2757,True,0.1
45,3384,False,0.1
45,2168,True,0.1
49,4413,True,0.1
50,3695,True,0.1
54,46,True,0.1
58,1668,True,0.2
59,5832,True,0.1
59,6037,False,0.1
64,2415,True,0.1
64,1432,False,0.1
66,4373,True,0.1
68,4927,True,0.1
69,738,True,0.1
73,5312,True,0.1
75,1437,True,0.1
77,5547,True,0.1
79,3271,True,0.1
81,5921,True,0.1
82,1005,True,0.1
82,5050,False,0.2
83,76,True,0.1
89,3288,False,0.1
90,5260,True,0.1
91,2658,False,0.1
91,2756,True,0.1
92,4449,False,0.1
92,1696,False,0.1
92,554,True,0.1
95,971,False,0.1
95,3319,True,0.1
99,3085,True,0.1
100,2766,True,0.2
100,1320,False,0.2
102,2294,True,0.1
110,3604,True,0.1
111,3685,False,0.1
111,2113,True,0.1
112,2376,True,0.1
114,5191,True,0.1
114,3692,False,0.1
115,3616,True,0.1
118,805,True,0.1
119,1251,True,0.1
120,3948,True,0.2
126,2765,True,0.3
127,3872,True,0.1
129,1443,True,0.1
131,4824,False,0.2
132,5946,False,0.1
132,1689,False,0.1
132,1930,True,0.1
136,1461,True,0.1
138,41,True,0.1
139,1810,True,0.1
143,829,True,0.1
143,3880,False,0.1
145,5423,False,0.1
147,1924,True,0.2
151,5124,True,0.1
156,1049,True,0.1
158,4906,False,0.1
159,5522,True,0.1
160,3999,True,0.1
161,1356,True,0.1
163,5138,True,0.1
166,3115,False,0.1
167,2452,False,0.1
168,5320,False,0.1
168,4930,True,0.1
169,3047,True,0.1
170,5834,False,0.1
170,1000,False,0.1
173,3564,True,0.1
175,1571,False,0.1
175,4589,True,0.2
177,256,True,0.1
180,1330,True,0.3
183,3170,True,0.1
184,1470,True,0.1
186,1803,True,0.1
186,4560,False,0.1
186,5419,False,0.1
187,5337,False,0.1
188,4610,True,0.1
189,4557,True,0.1
189,5845,False,0.1
191,3586,False,0.1
192,3081,False,0.1
193,4188,True,0.1
194,3714,False,0.1
194,670,True,0.2
203,3859,True,0.1
204,4858,False,0.1
204,4029,True,0.1
204,3306,False,0.1
204,4046,False,0.1
207,4285,False,0.1
207,2505,True,0.1
207,4104,False,0.1
213,4230,True,0.1
216,2503,True,0.1
216,2037,False,0.1
217,1085,True,0.1
218,4178,True,0.1
219,2624,True,0.1
221,2292,True,0.1
223,4173,False,0.1
223,303,True,0.1
226,4202,True,0.1
227,5995,False,0.1
227,454,True,0.1
228,5922,True,0.1
229,796,False,0.1
232,5603,True,0.2
235,6053,True,0.1
236,3268,True,0.1
239,1554,True,0.1
241,1188,True,0.1
242,4309,False,0.1
242,4401,True,0.1
244,4870,False,0.1
244,1676,True,0.1
247,468,True,0.1
247,4574,False,0.1
248,3176,False,0.1
248,5955,False,0.1
248,4790,True,0.1
249,2434,True,0.1
251,1482,True,0.1
252,1200,True,0.1
253,5693,False,0.1
255,5227,True,0.1
255,4979,False,0.1
257,1893,True,0.1
257,2393,False,0.2
262,2768,True,0.1
266,5570,True,0.1
268,5377,True,0.1
269,4381,True,0.1
269,5693,False,0.1
270,6027,False,0.1
270,5807,False,0.1
271,5894,False,0.1
272,5943,False,0.1
273,4482,False,0.1
273,225,True,0.1
273,5686,False,0.2
274,2307,True,0.1
275,2517,True,0.2
276,182,True,0.1
282,1881,True,0.1
284,5473,False,0.1
284,998,True,0.1
284,3929,False,0.1
284,4523,False,0.2
285,5205,True,0.2
286,189,True,0.1
287,714,True,0.1
288,344,True,0.1
289,139,True,0.2
290,6036,False,0.1
291,2156,True,0.2
292,4969,True,0.1
293,1846,False,0.1
293,3785,True,0.1
294,2556,True,0.1
295,2798,True,0.1
301,187,True,0.1
301,3990,False,0.1
301,1219,False,0.1
304,3629,True,0.1
306,4573,False,0.1
306,4543,True,0.1
306,4263,False,0.1
307,789,True,0.1
307,5293,False,0.1
309,4306,True,0.1
310,5268,True,0.1
311,4870,False,0.1
311,4341,False,0.1
312,4934,True,0.1
312,5710,False,0.1
314,969,True,0.1
