D1,D2,responses,s-weight
3333,0,False,0.5516318678855896
977,2,False,0.6431147456169128
591,3,False,0.0
2260,4,False,0.7267661690711975
1607,5,False,0.6926918029785156
74,6,False,0.6365444660186768
1739,7,False,0.8130283951759338
690,8,False,0.4873189628124237
4612,9,False,0.5355453491210938
3609,9,False,0.5615027546882629
2881,10,False,0.5088469982147217
2508,11,False,0.512009859085083
4725,11,False,0.4402156770229339
3135,12,True,0.7080894112586975
3400,13,False,0.0
4920,14,False,0.0
1448,15,False,0.0
3711,16,False,0.4624575972557068
3153,17,False,0.5337831377983093
1174,17,False,0.0
895,17,False,0.5226066708564758
1214,18,False,0.5492278337478638
4393,19,False,0.0
4420,20,False,0.8268542289733887
3549,21,False,0.4714507460594177
1123,22,False,0.0
1360,23,False,0.5440758466720581
2971,24,False,0.7427478432655334
4547,25,False,0.8250794410705566
3939,26,False,0.0
1714,27,False,0.7102834582328796
968,28,False,0.7136503458023071
481,29,False,0.5902588367462158
2887,30,False,0.5567136406898499
2016,31,False,0.0
1492,32,False,0.6906804442405701
1056,33,False,0.0
2652,34,False,0.5954566597938538
959,35,False,0.0
294,36,False,0.4787548184394836
2574,37,False,0.8432254791259766
273,38,False,0.5381629467010498
3499,39,False,0.8053353428840637
2673,40,False,0.8621240258216858
138,41,False,0.8456442356109619
2225,42,False,0.0
3092,43,False,0.6774252653121948
910,44,False,0.4420614242553711
1662,45,False,0.5970669984817505
54,46,False,0.6520261764526367
4494,47,False,0.5381723046302795
2011,48,False,0.4896768927574157
2336,49,False,0.826538622379303
4736,50,True,0.7522130608558655
2013,51,False,0.8344645500183105
505,52,False,0.6925382614135742
959,53,False,0.0
3074,54,False,0.0
3404,55,False,0.5260612368583679
5054,56,False,0.0
3082,56,False,0.0
2240,56,False,0.0
3749,57,False,0.0
1367,58,False,0.6622620820999146
4351,59,False,0.5214569568634033
4202,60,False,0.0
546,61,False,0.8232012987136841
4872,62,False,0.6016750335693359
4290,63,False,0.0
4949,64,False,0.7009420990943909
4836,65,False,0.6258231401443481
824,66,False,0.8515701293945312
5051,67,False,0.5654706358909607
4896,68,False,0.4136471450328827
639,69,False,0.0
768,70,False,0.5972437262535095
3262,71,False,0.0
2451,72,False,0.7614636421203613
11,73,False,0.5308917164802551
2322,74,False,0.0
3188,75,False,0.7873584628105164
83,76,False,0.5299309492111206
4734,77,False,0.0
4356,78,False,0.6739276647567749
495,79,False,0.4162889420986175
2467,80,False,0.6524614095687866
2698,81,False,0.0
2210,82,False,0.0
1891,83,False,0.6983941793441772
4030,84,True,0.8292006254196167
4030,85,False,0.8194249868392944
438,86,False,0.7778394818305969
3174,87,False,0.0
140,88,False,0.5241491794586182
4093,89,False,0.6362155079841614
2625,90,True,0.6820045113563538
994,91,False,0.5802547931671143
3956,92,False,0.7496391534805298
791,93,False,0.5246093273162842
4829,94,False,0.0
2198,95,False,0.8123131394386292
1593,96,True,0.7697425484657288
948,97,False,0.6407266855239868
1186,98,False,0.0
1866,99,False,0.5409155488014221
669,100,False,0.7457532286643982
1746,101,False,0.8052942752838135
2921,102,False,0.3985055983066559
756,102,False,0.4201310575008392
3028,103,False,0.5883640646934509
180,104,False,0.0
1018,105,False,0.0
2524,106,False,0.8972113132476807
4131,107,False,0.0
4075,108,False,0.0
4547,109,False,0.8025503754615784
2265,110,False,0.6680284738540649
1913,111,False,0.552410364151001
4632,112,False,0.6526584029197693
1415,113,False,0.0
4198,114,False,0.0
4233,115,False,0.0
1820,116,False,0.0
953,117,False,0.3981944322586059
959,118,False,0.0
5000,119,False,0.6174048185348511
1127,120,False,0.827526330947876
5095,122,False,0.4836374521255493
3359,123,False,0.6919200420379639
1052,124,False,0.6854747533798218
4252,125,False,0.6943353414535522
569,126,False,0.5089282393455505
2591,127,False,0.77198326587677
4184,128,False,0.7796485424041748
4794,129,False,0.0
