D1,D2,responses,s-weight,weight
0,886,False,0.0,0.0025281143753813
1,151,True,0.8500992059707642,4.123371268349002e-05
2,33,True,0.693985104560852,1.5507963339174666e-05
2,426,False,0.0,3.175409627841992e-05
3,192,True,0.7924919128417969,3.7725883728826346e-05
4,150,False,0.5674326419830322,9.813542688910696e-05
5,188,True,0.9115794897079468,4.963025460320612e-05
6,210,True,0.8805310726165771,0.0188679245283018
7,158,True,0.7725402116775513,9.249838127832764e-05
8,37,True,0.8073380589485168,0.0008176614881439
9,174,False,0.6565989255905151,4.107619634421853e-05
9,144,False,0.7141516208648682,3.813155386081983e-05
9,176,True,0.7359963655471802,4.107619634421853e-05
9,742,False,0.6219945549964905,8.375910880308234e-05
9,57,False,0.6162020564079285,5.215123859191656e-05
9,138,False,0.7511587142944336,6.510840549514942e-05
10,174,False,0.6132847666740417,2.5451121121885417e-05
10,144,False,0.6753526926040649,2.4288941245051127e-05
10,176,False,0.6258257031440735,2.5451121121885417e-05
11,174,False,0.6582702398300171,3.668513151619649e-05
11,144,False,0.7146449685096741,3.431826761385085e-05
11,176,False,0.7147384881973267,3.668513151619649e-05
11,743,False,0.5217571258544922,4.516915849857717e-05
11,57,False,0.6112827062606812,4.527140205532165e-05
12,58,True,0.7346283793449402,5.5503135927179885e-05
13,194,True,0.743789792060852,0.0002547770700636
13,58,False,0.7357203960418701,5.276209571044162e-05
14,333,False,0.0,0.0001665278934221
15,333,False,0.0,0.0001713208840157
16,832,False,0.8209410309791565,0.0062079263927035
16,482,False,0.7645244002342224,0.0110936098464649
17,830,True,0.8626929521560669,1.7103665315477107e-05
17,564,False,0.0,6.925242898417135e-05
18,208,True,0.7650308012962341,0.0004130524576621
19,39,False,0.8561871647834778,3.2794411832223785e-05
19,40,False,0.8691810369491577,3.835973761939468e-05
20,40,True,0.8674687147140503,3.8128646051778696e-05
21,193,True,0.6827123761177063,0.0003361344537815
22,62,True,0.6304551362991333,4.932182490752157e-05
22,737,False,0.5001057386398315,3.761519653940192e-05
23,969,False,0.0,0.0001157541382104
23,479,False,0.7294721007347107,1.8725539763683688e-05
23,1029,False,0.7374861240386963,0.0079104079637365
24,42,True,0.790092945098877,0.0001500825453999
25,21,True,0.7583839893341064,4.657878801993572e-05
26,198,True,0.8161170482635498,0.0001658099817609
27,47,True,0.7969740629196167,6.266842138246538e-05
28,48,True,0.8102511167526245,5.806863712908658e-05
29,41,False,0.784993052482605,5.296610169491525e-05
29,43,False,0.7356923818588257,5.296610169491525e-05
30,41,False,0.7894056439399719,5.296610169491525e-05
30,43,False,0.716267466545105,5.296610169491525e-05
31,631,True,0.7312018275260925,4.189885616122679e-05
32,174,False,0.7174170613288879,3.925725277745063e-05
32,50,True,0.6605406403541565,4.948290365678658e-05
32,1060,False,0.7275676727294922,7.062645667066883e-05
32,57,False,0.673052966594696,4.925380485642516e-05
32,34,False,0.6927186250686646,4.091820450918613e-05
32,35,False,0.6772329807281494,3.940265573899681e-05
32,742,False,0.7066041827201843,7.899518129394108e-05
32,234,False,0.0,0.0003749006513273
33,195,False,0.725104570388794,0.0002837684449489
35,196,True,0.7402787804603577,0.000122414004162
36,225,False,0.798897922039032,4.290924694271615e-05
37,167,True,0.8396669030189514,9.837678307919332e-05
37,385,True,0.7564424276351929,0.0002024701356549
38,189,True,0.7716789841651917,3.894991041520604e-05
39,969,False,0.7901579141616821,0.0001172195522213
40,54,True,0.7005805373191833,6.499837504062398e-05
40,33,False,0.0,1.597367538296887e-05
41,796,False,0.8279972076416016,0.0001144819690898
41,797,True,0.7762863636016846,0.0001026211680243
