0,4847
0,2675
1,9637
1,1467
2,9312
2,5089
2,9603
2,3347
2,165
2,3029
3,2335
3,3507
3,5653
3,5481
3,6154
4,7330
4,5670
4,748
4,973
6,3679
6,464
6,9271
6,9112
6,4253
7,4818
7,3333
9,4355
9,8453
9,6277
9,6840
9,1452
9,4701
10,800
10,8881
10,5876
10,1676
11,8916
12,5744
12,7526
12,5270
12,6199
12,1036
13,1102
13,3896
13,648
13,4954
13,6187
13,5261
14,1491
16,4782
16,2535
17,8430
17,6915
17,7494
18,2787
18,7941
18,7830
18,2839
18,6347
19,2976
19,3780
21,7781
21,8760
22,3128
22,5276
23,2834
23,533
23,3373
24,2462
24,5153
24,819
24,8553
25,8961
25,4266
25,346
26,591
26,6032
26,1957
26,7526
26,8925
27,3211
28,769
28,4921
29,6017
29,88
30,3714
30,2483
30,3621
30,9576
30,1273
30,2345
31,5683
31,2998
31,6775
31,87
31,1927
31,5308
32,640
32,5552
32,1091
32,1417
32,6202
32,986
33,2350
33,2465
33,675
33,276
33,363
33,6732
34,7217
34,9633
34,3218
35,8940
36,383
36,5444
36,2436
36,9782
36,136
36,5896
37,5520
37,2965
38,4463
38,7888
38,2516
38,9464
39,2846
39,8932
39,4199
39,9912
39,2585
39,2332
40,4744
40,5770
40,8138
40,4012
41,66
41,3925
41,5722
41,8876
42,2623
42,5152
42,5346
42,246
42,233
42,4763
43,4610
43,9714
43,5705
45,8606
45,1634
45,1974
49,9974
49,5563
49,9837
50,1216
50,5568
50,3380
52,3229
53,6976
53,6263
54,4691
54,5192
54,8202
56,622
56,391
56,4187
57,6222
57,4447
57,9409
57,2876
58,6495
58,8583
58,683
58,6571
58,2989
59,8452
59,3237
59,3307
59,5980
60,7502
60,3571
60,2293
60,7530
60,7293
61,5263
61,5619
61,2859
61,7244
62,5203
62,8100
63,8566
63,1270
63,7675
63,7308
63,9404
64,3887
64,7856
66,5918
66,3925
66,2422
66,5722
66,8876
67,1135
67,9970
67,5859
67,7177
68,2703
68,8021
68,9656
68,9448
68,541
70,1374
70,3772
71,1700
71,4333
72,7908
72,2235
73,1600
73,1977
73,8236
74,6942
74,596
74,9925
74,4983
74,7784
74,219
75,7278
75,9824
75,2324
75,2596
75,9129
75,509
76,2240
76,1877
76,1291
76,3612
77,9535
77,2325
77,3355
77,6860
78,3025
78,9221
78,9735
78,5496
78,2234
80,5982
80,914
80,6346
81,7460
81,2470
81,5655
82,430
82,4626
82,5274
83,7497
84,5297
84,8130
84,531
84,2950
84,7673
84,3051
85,7378
86,7172
86,9309
87,3890
87,2998
87,1927
87,8938
87,5308
88,2961
88,2035
89,4689
89,4708
89,9351
89,8968
89,6121
89,1835
90,7283
90,9958
91,9898
92,6439
93,2704
93,848
93,8498
93,5307
93,2652
93,5373
94,3585
94,5538
95,1934
95,3778
95,6418
95,421
96,215
96,5240
96,9418
97,470
98,4129
98,3397
98,9623
98,4139
99,9519
99,6864
99,5987
99,7336
99,7624
100,4798
100,9089
100,5958
100,6155
101,8933
102,1020
103,1699
103,6884
103,5225
103,1514
104,7115
104,1307
104,4556
105,911
105,2713
105,8684
107,6319
107,5835
108,335
108,7000
108,619
108,7931
109,9080
110,2959
110,1809
110,9092
110,6507
110,4220
111,576
111,1104
111,9729
111,5635
111,1512
112,8724
112,1221
112,7445
113,4914
113,3447
113,3755
113,3868
113,4781
114,7310
114,9674
115,288
115,1440
115,8784
115,6323
115,7225
116,4414
116,4530
116,1172
116,3261
117,5922
117,427
118,7279
118,5264
118,192
118,3028
118,9718
119,5231
119,9348
119,9357
120,4320
120,1670
120,4232
121,5295
121,5411
121,3205
122,213
122,7045
122,586
122,6251
123,2751
123,3743
123,450
124,7413
124,280
124,700
125,8080
125,9568
125,3509
127,4430
127,7809
127,6058
127,4044
128,9933
129,1161
129,4745
130,8803
130,1709
130,9405
132,686
132,3150
132,3156
132,8277
132,874
133,8449
134,6786
134,2485
134,970
135,1566
135,534
135,3384
136,383
136,2436
136,5444
136,9782
136,5896
137,646
137,5388
138,4904
139,544
139,6102
139,327
139,3018
140,9265
140,9555
140,1849
140,4156
141,2371
141,9077
141,3528
142,2905
142,4892
143,7298
144,7538
145,9328
145,1145
146,1710
146,1569
146,2403
146,4759
146,9531
146,3916
147,8654
147,8598
147,7929
147,6650
148,2595
149,6207
149,9536
150,9457
150,1426
150,6359
151,3064
152,8081
152,4082
152,5428
152,6964
152,5112
152,8554
153,8158
154,7621
154,262
154,424
154,3656
154,5290
155,1151
155,3072
156,1632
156,3170
156,6388
156,8378
157,7951
157,7029
157,5318
157,9321
158,2608
158,309
158,6349
159,2496
159,2010
160,8177
160,8339
160,5370
161,6332
162,7422
162,1299
162,1397
162,1047
162,2457
162,4442
163,9822
163,7887
163,1265
163,7513
164,838
164,4712
164,8570
165,9312
165,3800
166,8801
166,6903
167,5236
167,6392
168,3200
168,4737
168,9927
169,942
169,6649
169,5372
169,8061
170,7007
170,1521
170,2061
171,8334
171,718
171,7041
171,4676
171,9031
172,802
