D1,D2,responses,weight,s-weight
4,6738,False,0.2,0.569767951965332
5,6725,False,0.1,0.6148035526275635
7,6342,False,0.2,0.0
8,7228,Answer: False,0.2,0.0
8,7734,False,0.2,0.0
8,4173,False,0.1,0.0
8,2627,"record 1: The Silence of the Lambs 1991-02-14 Crime,Drama,Horror, Thriller, record 2: Hannibal 'After having successfully escaped from imprisonment, Dr",0.2,0.0
8,3016,Record descriptions do not provide enough information to determine if they refer to the same entity,0.1,0.0
8,1142,"record 1: For God and Country (1) 1996-01-01 Crime,Drama,Mystery,",0.1,0.0
14,7237,Example 3:,0.2,0.7359975576400757
17,6506,Answer: False,0.1,0.7477748394012451
22,6619,True,0.1,0.8020259141921997
22,798,True,0.1,0.8511130213737488
27,5608,Answer: False,0.2,0.0
27,5844,"False, as the two record descriptions refer to different genres (Crime,Drama,Mystery for ""A Shot in the Dark"" and Comedy for ""A Dog and Pony Show"") and different release dates (1993-01-01 for ""A Shot in the Dark"" and 1993-03-10 for ""A Dog and Pony Show"")",0.1,0.0
27,2808,Example 3:,0.1,0.5188887119293213
27,5325,False,0.1,0.0
27,6392,False,0.1,0.0
27,7318,record 1: A Shot in the Dark (1993),0.2,0.5521425604820251
27,5237,False,0.1,0.0
31,119,"If both records are referring to the same person, then the answer is True",0.1,0.6248172521591187
33,6633,False,0.1,0.0
42,1078,False,0.1,0.0
45,484,False,0.1,0.4231046438217163
45,985,False,0.1,0.6360324621200562
45,1377,False,0.1,0.5093996524810791
48,1122,Answer: False,0.1,0.5989635586738586
53,418,False,0.1,0.0
53,1388,False,0.1,0.0
59,4986,False,0.1,0.0
62,7599,"False, as ""Don Edmonds"" is presented as a multifaceted individual with roles as an actor, producer, and director, while ""Don Scardino"" is only identified as a director",0.1,0.0
62,7276,"False, as ""Don Edmonds"" and ""Don Medford"" are two different individuals",0.1,0.0
64,4196,Answer: False,0.1,0.8018835783004761
64,7386,False,0.1,0.0
65,7717,False,0.1,0.0
65,3322,False,0.1,0.0
66,7499,False,0.1,0.0
66,4714,False,0.1,0.0
66,2248,True,0.1,0.8183784484863281
69,3234,False,0.1,0.0
69,144,False,0.1,0.6907432079315186
69,2944,True,0.1,0.0
69,328,False,0.1,0.49423959851264954
69,1213,False,0.1,0.6291950941085815
69,7525,False,0.1,0.700305700302124
69,7150,False,0.1,0.7335593700408936
77,1073,False,0.1,0.7352160215377808
77,1291,True,0.1,0.8779367804527283
77,1300,False,0.1,0.7353116273880005
77,1795,Answer: True,0.1,0.932032585144043
77,3220,False,0.1,0.7522789239883423
77,1188,False,0.1,0.7455083131790161
79,1921,Example 3:,0.1,0.8778684735298157
79,5346,Answer: True,0.2,0.825311541557312
82,1826,Answer: True,0.1,0.8580586314201355
82,2011,"The answer is True, as both records refer to Tucker Gates but the second record provides a more specific role of ""director",0.1,0.9129209518432617
83,5044,Answer: False,0.1,0.5451524257659912
