D1,D2,responses,weight,s-weight
4,6738,False,0.2,0.569767951965332
5,6725,False,0.1,0.6148035526275635
7,6342,False,0.2,0.0
8,7228,True,0.2,0.0
8,7734,False,0.2,0.0
8,4173,False,0.1,0.0
8,2627,False,0.2,0.0
8,3016,False,0.1,0.0
8,1142,False,0.1,0.0
14,7237,False,0.2,0.7359975576400757
17,6506,True,0.1,0.7477748394012451
22,6619,False,0.1,0.8020259141921997
22,798,False,0.1,0.8511130213737488
27,5608,False,0.2,0.0
27,5844,False,0.1,0.0
27,2808,True,0.1,0.5188887119293213
27,5325,False,0.1,0.0
27,6392,False,0.1,0.0
27,7318,False,0.2,0.5521425604820251
27,5237,False,0.1,0.0
31,119,False,0.1,0.6248172521591187
33,6633,False,0.1,0.0
42,1078,False,0.1,0.0
45,484,False,0.1,0.4231046438217163
45,985,False,0.1,0.6360324621200562
45,1377,False,0.1,0.5093996524810791
48,1122,False,0.1,0.5989635586738586
53,418,False,0.1,0.0
53,1388,False,0.1,0.0
59,4986,False,0.1,0.0
62,7599,False,0.1,0.0
62,7276,False,0.1,0.0
64,4196,False,0.1,0.8018835783004761
64,7386,False,0.1,0.0
65,7717,False,0.1,0.0
65,3322,False,0.1,0.0
66,7499,False,0.1,0.0
66,4714,False,0.1,0.0
66,2248,True,0.1,0.8183784484863281
69,3234,False,0.1,0.0
69,144,True,0.1,0.6907432079315186
69,2944,False,0.1,0.0
69,328,False,0.1,0.49423959851264954
69,1213,False,0.1,0.6291950941085815
69,7525,False,0.1,0.700305700302124
69,7150,False,0.1,0.7335593700408936
77,1073,False,0.1,0.7352160215377808
77,1291,False,0.1,0.8779367804527283
77,1300,True,0.1,0.7353116273880005
77,1795,True,0.1,0.932032585144043
77,3220,True,0.1,0.7522789239883423
77,1188,False,0.1,0.7455083131790161
79,1921,True,0.1,0.8778684735298157
79,5346,False,0.2,0.825311541557312
82,1826,False,0.1,0.8580586314201355
82,2011,True,0.1,0.9129209518432617
83,5044,False,0.1,0.5451524257659912
90,5445,False,0.1,0.6796202659606934
91,3404,False,0.1,0.7157770395278931
91,279,False,0.1,0.6080698370933533
92,3270,False,0.2,0.0
92,4672,True,0.1,0.6117961406707764
95,3474,False,0.1,0.524201512336731
96,6075,False,0.1,0.0
97,6258,False,0.1,0.7982532382011414
97,6840,False,0.1,0.7952919006347656
97,856,False,0.2,0.7183166742324829
97,3053,False,0.1,0.5677893161773682
100,1418,False,0.1,0.0
100,6887,False,0.1,0.0
100,6340,False,0.1,0.0
106,387,False,0.1,0.8026251196861267
106,1767,True,0.1,0.8271401524543762
112,5446,True,0.1,0.32888293266296387
113,711,False,0.1,0.6267812252044678
114,7762,True,0.3,0.8950463533401489
115,332,True,0.1,0.8178088068962097
117,6718,True,0.1,0.7249045372009277
118,910,True,0.1,0.6097294092178345
118,5449,False,0.1,0.0
118,7793,False,0.2,0.0
